ID,名字,描述,追踪
1263,萌眼星鑰匙,打敗遠古巨人獲得#L#cfa7a0f巨人之眼#n@1#r（這是激活火山祭壇的三鑰匙之一）,獲取#cfa7a0f巨人之眼
1264,聖樹創造者,找個寬闊的空間，挖個坑，種它！種它！@1#r（在神聖樹頂端可以獲取三鑰匙之一）,種植#cfa7a0f神聖樹
1265,神聖果實,採集神聖樹幹頂端的神聖樹核心獲得#L#cfa7a0f神聖果實#n@1#r（這是激活火山祭壇的三鑰匙之一）,採集#cfa7a0f神聖果實
1266,我不入地獄，誰入地獄,集齊迷拉星、萌眼星、烈焰星三把鑰匙，在火山區域激活祭壇@1#r（進入虛空幻影的棲息地入口）,激活#cfa7a0f火山祭壇
1267,救世主！,打敗虛空幻影@1,打敗#cfa7a0f虛空幻影
1268,番薯,在耕地裡播種番薯，等它長大，收穫#L#cfa7a0f番薯#n@1,種植#cfa7a0f番薯
1269,製作番薯泥,用番薯在石鍋里烹飪#L#cfa7a0f番薯泥#n@1,製作#cfa7a0f番薯泥
1270,薯條！,用番薯泥、龍血花和皮革在石鍋里烹飪#L#cfa7a0f薯條#n@1,製作#cfa7a0f薯條
1271,獲取牛肉,打敗一頭牛，可獲取#L#cfa7a0f牛肉#n@1,獲取#cfa7a0f牛肉
1272,牛肉,將牛肉放在篝火上烤熟，獲得#L#cfa7a0f烤牛肉#n@1,烤制#cfa7a0f烤牛肉
1273,烤肉麵條,用麵條、星辰花、烤牛肉製作#L#cfa7a0f烤肉麵條#n@1,製作#cfa7a0f烤肉麵條
1274,蛋白質,餵食雞，收穫#L#cfa7a0f雞蛋#n@1,拾取#cfa7a0f雞蛋
1275,香瓜條,用瓶裝果糖漿、香瓜烹飪#L#cfa7a0f香瓜餅#n@1,製作#cfa7a0f香瓜條
1276,節日快樂~,用瓶裝鮮奶、番薯、雞肉和玉米粉烹飪#L#cfa7a0f披薩#n@1,製作#cfa7a0f烤肉披薩
1277,櫻桃,從樹上採集#L#cfa7a0f櫻桃#n@1,獲取#cfa7a0f櫻桃
1278,水果拼盤,使用刺瓜片、木碗和櫻桃加工#L#cfa7a0f水果拼盤#n@1,製作#cfa7a0f水果拼盤
1279,御膳大廚,完成前置任務後自動完成該任務,完成#cfa7a0f製作食物系列成就
1280,抵禦強敵,用木料和樹枝加工#L#cfa7a0f輕木門#n@1,製作#cfa7a0f輕木門
1281,對著窗口數星星,用木料和樹枝加工#L#cfa7a0f木窗#n@1,製作#cfa7a0f木窗
1282,紅色顏料,用櫻桃加工出#L#cfa7a0f紅色顏料#n@1,製作#cfa7a0f顏料
1284,軌道工人,使用秘銀和岩石製作#L#cfa7a0f軌道節點#n@1,製作#cfa7a0f軌道節點
1285,過山車！出發！,使用秘銀、木料和螢光晶塊製作#L#cfa7a0f過山車頭#n@1,製作#cfa7a0f過山車頭
1286,沐浴陽光,在平原上採集#L#cfa7a0f風鈴花#n@1,拾取#cfa7a0f風鈴花
1287,花冠公主,使用三種不同花製作一個#L#cfa7a0f花冠#n@1,製作#cfa7a0f花冠
1288,美好的今天,完成前置任務後自動完成該任務,完成#cfa7a0f製作基礎系列成就
1289,中級符文師,使用中級符文進行鑲嵌@1,鑲嵌#cfa7a0f中級符文石
1290,高級符文師,使用高級符文石進行鑲嵌@1,鑲嵌#cfa7a0f高級符文石
1291,符文石收藏家,完成前置任務後自動完成該任務,完成#cfa7a0f符文石系列成就
1292,冒險家,用秘銀和樹枝製作#L#cfa7a0f短劍#n@1,完成#cfa7a0f鑲嵌系列成就
1293,勇者槍兵,用黃銅和樹枝製作#L#cfa7a0f突刺長槍#n@1,製作#cfa7a0f突刺長槍
1294,靈魂收割者,用鈦合金、纏絲瑪瑙和樹枝製作#L#cfa7a0f收割者#n@1,製作#cfa7a0f收割者
1295,劍客,用鎢金、紫熒石和黃銅棍製作#L#cfa7a0f能量劍#n@1,製作#cfa7a0f能量劍
1296,遊俠,用秘銀、軟皮革和絲線製作#L#cfa7a0f秘銀短弓#n@1,製作#cfa7a0f秘銀短弓
1297,大法師,用杖桿和平凡晶核製作#L#cfa7a0f平凡法杖#n@1,製作#cfa7a0f法杖
1298,武器大師,完成前置任務後自動完成該任務,完成#cfa7a0f製作武器系列成就
1299,銅頭盔,用黃銅和軟皮革製作#L#cfa7a0f銅頭盔#n@1,製作#cfa7a0f銅頭盔
1300,秘銀頭盔,用秘銀、黃銅和軟皮革製作#L#cfa7a0f秘銀頭盔#n@1,製作#cfa7a0f秘銀頭盔
1301,鈦合金頭盔,用秘銀、鈦合金和軟皮革製作#L#cfa7a0f鈦合金頭盔#n@1,製作#cfa7a0f鈦合金頭盔
1302,鎢金頭盔,用鎢金、紫熒石、軟皮革製作#L#cfa7a0f鎢金頭盔#n@1,製作#cfa7a0f鎢金頭盔
1303,銅胸甲,用黃銅和軟皮革製作#L#cfa7a0f銅胸甲#n@1,製作#cfa7a0f銅胸甲
1304,秘銀胸甲,用秘銀、黃銅和軟皮革製作#L#cfa7a0f秘銀胸甲#n@1,製作#cfa7a0f秘銀胸甲
1305,鈦合金胸甲,用秘銀、鈦合金和軟皮革製作#L#cfa7a0f鈦合金胸甲#n@1,製作#cfa7a0f鈦合金胸甲
1306,鎢金胸甲,用鎢金、紫熒石、軟皮革製作#L#cfa7a0f鎢金胸甲#n@1,製作#cfa7a0f鎢金胸甲
1307,銅護腿,用黃銅和軟皮革製作#L#cfa7a0f銅護腿#n@1,製作#cfa7a0f銅護腿
1308,秘銀護腿,用秘銀、黃銅和軟皮革製作#L#cfa7a0f秘銀護腿#n@1,製作#cfa7a0f秘銀護腿
1309,鈦合金護腿,用秘銀、鈦合金和軟皮革製作#L#cfa7a0f鈦合金護腿#n@1,製作#cfa7a0f鈦合金護腿
1310,鎢金護腿,用鎢金、紫熒石、軟皮革製作#L#cfa7a0f鎢金護腿#n@1,製作#cfa7a0f鎢金護腿
1311,銅靴子,用黃銅和軟皮革製作#L#cfa7a0f銅靴子#n@1,製作#cfa7a0f銅靴子
1312,秘銀靴子,用秘銀、黃銅和軟皮革製作#L#cfa7a0f秘銀靴子#n@1,製作#cfa7a0f秘銀靴子
1313,鈦合金靴子,用秘銀、鈦合金和軟皮革製作#L#cfa7a0f鈦合金靴子#n@1,製作#cfa7a0f鈦合金靴子
1314,鎢金靴子,用鎢金，紫熒石，軟皮革製作#L#cfa7a0f鎢金靴子#n@1,製作#cfa7a0f鎢金靴子
1315,防禦大師,完成前置任務後自動完成該任務,完成#cfa7a0f製作防禦系列成就
1316,戰爭收藏家,完成前置任務後自動完成該任務,完成#cfa7a0f完成武器和防具系列成就
1317,熔岩巨人獵手,打敗烈焰星上的熔岩巨人@1,打敗#cfa7a0f熔岩巨人
1318,硫磺弓手獵手,打敗烈焰星上的硫磺弓手@1,打敗#cfa7a0f硫磺弓手
1319,烈焰星終結者,完成前置任務後自動完成該任務,完成#cfa7a0f打敗烈焰星生物系列成就
1320,黃銅一,冶煉10份#L#cfa7a0f黃銅#n@1,冶煉#cfa7a0f黃銅
1321,黃銅二,冶煉100份#L#cfa7a0f黃銅#n@1,冶煉#cfa7a0f黃銅
1322,黃銅三,冶煉300份#L#cfa7a0f黃銅#n@1,冶煉#cfa7a0f黃銅
1323,鈦合金一,冶煉10份#L#cfa7a0f鈦合金#n@1,冶煉#cfa7a0f鈦合金
1324,鈦合金二,冶煉100份#L#cfa7a0f鈦合金#n@1,冶煉#cfa7a0f鈦合金
1325,鈦合金三,冶煉300份#L#cfa7a0f鈦合金#n@1,冶煉#cfa7a0f鈦合金
1326,攻擊符文礦石,用黃銅鎬，破壞攻擊符文礦石獲得#L#cfa7a0f攻擊符文石#n@1,收集#cfa7a0f攻擊符文礦石
1327,防禦符文礦石,用黃銅鎬，破壞防禦符文礦石獲得#L#cfa7a0f防禦符文石#n@1,收集#cfa7a0f防禦符文礦石
1328,效率符文礦石,用黃銅鎬，破壞效率符文礦石獲得#L#cfa7a0f效率符文石#n@1,收集#cfa7a0f效率符文礦石
1329,屠龍君主,召喚並打敗熔岩黑龍@1,打敗#cfa7a0f熔岩黑龍
1330,屠龍英雄,召喚並打敗混亂黑龍@1,打敗#cfa7a0f混亂黑龍
1331,遠古石矛,用石料和樹枝製作#L#cfa7a0f石矛#n@1,製作#cfa7a0f石矛
1332,工匠大師,手持創造晶體將工匠台升級到#L#cfa7a0f完整工匠台#n@1,升級#cfa7a0f完整工匠台
1333,建築能手,用木料製作木板，再把木板放置到地上@1,製作並放置#cfa7a0f木板
1334,彈弓手,用軟皮革、樹枝、絲線製作#L#cfa7a0f彈弓#n@1,製作#cfa7a0f彈弓
1335,雨林探險！,找到雨林，採集發光的雨林喬木獲得#L#cfa7a0f雨林之芯碎片#n@1,獲取#cfa7a0f雨林之芯碎片
1336,雨林之眼,使用黃銅錠、雨林之芯碎片合成#L#cfa7a0f雨林之眼#n@1,製作#cfa7a0f雨林之眼
1337,羽蛇神,打敗神廟中的羽蛇神@1#r（對殘缺的神像使用雨林之眼召喚雨林神廟，羽蛇神就在神廟深處）,打敗#cfa7a0f羽蛇神
1338,神聖的種子,在神廟中打敗羽蛇神獲得#L#cfa7a0f神聖樹種子#n@1,獲取#cfa7a0f神聖樹種子
1339,復活之石,在工匠台用岩石製作，再放置#L#cfa7a0f石質雕像#n@1,放置#cfa7a0f石質雕像
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,玉米種子,用玉米加工一個#L#cfa7a0f玉米種子#n@1,製作#cfa7a0f玉米種子
