ID,名称,描述,说明
3050042,使玩家傷害區域內的目標,使%1對%2內的所有目標造成%3點%4傷害,"1.對所有人造成傷害（包括自己），可以獲取到傷害來源爲玩家，會顯示傷害飄字
2.近戰傷害、遠程傷害、爆炸傷害會默認加5點傷害值，會根據防禦力計算最終的傷害值
3. 會觸發對應的事件（例如玩家造成傷害、玩家、生物受到傷害等），但不會觸發玩家攻擊、攻擊命中等事件"
3050043,設置玩家名字,設置%1的名字爲%2,
3050044,設置玩家移動方式,設置%1的移動方式爲%2,角色落地後會取消飛行狀態，需要再次觸發該動作
3050045,玩家退出觀戰模式,使%1退出觀戰模式,
3050046,設置玩家免疫傷害類型,設置%1免疫%2,
3050047,移除玩家免疫傷害類型,移除%1免疫%2,
3050048,抖動玩家攝像機,抖動%1攝像機%2秒，強度爲%3,
3050049,停止玩家攝像機抖動,停止%1攝像機抖動,
3050050,設置玩家道具,設置%1%2的道具爲%3，數量爲%4,
3050051,移除玩家道具,移除%1%2的%3個道具,
3050052,發送房間內好友申請,使%1向房間內的%2發送好友申請,
3050053,清空玩家道具庫,清空%1的所有%2,
3050054,移動玩家道具,移動%1身上%2個%3到%4,
3050055,交換玩家道具,交換%1身上%2到%3,
3050056,移除玩家身上所有狀態效果,清除%1身上所有狀態效果,
3050057,移除玩家身上所有負面狀態效果,清除%1身上所有負面狀態效果,
3050058,改變玩家面向角度,改變%1面向角度爲%2,
3050059,對玩家打開世界中的箱子,對%1打開%2的箱子（有效範圍約60個方塊）,
3050060,對玩家打開工匠臺,對%1打開工匠臺,
3050061,對玩家打開排行榜,對%1顯示%2,
3050062,對玩家隱藏排行榜,對%1隱藏排行榜,
3050063,玩家手機震動,設置%1手機震動時長%2毫秒，強度%3,
3050064,設置玩家濾鏡的顏色,設置%1的濾鏡顏色爲%2,
3050065,設置玩家濾鏡的參數,設置%1的濾鏡%2爲%3,
3050066,傳送玩家到指定地圖,將%1傳送到地圖ID爲%2的地圖,每個玩家每30秒只能觸發一次
3050067,傳送玩家到指定房間,將%1傳送到房間ID爲%2的地圖,每個玩家每30秒只能觸發一次
3050068,傳送玩家組到其他房間,將%1傳送到當前地圖的其他房間,
3050069,使攝像機移動,使%1%2%3，動畫%4，時長%5秒,
3050070,使攝像機旋轉,使%1%2%3，動畫%4，時長%5秒,
3050071,設置攝像機權限,設置%1的攝像機%2爲%3,
3050072,設置攝像機轉動模式,設置%1的攝像機轉動模式爲%2,
3050073,將攝像機掛載到對象,將%1的攝像機掛載到%2上,
3050074,將攝像機掛載到位置,將%1的攝像機掛載到%2上,
3050075,還原攝像機屬性,還原%1的攝像機屬性,
3050076,設置玩家濾鏡的色彩風格,設置%1濾鏡的色彩風格為%2,
3050077,設置玩家的濾鏡模板,設置%1濾鏡模板爲%2,
3050078,傳送玩家到指定類型房間,將%1傳送到類型爲%2的房間,"1.每個玩家每30秒只能觸發一次
2.若當前沒有能進入的房間，則會新建房間"
3050080,傳送玩家到指定地圖且指定類型房間,將%1傳送到地圖ID爲%2類型爲%3的房間,"1.每個玩家每30秒只能觸發一次
2.若當前沒有能進入的房間，則會新建房間"
3050081,對玩家顯示好友邀請彈窗,對%1顯示好友邀請彈窗,
3060001,添加玩家進玩家組,將%1添加進%2,
3060002,從玩家組中移除玩家,將%1從%2中移除,
3060003,清空玩家組,清空%1,
3060004,對玩家組執行觸發器,對%1內的每一個玩家執行%2，並檢查觸發器條件爲%3,
3060005,對玩家組顯示聊天框信息,對%1內每一個玩家顯示聊天框信息%2,
3060006,對玩家組顯示飄窗文字,對%1內每一個玩家顯示飄窗文字%2,
3070001,創建生物,在%1創建%2個%3，陣營屬於%4,
3070003,擊敗生物,擊敗%1,
3070004,刪除生物,刪除%1,
3070005,擊敗生物類型,擊敗%1,
3070006,刪除生物類型,刪除%1,
3070007,設置生物屬性,設置%1的%2屬性爲%3,
3070008,設置生物傷害類型,設置%1的傷害類型爲%2,
3070009,設置生物免疫傷害類型,設置%1免疫%2,
3070010,設置生物權限,設置%1的%2爲 %3,
3070011,使生物播放動畫表情,使%1播放%2,動畫表情參數輸入值範圍1-20 人物動作1-10 通用動作11-20
3070012,給予生物狀態效果,給予%1%2效果,
3070013,生物移除狀態效果,移除%1的%2效果,
3070014,設置生物面向角度,設置%1朝向爲%2度,
3070015,設置生物位置,傳送%1至%2,
3070016,生物自動尋路,使%1嘗試自動尋路到%2,該事件有距離限制，超過一定（約32個方塊）範圍會導致無法觸發
3070017,使生物移動,使%1朝%2移動，速度爲%3,
3070018,設置生物外觀,設置%1的外觀爲%2,
3070019,恢復生物外觀,恢復%1的爲初始外觀,
3070022,使生物對玩家造成傷害,使%1對%2造成%3點%4傷害,"1.可以獲取到傷害來源爲生物，會顯示傷害飄字
2.會根據防禦力計算最終的傷害值
3. 會觸發對應的事件（例如生物造成傷害、生物受到傷害等），但不會觸發生物攻擊、攻擊命中等事件"
3070023,使生物對生物造成傷害,使%1對%2造成%3點%4傷害,"1.可以獲取到傷害來源爲生物，會顯示傷害飄字
2.會根據防禦力計算最終的傷害值
3. 會觸發對應的事件（例如生物造成傷害、生物受到傷害等），但不會觸發生物攻擊、攻擊命中等事件"
3070024,使生物傷害區域內的目標,使%1對%2內的目標造成%3點%4傷害,"1.對所有人造成傷害（包括自己），可以獲取到傷害來源爲生物，會顯示傷害飄字
2.會根據防禦力計算最終的傷害值
3. 會觸發對應的事件（例如生物造成傷害、生物受到傷害等），但不會觸發生物攻擊、攻擊命中等事件"
3070025,替換生物,替換%1爲%2，按百分比保留生命值爲%3,"1.替換後保留生物的圖文信息
2.替換後生物隊伍不變
3.生物變量也會改變，例如：替換前變量存了A生物，替換成B生物後，變量存的值從A生物變爲B生物（隻影響生物變量，不影響生物類型變量）"
3070026,設置生物隊伍,設置%1的隊伍爲%2,
3070027,移除生物免疫傷害類型,移除%1免疫%2,
3070028,移除生物身上所有狀態效果,移除%1身上所有狀態效果,
3070029,移除生物身上所有負面狀態效果,移除%1身上所有負面狀態效果,
3080001,添加生物進生物組,添加%1進入指定%2,
3080002,從生物組中移除生物,將%1移除出%2,
3080003,清空生物組,清空%1,
3080004,對生物組執行觸發器,對%1內的每一個生物執行%2，檢查觸發器條件%3,
3100001,創建道具至儲物箱,創建%1%2個至指定%3儲存箱,
3100002,刪除儲物箱中的道具,刪除指定%1儲存箱中的%2個%3,
3100003,清空儲物箱的道具,清空指定%1儲存箱中的所有道具,
3100004,創建投擲物,在指定%1創建%2，向%3發射,
3100005,創建玩家的投擲物,在指定%1創建屬於%2的%3，向%4發射,
3100006,刪除投擲物,刪除%1,
3100007,創建掉落物,在指定%1創建%2個%3的掉落物,
3100008,刪除掉落物,刪除%1,
3100009,修改道具冷卻時間,修改%1的%2的冷卻時間爲%3秒,
310001,元件動效,%1 單次時長%2 秒，播放次數 %3,
3100010,道具進入冷卻時間,使%1的%2進入冷卻,
3100011,創建生物的投擲物,在指定%1創建屬於%2的%3，向%4發射,
3100012,使玩家發射投擲物,使%1朝%2發射%3,
3100013,使生物發射投擲物,使%1朝%2發射%3,
3100014,改變道具外觀,改變%1的外觀爲%2,
3100015,改變投擲物外觀,改變%1的外觀爲%2,
3100016,道具播放動作,"使%1手持的道具播放%2,播放模式%3",
3100017,投擲物播放動作,"使%1播放%2,播放模式%3",
3100018,掉落物播放動作,"使%1播放%2,播放模式%3",
310002,文本動效,%1 時長%2 秒,
310003,平滑位移,%1秒內 移動到X%2 Y%3,
310004,平滑增加座標,%1秒內 將%2座標%3 %4,
310005,平滑縮放,%1秒內 縮放至寬%2 高%3,
310006,平滑增加寬高,%1秒內 將%2大小%3 %4,
310007,平滑旋轉,%1秒內 旋轉至%2度,
310008,平滑增加角度,%1秒內 將角度%2 %3 度,
3110001,運行倒計時器,啓動%1，倒數%2秒，重複計時%3,
3110002,運行正向計時器,啓動%1,
3110003,暫停計時器,暫停%1,
3110004,恢復計時器,恢復%1,
3110005,停止計時器,停止%1,
3110006,等待時間,等待%1秒後，繼續執行下一條動作,
3110007,設置計時器計時,設置%1爲%2秒,
3110009,顯示計時器窗口,對%1顯示%2窗口，標題%3,
3110010,隱藏計時器窗口,對%1隱藏%2窗口,
3120001,設置位置,設置%1爲%2,
3120002,設置區域,設置%1爲%2,
3120003,設置數值,設置%1爲%2,
3120004,設置布爾值,設置%1爲%2,
3120005,設置玩家,設置%1爲%2,
3120006,設置方塊類型,設置%1爲%2,
3120007,設置道具類型,設置%1爲%2,
3120008,設置生物,設置%1爲%2,
3120009,設置生物類型,設置%1爲%2,
3120010,設置字符串,設置%1爲%2,
3120011,設置特效類型,設置%1爲%2,
3130001,在位置上播放特效,在%1上播放%2，大小%3,
3130002,在玩家身上播放特效,在%1上播放%2，大小%3,
3130003,在生物身上播放特效,在%1上播放%2，大小%3,
3130004,在投擲物上播放特效,在%1上播放%2，大小%3,
3130005,刪除位置上的特效,刪除%1上的%2,
3130006,刪除玩家身上的特效,刪除%1身上的%2,
3130007,刪除生物身上的特效,刪除%1身上的%2,
3130008,刪除投擲物上的特效,刪除%1上的%2,
3130009,設置位置特效大小,設置%1上的%2大小爲%3,
3130010,設置玩家特效大小,設置%1上的%2大小爲%3,
3130011,設置生物特效大小,設置%1上的%2大小爲%3,
3130012,設置投擲物特效大小,設置%1上的%2大小爲%3,
3130013,在掉落物上播放特效,在%1上播放%2，大小%3,
3130014,刪除掉落物上的特效,刪除%1上的%2,
3130015,對玩家手持道具播放特效,對%1手持道具播放%2，大小爲%3,
3130016,刪除玩家手持道具上的特效,刪除%1手持道具的%2,
3130017,對玩家道具類型播放特效,對%1持有的所有%2播放%3，大小爲%4,
3130018,刪除玩家快捷欄道具上的特效,刪除%1快捷欄的所有%2的%3,
3140012,使玩家播放音效,使%1播放場景%2，音量%3，音調%4，循環播放%5,
3140013,使生物播放音效,使%1播放場景%2，音量%3，音調%4，循環播放%5,
3140014,在位置上播放音效,在%1播放場景%2，音量%3，音調%4，循環播放%5,
3140015,關閉玩家音效,關閉%1身上正在播放的%2,
3140016,關閉生物音效,關閉%1身上正在播放的%2,
3140017,關閉位置音效,關閉%1上正在播放的%2,
3140018,對玩家組播放界面音效,對%1播放界面%2，音量%3，音調%4，循環播放%5,
3140019,對玩家播放界面音效,對%1播放界面%2，音量%3，音調%4，循環播放%5,
3140020,關閉玩家組界面音效,關閉%1正在播放的界面%2,
3140021,關閉玩家界面音效,關閉%1正在播放的界面%2,
3140022,對玩家播放界面音樂,對%1播放界面%2，音量%3，循環播放%4,該事件播放的聲音受到玩家設置的“音效”開關控制，關閉“音效”後聲音無法聽到
3140023,暫停/恢復玩家界面音樂,%1%2正在播放的界面音樂,
3150001,執行腳本,執行腳本%1,
3160001,播放廣告(老),對%1播放廣告，廣告位名字%2，並且運行%3(老),
3160002,打開開發者商店（老）,使%1打開開發者商店(僅按下按鈕和鬆開按鈕可觸發),
3160003,顯示商品購買窗口,對%1顯示%2的購買窗口，推薦語%3,
3160004,播放視頻,對%1打開%2並自動播放視頻,
3160005,播放廣告,對%1播放廣告，廣告位名字%2，並且運行%3(僅按下按鈕和鬆開按鈕可觸發),
3160006,打開開發者商店,對%1打開開發者商店,
3160007,打開開發者商店指定頁面,對%1打開開發者商店%2，商店名爲%3,
3160008,打開商品詳情頁,對%1打開%2詳情頁（僅按下按鈕和鬆開按鈕可觸發）,
3160009,打開皮膚商品詳情頁,對%1打開%2詳情頁（僅按下按鈕和鬆開按鈕可觸發）,
3160010,顯示皮膚購買窗口,對%1顯示%2的購買窗口，推薦語%3,
3160011,打開開發者商店皮膚頁面,對%1打開開發者商店皮膚頁面（僅按下按鈕和鬆開按鈕可觸發）,
3161001,設置課程目標狀態,設置任務序號%1的完成狀態爲%2,
3161002,顯示課程目標區,設置任務目標區爲%1,
3170001,在位置上創建圖文信息,在%1上創建%2,
3170002,在玩家身上創建圖文信息,在%1身上創建%2，向%3偏移距離%4,
3170003,在生物身上創建圖文信息,在%1身上創建%2，向%3偏移距離%4,
3170004,在投擲物上創建圖文信息,在%1上創建%2，向%3偏移%4,
3170005,刪除位置上的圖文信息類型,刪除%1上編號爲%2的%3,
3170006,刪除玩家身上的圖文信息類型,刪除%1身上編號爲%2的%3,
3170007,刪除生物身上的圖文信息類型,刪除%1身上編號爲%2的%3,
3170008,刪除投擲物上的圖文信息類型,刪除%1上編號爲%2的%3,
3170009,在位置上創建平面圖文信息,在%1上創建%2，向X軸偏移%3，Y軸偏移%4,
3170010,在玩家身上創建平面圖文信息,在%1身上創建%2，向X軸偏移%3，Y軸偏移%4,
3170011,在生物身上創建平面圖文信息,在%1身上創建%2，向X軸偏移%3，Y軸偏移%4,
3170012,在投擲物上創建平面圖文信息,在%1身上創建%2，向X軸偏移%3，Y軸偏移%4,
3180001,在任意組中添加任意值,在%1中添加%2,"1.添加位置：在末尾插入值
2. 使用該動作對位置組、區域組、生物組、玩家組、計時器組等變量類型添加值時，無法重複添加相同值
3. 數值組、字符串組、布爾值組、方塊類型組、道具類型組、生物類型組、特效類型組等變量類型可以重複添加相同值"
3180002,在任意組中將指定編號的值設爲空值,在%1中將編號%2的值設爲空值,設爲空值後還會佔用位置，例如a = {1，2，3}，將1設爲空值，則a = {nil，2，3}
3180003,在任意組中將任意值設爲空值,在%1中將%2設爲空值,"內容匹配清除，會將所有相同的值設爲空值，例如a = {1,1,2,3} 將1設爲空值，則a = {nil，nil，2,3}"
3180004,清空任意組,清空%1,刪除組所有的值
3180005,在任意組插入任意值,在%1的第%2位插入%3,向前插入，會影響排序。例如a = {1、2、3、4} 往第二位插入5，則a = {1、5、2、3、4}
3180006,在任意組刪除指定編號的值,刪除%1中編號%2的值,刪除值會影響排序，後面的值往前進位，例如a = {1、2、3、4}，刪除2後，a ={1、3、4}
3180007,在任意組刪除任意值,在%1刪除%2,"內容匹配清除，例如a = {1,1,2,3} 刪除1則刪除所有1，則a = {2,3}"
3180008,清空任意組的空值,清空%1的空值,清空空值後自動進位，例如a = {1、nil、2、nil、nil、3}，清空後變爲 a ={1、2、3}
3180009,在任意組中添加一組值,在%1中添加%2所有的值,在a組的末尾按b組原順序添加b組的所有值，包括空值。例如a = {1，2，3}， b = {4，5，6} 添加b到a，則 a = {1，2，3，4，5，6}
3180010,在任意組中將一組值設爲空值,在%1中，將與%2重複的值設爲空值,"1.去重，將A組和B組重複的值設爲空值，重複的空值不刪除
2. 若有多個重複值，則優先將排在前面的值設爲空值，例如a = {1，1，1，2，3} b = {1，1，2}，變爲a = {nil，nil，1，nil，3}，優先ix = 1和ix = 2的1"
3180011,在任意組中刪除一組值,在%1中，刪除與%2重複的值,"1. 去重，刪除A組和B組重複的值，重複的空值會被刪除
2. 若有多個重複值，則優先刪除排在前面的值，例如a = {1，1，1，2，3} b = {1，1，2}，刪除後變爲a = {1，3}，優先刪除ix = 1和ix = 2的1"
3180012,在任意組插入一組值,在%1的第%2位插入%3所有的值,"1. 向前插入，影響排序。例如a = {1，2，3，4} 往第二位插入b = {5，6，7}，則a = {1，5，6，7，2，3，4}
2. 若插入的位置沒有值，和賦值相同。例如a = {1，2，3}，往第四位插入b = {4，5，6} ，則a = {1，2，3，4，5，6}"
3180013,設置任意組中指定編號的值,設置%1中編號%2的值爲%3,賦值操作，和現有的賦值邏輯相同
3180014,替換任意組中的任意值,替換%1中的所有%2爲%3,替換所有匹配內容，例如a = {1，1，1，2，3}，替換1爲5，則a = {5，5，5，2，3}
3180015,對任意組的值排序,對%1的值%2排列,"1.根據數字大小排序
2. 字符串組按照字符串長度排序，相同長度根據原順序"
3190001,隱藏元件,使%1設置%2的%3的展示屬性爲隱藏,
3190002,設置文本內容,使%1設置%2的%3的文本爲%4,
3190003,設置圖案\按鈕內容,使%1設置%2的%3的圖案爲%4,
3190004,設置圖案\按鈕的大小,使%1設置%2的%3的寬爲%4，高爲%5,
3190005,設置文本字體大小,使%1設置%2的%3的字體爲%4,
3190006,設置元件顏色,使%1設置%2的%3的顏色爲%4,
3190007,顯示元件,使%1設置%2的%3的展示屬性爲顯示,
3190008,旋轉元件,使%1設置%2的%3按照順時針旋轉%4,
3190009,打開界面,使%1打開%2,
3190010,關閉界面,使%1關閉%2,
3190011,設置元件透明度,使%1設置%2的%3的透明度爲%4,
3190012,切換頁面狀態,使%1的%2切換爲%3,
3190013,設置元件位置,使%1設置%2的%3的座標爲X%4 Y%5,
3190014,切換頁面狀態(智能動畫),使%1的%2切換爲%3 動畫 %4 時長%5 秒,
3190015,打開界面(動效),使%1打開%2動效 %3 時長%4秒,
3190016,關閉界面(動效),使%1關閉%2動效 %3 時長%4秒,
3190017,顯示元件(動效),使%1設置%2的%3顯示，動效 %4 時長%5秒,
3190018,隱藏元件(動效),使%1設置%2的%3隱藏，動效 %4 時長%5秒,
3190019,播放元件動效,使%1設置%2的%3播放動效 %4,
3190020,播放元件動效並等待,使%1設置%2的%3播放動效 %4 並等待,
3190021,設置文本內容(動效),使%1設置%2的%3的文本爲%4並播放動效 %5,
3190022,平滑移動元件至座標,使%1設置%2的%3平滑運動%4,
3190023,平滑增加元件座標,使%1設置%2的%3平滑運動%4,
3190024,平滑縮放元件至寬高,使%1設置%2的%3平滑運動%4,
3190025,平滑增加元件寬高,使%1設置%2的%3平滑運動%4,
3190026,平滑旋轉元件至角度,使%1設置%2的%3平滑運動%4,
3190027,平滑增加元件角度,使%1設置%2的%3平滑運動%4,
3190028,停止元件所有動效,使%1設置%2的%3停止播放所有動效,
3200001,設置玩家顯示板的圖片,設置該%1%2圖片爲%3,"1.同個顯示板可以對不同玩家顯示不同的內容
2.需要對所有玩家都執行一次該事件，才能讓所有玩家看到相同的內容"
3200002,設置玩家顯示板的視頻,設置該%1%2視頻鏈接爲%3,"1.同個顯示板可以對不同玩家顯示不同的內容
2.需要對所有玩家都執行一次該事件，才能讓所有玩家看到相同的內容"
3200003,設置玩家顯示板的界面,設置該%1%2顯示界面爲%3,"1.同個顯示板可以對不同玩家顯示不同的內容
2.需要對所有玩家都執行一次該事件，才能讓所有玩家看到相同的內容"
3200004,對玩家顯示顯示板,對%1顯示%2,顯示板可以對各個玩家存在不同的狀態，可以對A玩家顯示，B玩家隱藏
3200005,對玩家隱藏顯示板,對%1設置%2爲隱藏,顯示板可以對各個玩家存在不同的狀態，可以對A玩家顯示，B玩家隱藏
3200006,設置玩家顯示板視頻播放模式,設置該%1%2 的視頻播放模式爲%3,
3200007,設置玩家顯示板的網絡視頻,設置該%1%2顯示網絡視頻鏈接爲%3,
320001,攝像機座標值,%1的攝像機%2座標值,
320002,攝像機角度,%1的攝像機%2角度,
320003,攝像機視場角,%1的攝像機視場角(FOV),
3210001,在排行榜中設置玩家的數值,在%1中設置%2的值爲%3,"1. 以玩家的迷你號爲索引，在服務器排行榜設置玩家的數值
2. 將玩家數據存進服務器的排行榜，可以做出全圖排行榜
#3. 相同分數誰先進入排行榜誰在前面
4. 排行榜需要地圖上傳後，在雲服地圖纔可生效"
3210002,,,
3210003,在排行榜中刪除玩家的數值,在%1中刪除%2的數值,
3210004,在排行榜中刪除指定名稱的數值,在%1中刪除名稱爲%2的數值,
3210005,使排行榜中指定玩家的值自運算,使%1中%2的值加%3,多個房間對同一個值操作時可以使用該動作，不會導致值相互覆蓋
3210006,使排行榜中指定名稱的值自運算,使%1中名稱爲%2的值加%3,多個房間對同一個值操作時可以使用該動作，不會導致值相互覆蓋
3210007,獲取排行榜中指定排名的值,獲取%1中以%4方式，排在第%2的值，並執行 %3將獲取的值傳遞到事件,"1.排行榜只允許取正整數，升序爲從小到大，降序爲從大到小
2. 本事件的所有參數傳遞到執行的【事件】，例如【觸發事件玩家】、【事件中的目標玩家】、【觸發事件的生物】等等
3. 可以通過服務器/排行榜獲取的xx，拿到名稱、玩家、數值、排名四個值"
3210008,獲取排行榜中指定玩家的值,獲取%1中%2的值，並執行 %3將獲取的值傳遞到事件,"1. 本事件的所有參數傳遞到執行的【事件】，例如【觸發事件玩家】、【事件中的目標玩家】、【觸發事件的生物】等等
2. 可以通過服務器/排行榜獲取的xx，拿到名稱、玩家、數值、排名四個值"
3210009,獲取排行榜中指定名稱的值,獲取%1中名稱爲%2的值，並執行 %3將獲取的值傳遞到事件,"1. 本事件的所有參數傳遞到執行的【事件】，例如【觸發事件玩家】、【事件中的目標玩家】、【觸發事件的生物】等等
2. 可以通過服務器/排行榜獲取的xx，拿到名稱、玩家、數值、排名四個值"
3210010,在表中設置指定名稱的任意值,設置%1中名稱爲%2值爲%3,1. 使用英文的點.可以分割索引，對腳本使用有影響，只使用事件可無視這條
3210011,在表中刪除指定名稱的值,在%1中刪除名稱爲%2的值,
3210012,獲取表中指定名稱的值,獲取%1中名稱爲%2的值，並執行 %3將獲取的值傳遞到事件,
3210013,清空表,清空%1,刪除後無法恢復，謹慎使用
3210014,清空排行榜,清空%1,刪除後無法恢復，謹慎使用
3210015,上報玩家數據,上報%1數據，事件名爲%2,使用不同事件組合事件名，可以自定義上報玩家各種行爲數據，上報後可以在創作者中心後臺查看玩家的各項數據
3220001,對玩家顯示評價彈窗,對%1顯示評價彈窗,"①玩家遊玩一段時間後（當前爲進入地圖後3分鐘）纔可以觸發
②10分鐘只會彈一次，且玩家已評價過該地圖不會觸發
③重進地圖或轉換編輯地圖可重新彈出一次，方便測試"
3220002,對玩家顯示收藏彈窗,對%1顯示收藏彈窗,"①玩家遊玩一段時間後（當前爲進入地圖後3分鐘）纔可以觸發
②10分鐘只會彈一次，且玩家已評價過該地圖不會觸發
③重進地圖或轉換編輯地圖可重新彈出一次，方便測試"
3220003,對玩家顯示關注作者彈窗,對%1顯示%2彈窗,
40001,隊伍的屬性,%1的%2屬性,
40003,事件中的位置,事件中的位置,
40004,出生點,出生點,
40005,事件中的動畫表情,事件中的動畫表情,
40006,事件中的狀態效果,事件中的狀態效果,
40007,,,
40008,最後創建的特效類型,最後創建的特效類型,
40009,事件中的方塊類型,事件中的方塊類型,
40010,最後創建的方塊類型,最後創建的方塊類型,
40011,事件中的快捷欄,事件中的快捷欄,
40012,事件中的裝備欄,事件中的裝備欄,
40013,事件中的元件,事件中的元件,
40014,事件中的界面,事件中的界面,
40015,事件中的字符串,事件中的字符串,
40016,當前編輯的界面,當前編輯的界面,
40017,事件中的音樂,事件中的音樂,
40018,執行動作的對象,執行動作的對象,
40019,事件中的配方,事件中的配方,
40020,事件中的熔鍊,事件中的熔鍊,
40021,事件中的劇情,事件中的劇情,
40022,事件中的區域,事件中的區域,
40023,事件中的傷害值,事件中的傷害值,
5000001,重複執行,重複執行#n%1,
5000002,重複執行數次,重複執行%1次#n%1,
5000003,重複執行直到,重複執行直到%1#n%1,
5000004,退出循環,退出循環,
5000005,如果...就,如果%1，就#n%1,
5000006,如果...否則,如果%1，就#n%1#n否則#n%1,
5000007,保持等待直到,保持等待直到%1,
5000008,停止,停止%1,
50001,玩家的位置,%1的位置,
50002,玩家準星的位置,%1的準星位置,
50003,玩家的屬性,%1的%2屬性,
50004,玩家的道具數量,%1擁有的%2的數量,
50006,玩家面向的角度,%1面向的角度,
50007,玩家的名字,%1的名字,
50012,房主,房主,
50018,玩家的隊伍,%1的隊伍,
50019,玩家的私有變量（區域）,%1的%2（區域）,
50020,玩家的私有變量（位置）,%1的%2（位置）,
50021,玩家的私有變量（數值）,%1的%2（數值）,
50022,玩家的私有變量（字符串）,%1的%2（字符串）,
50023,玩家的私有變量（布爾值）,%1的%2（布爾值）,
50024,玩家的私有變量（玩家）,%1的%2（玩家）,
50025,玩家的私有變量（玩家組）,%1的%2（玩家組）,
50026,玩家的私有變量（方塊類型）,%1的%2（方塊類型）,
50027,玩家的私有變量（道具類型）,%1的%2（道具類型）,
50028,玩家的私有變量（生物）,%1的%2（生物）,
50029,玩家的私有變量（生物類型）,%1的%2（生物類型）,
50030,玩家的私有變量（生物組）,%1的%2（生物組）,
50031,玩家的私有變量（計時器）,%1的%2（計時器）,
50032,玩家的私有變量（特效類型）,%1的%2（特效類型）,
50033,玩家準心所指的方向,%1準心所指的方向,
50034,玩家手持的道具類型,%1手持的道具類型,
50035,玩家,玩家%1,
50036,玩家組,玩家組%1,
50037,玩家的外觀,%1的外觀,
50038,玩家組,玩家組%1,
50039,玩家的私有變量（位置組）,%1的%2（位置組）,
50040,玩家的私有變量（區域組）,%1的%2（區域組）,
50041,玩家的私有變量（數值組）,%1的%2（數值組）,
50042,玩家的私有變量（字符串組）,%1的%2（字符串組）,
50043,玩家的私有變量（布爾值組）,%1的%2（布爾值組）,
50044,玩家的私有變量（方塊類型組）,%1的%2（方塊類型組）,
50045,玩家的私有變量（道具類型組）,%1的%2（道具類型組）,
50046,玩家的私有變量（生物類型組）,%1的%2（生物類型組）,
50047,玩家的私有變量（計時器組）,%1的%2（計時器組）,
50048,玩家的私有變量（特效類型組）,%1的%2（特效類型組）,
50049,隨機外觀類型,隨機外觀類型,
50050,玩家的迷你號,%1的迷你號,
50051,獲取指定迷你號的玩家,獲取迷你號爲%1的玩家,
50052,玩家揹包能存放的道具剩餘總數量,獲取%1揹包和快捷欄剩餘能存放%2的總數量,
50053,玩家揹包道具類型,獲取%1的%2的道具類型,
50054,玩家揹包道具名稱,獲取%1的%2的道具名稱,
50055,獲取玩家道具數量,獲取%1%2的當前數量,
50056,獲取玩家身上狀態剩餘時間,獲取%1的%2的剩餘時間,
50099,真正的私有變量模板,真正的私有變量模板,
50119,變量模板（區域）,變量模板（區域）,
50120,變量模板（位置）,變量模板（位置）,
50121,變量模板（數值）,變量模板（數值）,
50122,,,
50123,變量模板（布爾值）,變量模板（布爾值）,
50124,變量模板（玩家）,變量模板（玩家）,
50125,變量模板（玩家組）,變量模板（玩家組）,
50126,變量模板（方塊類型）,變量模板（方塊類型）,
50127,變量模板（道具類型）,變量模板（道具類型）,
50128,變量模板（生物）,變量模板（生物）,
50129,變量模板（生物類型）,變量模板（生物類型）,
50130,變量模板（生物組）,變量模板（生物組）,
50131,變量模板（計時器）,變量模板（計時器）,
50132,變量模板（特效類型）,變量模板（特效類型）,
50139,變量模板（位置組）,變量模板（位置組）,
50140,變量模板（區域組）,變量模板（區域組）,
50141,變量模板（數值組）,變量模板（數值組）,
50142,變量模板（字符串組）,變量模板（字符串組）,
50143,變量模板（布爾值組）,變量模板（布爾值組）,
50144,變量模板（方塊類型組）,變量模板（方塊類型組）,
50145,變量模板（道具類型組）,變量模板（道具類型組）,
50146,變量模板（生物類型組）,變量模板（生物類型組）,
50147,變量模板（計時器組）,變量模板（計時器組）,
50148,變量模板（特效類型組）,變量模板（特效類型組）,
50149,變量模板（排行榜）,變量模板（排行榜）,
50150,變量模板（表）,變量模板（表）,
50151,變量模板（二維表）,%1的%2（二維表）,
60001,玩家組中的玩家數量,%1中玩家的數量,
60002,玩家組中的玩家的編號,%1中%2的編號,
60003,遊戲中玩家的數量,當前遊戲中玩家的數量,
60004,玩家組中指定編號的玩家,%1中編號爲%2的玩家,
60005,玩家組中的隨機玩家,%1中的隨機玩家,
60006,所有玩家,所有玩家,
60007,隊伍中的所有玩家,%1中的所有玩家,
60008,區域中的所有玩家,%1中的所有玩家,
60009,觸發事件的玩家,觸發事件的玩家,
60010,事件中的目標玩家,事件中的目標玩家,
60011,發射投擲物的玩家,發射投擲物的玩家,
60012,玩家的首次邀請人,%1的首次邀請人,
60013,玩家邀請的新玩家組,%1成功邀請的新玩家組,該接口最多獲取200個玩家。
60014,玩家邀請的所有玩家組,%1成功邀請的所有玩家組,該接口最多獲取200個玩家。
70001,生物的位置,%1的位置,
70002,生物的屬性,%1的%2屬性,
70004,獲取生物組中生物編號,%1中%2的編號,
70005,生物面向的角度,%1面向的角度,
70006,生物的類型名,%1的類型名,
70012,生物的隊伍,%1的隊伍,
70013,指定生物類型,%1的類型,
70014,隨機生物類型,隨機的生物類型,
70015,生物類型,生物類型%1,
