ID,描述
8627,Efek
8628,Pakai
8629,Target
8630,Jangkauan
8631,Terpakai
8650,Gerakkan blok
8651,#c0aaa1a%s#n dalam jangkauan #c0aaa1a%s#n
8652,Serang
8653,Membuat target dapat #c0aaa1a%d#n cedera
8654,Serang
8655,Serang makhluk atau item yang memiliki karakteristik fisikal
8656,Panggil makhluk
8657,Panggil #c0aaa1a%s#nx#c0aaa1a%d#n utk bertarung #c0aaa1a%d#n s
8658,TambahStatus
8659,"#c0aaa1a%d%%#n odds, berikan status target #c0aaa1a%s#n, berlangsung #c0aaa1a%d#n detik."
8660,Tembakkan proyektil
8661,Tembak target dgn #c0aaa1a%s#n
8662,Pulihkan
8663,Pulihkan target #c0aaa1a%s#nx#c0aaa1a%d#n
8664,Gerakkan blok (proyektil)
8665,Serang (proyektil)
8666,SerangTerbang (proyektil)
8667,Panggil makhluk (proyektil)
8668,Tambah status (proyektil)
8669,Obati (proyektil)
8999,@Null@
9001,Skin default
9002,"Aktivasi totem pertama akan hilang, auto ganti ke yg baru"
9003,Hot
9004,Klasik
9005,Area bebas polusi
9006,Mode klasik
9007,Mode kreasi
9008,Pengaturan
9009,Sisa @1 hari
9010,Memuat plugin
9011,Kata sandi dan pertanyaan dapat digunakan untuk login
9012,Kata sandi
9013,Masukkan kata sandi
9014,Masukkan kata kunci kembali
9015,Jawaban
9016,Pilih pertanyaan
9017,masukan nomor dan huruf
9018,Orang yang paling hebat
9019,Makanan favorit kamu
9020,Binatang favorit kamu
9021,Tempat yang ingin dikunjungi
9022,Hadiah pertama kamu
9023,Nomor keberuntungan kamu
9024,#LJawaban#n
9025,#LKata Sandi#n
9026,Jawaban
9027,Jawaban
9028,Orang yang paling hebat
9029,Makanan favorit kamu
9030,Binatang favorit kamu
9031,Tempat yang ingin dikunjungi
9032,Hadiah pertama kamu
9033,Nomor keberuntungan kamu
9034,Gagal mengatur. Harap mengatur panjang kata sandi 8-12 karakter. (Huruf atau angka)
9035,"Untuk keamanan akun Anda, harap mengatur panjang kata sandi 8-12 karakter."
9048,Web payment
9049,Silakan klik tab diatas untuk masuk ke halaman payment
9050,Top up tidak tersedia
9051,@Null@
9052,@Null@
9053,@Null@
9054,@Null@
9055,Centang utk auto load custom plugins
9056,Efek Skin:
9057,Daftar Jenis
9058,List karakter
9059,Mini Cloud
9060,Tanaman
9061,Alat
9062,Barang2
9063,Balok
9064,Totem tidak dapat ditempatkan di Flamas
9065,Buat room
9066,Setting
9067,Gagal buka
9068,Semua room
9069,Room pemain
9070,Room official
9071,Peta kreator
9072,Buat room
9073,Prev
9074,Next
9075,Ganti mode
9076,Boleh rusak/letak blok
9077,Tidak boleh rusak/letak
9078,Menonton
9079,Ucapan :
9080,Jenis room
9081,Pilihan peta
9082,Pengaturan room
9083,Ganti server
9084,Hot
9085,Tidak ada map
9086,WIFI
9087,Hotspot
9088,Buang Kotak
9089,Juri
9090,Gagal check. File peta rusak
9091,Gagal buka. File peta rusak.
9092,File map rusak. Tidak dapat memeriksa konten.
9093,Download gagal. File map tidak tersedia.
9094,Gagal download. Tidak dapat mencari file.
9095,"Buat duniamu sendiri, ekspresikan imajinasimu!"
9096,Pengaturan lahan
9097,Edit lahan
9098,Bentuk
9099,Tanaman
9100,Makhluk
9101,Batuan
9102,Tinggi
9103,Tinggi
9104,TinggiRata2
9105,TinggiMax
9106,Alas
9107,Isi
9108,Tebal
9109,PeluangKelahiran
9110,Nama
9111,Blok
9112,GunungEs
9113,Basin
9114,Bambu
9115,Peach
9116,Tepian
9117,Tanaman
9118,Bagunan
9119,Alat
9120,Pilih tanaman
9121,Kepadatan
9122,Pilih blok
9123,Tipis
9124,Normal
9125,Hewan
9126,HewanLangka
9127,HewanTerbang
9128,Monster
9129,Pilih hewan utk ditambah
9130,Preview hewan
9131,Jumlah max
9132,@Null@
9133,Batuan
9134,Ketinggian muncul batuan
9135,Tambah batuan
9136,Ganti blok
9137,@Null@
9138,Lahirkan
9139,Arsipmu sudah lama tidak di share. Share dulu gih!
9140,Skip&mulai
9141,Share
9142,Terbanyak @1
9143,Peluang muncul
9144,Jumlah batuan vena
9145,Kepadatan vena
9146,Properti vena
9147,Ocean Es
9148,Sungai Es
9149,PasirMerah
9150,PantaiPasirMerah
9151,Dune
9152,HutanTinggi
9153,HutanPinusTinggi
9154,DataranTinggi
9155,Sungai
9156,Pantai
9157,Gunung
9158,Langka
9159,Sedikit
9160,Normal
9161,Banyak
9162,Sgt banyak
9163,Anda telah mengatur Password; silakan gunakan untuk login waktu berikutnya; #r1. Simpan ke #cfa7a0f utk diperiksa jika kamu lupa password ；#r 2. Jangan beri tahu passwordmu ke orang lain. Jangan simpan di arsip publik ##cfa7a0f #n. #r#r Simpan akun dan password ke album #cfa7a0f?
9164,1. Simpan ke #cfa7a0f utk diperiksa jika kamu lupa password ；#r 2. Jangan beri tahu passwordmu ke orang lain. Jangan simpan di arsip publik ##cfa7a0f #n. #r#r Simpan akun dan password ke album #cfa7a0f?
9165,Data akun tersimpan di #cfa7a0f destop #n
9166,Data akun tersimpan di #cfa7a0f album #n
9167,Info akun dan sandi
9168,Mulai
9169,Cek peta
9170,Map belum diupload atau tidak dapat didownload
9171,Nanti
9172,Download
9173,Selesai download
9174,"Kami merekomendasikan kamu utk download resource pack yang disediakan @1. Abaikan pesan ini jika kamu tidak tertarik. #r(Kamu menggunakan paket data, mendownload akan memakan kuota. Buka ulang game ini jika kamu ingin mendownloadnya lain kali)"
9175,Custom Skin
9176,Yakin utk hapus?
9177,Simpan avatar DIY saat ini?
9178,Simpan
9179,Tambahkan ke list
9180,Beli semua
9181,Beli skin terlebih dahulu sebelum menyimpannya
9182,Pakai #c0aaa1a@1×@2#n utk beli #cfa7a0f@3#n. Silakan confirm. #r
9183,Yakin ingin menyimpan skin custom ini sebagai foto profil? Foto profil lama akan ditimpa. Harap backup terlebih dahulu.
9184,Yakin ingin menggunkan #c0aaa1a@1×@2#n untuk unlock slot ke  #cfa7a0f@3#n?#r
9185,Permanen
9186,Lebih banyak
9187,Simpan dan kembali
9188,Ukuran
9189,Kecil
9190,Normal
9191,Besar
9192,Simpan
9193,Jalan
9194,Lompat
9195,Siap-siap
9196,Santai
9197,Perempuan
9198,Laki-laki
9199,Anak
9200,Paman
9201,Kostum
9202,Warnai
9203,Laki-laki
9204,Perempuan
9205,Blm punya
9206,Dimiliki
9207,Harga↑
9208,Harga↓
9209,New
9210,Umum
9211,Simpan & balik ke toko?
9212,Tidak
9213,Simpan
9214,Ketentuan Penggunaan dan Kebijakan Privasi
9215,"Ketentuan Penggunaan dan Kebijakan Privasi
Kami telah memperbarui #LKetentuan Penggunaan@@1#n dan #LKebijakan Privasi@@2#n:

Dengan memilih setuju di bawah ini, Anda mengakui dan setuju bahwa Anda telah membaca dan memahami Ketentuan Penggunaan dan Kebijakan Privasi Miniwan.

Jika Anda memiliki pertanyaan, komentar atau keluhan, silakan hubungi kami di miniwantech@gmail.com"
9216,Keluar
9217,Setuju
9218,UID telah dihapus
9219,Akun telah dihapus. Tidak dapat masuk.
9220,Kamu telah menyetujui Persyaratan Penggunaan dan Kebijakan Privasi
9221,Hapus Akun
9222,"1. Jika Anda ingin menghapus akun Anda (Peringatan: Semua informasi, item, mini koin dan peta akan dihapus secara permanen), silakan kirim email ke: MiniworldCustomerService@gmail.com #cef2d2d Anda harus menawarkan informasi pribadi Anda seperti rekening dan password, sejarah toko (Jika memiliki). #n
2. kebutuhan Anda akan diproses dalam waktu 14 hari kerja. Silakan periksa kotak surat Anda untuk mendapatkan hasil yang spesifik."
9223,@Null@
9224,UID telah dihapus
9225,Privacy Policy
9226,#L#cfa7a0fPrivacy Policy
9227,Akunmu telah terhapus
9228,Keluar
9229,@1×@2#n buka kunci
9230,Ukuran
9231,Tindakan
9232,Nama
9233,Tulis nama
9234,Pilih
9235,Kepala
9236,Wajah
9237,Aksesoris
9238,Baju
9239,Celana
9240,Sepatu
9241,dekorasi belakang
9242,Efek
9243,Tempel
9244,List
9245,Jenis
9246,Skin DIY
9247,#c0aafff sisa @1 hari @2 jam @3 menit utk coba
9248,#cda6fff pembelian terbatas : sisa @1 hari @jam @3 menit #n
9249,Daftar pembelian: #r@1#n
9250,Kustom
9251,DIY skin telah tersimpan
9252,Kapasitas +1
9253,Mencoba
9254,#cfa7a0f@1#n #c0aaa1a@2x@3#n#r
9255,Edit
9256,Dapat : @1skin
9257,Buka
9258,Downloading
9259,Gagal simpan. Dress-up dulu gih!
9260,Klik buat skin utk masuk mode edit
9261,Gagal memuat data. Silakan coba lagi.
9262,Sedang memuat. Harap tunggu.
9263,Sedang memuat data
9264,Badan
9265,Cat
9266,Warna
9267,Tingkat kenyang
9268,Terang
9269,Warna
9270,Silakan pakai sebagian sebelum mencoba
9271,Belum dibeli
9272,"Daftar barang idaman penuh, silakan hapus beberapa"
9273,Kostum impianmu semua tersimpan disini
9274,List idaman
9275,List idaman
9276,Nama
9277,Gabungan
9278,Tangan
9279,Jejak Kaki
9280,List idaman kosong
9281,Barang ini sudah ada di dalam list
9282,Berhasil ditambahkan ke list idaman
9283,Coba
9284,DIY skin telah dipakai
9285,Hot
9286,Pembelian gagal
9287,Pembelian gagal. Silakan periksa kembali jaringan internetmu
9288,Kamu sudah mempunyai skin ini. Silakan buka halaman ini kembali
9289,Yakin ingin menyimpan skin custom ini sebagai foto profil? Foto profil lama akan ditimpa. Harap backup terlebih dahulu.
9290,Gagal simpan. Periksa kembali jaringan internetmu
9291,Letakan bahan terlebih dahulu
9292,Hapus produk terlebih dahulu
9293,Depan
9294,Belakang
9295,Kiri
9296,Kanan
9297,Atas
9298,Bawah
9299,Meja Kerja Blueprint
9300,Pilih bahan
9301,Nama blueprint
9302,"Cara memakai Blueprint #r#r
Klik blueprint dan letakkan ke tanah. Setelah memastikan luas bangunan, hubungkan dengan energi utk memulai pembangunan.  Semakin kuat energinya, semakin cepat ia akan membangun #r#r
Arah bangunan #r#r#r
Arah bangunan ditentukan oleh posisimu. Gunakan kunci inggris untuk menyesuaikannya ke posisi cermin."
9303,Item yg diperlukan
9304,Info blueprint
9305,Simpan semua
9306,Zona duplikasi
9307,(Meninjau)
9308,Nama panggilan kulit sedang ditinjau!
9309,Pemain yang bermain di ruang @1 dengan Anda menyukai Anda
9310,Hapus
9311,Blokir
9312,Ikuti
9313,Terblokir
9314,Batal blokir
9315,Komunitas
9316,Menggali di Mini World dengan mode offline
9317,"Yakin ingin tandai semua pesan sebagai ""telah dibaca""?"
9318,Sdg bermain Multipemain di @1 (@2)
9319,"Temanmu sedang bermain di mode offline, kamu tidak bisa melacaknya"
9320,Harap tunggu @1 detik lalu coba segarkan lagi
9321,Pernah mabar di room multiplayer #cfa7a0f@1#n
9322,Daftar teman mabar kosong
9323,Yakin utk blokir pemain ini?
9324,List penuh
9325,Blacklist
9326,Baru Saja
9327,Share peta ini ke galeri terlebih dahulu
9328,Permintaan Pertemanan
9329,Blacklist kosong
9330,Izin Follow
9331,Follow tidak diijinkan
9332,Lainnya
9333,Undang kembali setelah @1 detik
9334,Sekitar
9335,Undang temanmu
9336,Berimajinasi tanpa batas dengan Mini World
9337,Temanmu @1 (@2) mengundangmu utk bermain bersama di Mini World
9338,Post di Status
9339,Arsip @1 diperbaharui
9340,Kalahkan Boss @1 kali dalam Mode Bertahan Hidup
9341,Temukan harta karun @1 kali dalam mode Bertahan Hidup
9342,Telah bertahan @1 hari di mode ekstrim
9343,Serang Monster Boss di mode ekstrim @1 kali
9344,Dapat hadiah dari event @1 kali
9345,Membuat map yang hot atau difitur @1 kali
9346,Level kritik capai lv @1
9347,Jumlah teman capai @1
9348,Jumlah fans capai @1
9349,Dapat @1 like utk status
9350,Siram bunga @1 x
9351,Basmi cacing @1 kali
9352,Unlock brg koleksi capai @1 kali
9353,@1 buah telah dipanen
9354,Lv buah di kebun mencapai lv @1
9355,"Jumlah karakter asli (Chief, Chief's Wife, Kaka, Nini, Bearly, Tom, Laura, Cindy, Peter, Stephen) yang Anda miliki telah mencapai @1."
9356,Lv talent karakter capai lv @1
9357,Unlock @1 skin permanen
9358,Unlock @1 tunggangan
9359,Unlock @1 skin diy permanen
9360,Mengisi data diri dengan lengkap dan benar
9361,Login terus-menerus @1 hari
9362,Serang Boss
9363,Dapat harta karun
9364,Master of Survival
9365,Serang Boss dgn teknik rahasia
9366,Hadiah misterius
9367,Paling fashionable
9368,Master Kritik
9369,Sobat gembira
9370,Superstar
9371,Jumlah like
9372,Kebun kesayangan
9373,Bug Buster
9374,Encyclopedia/Curator
9375,Panen besar-besaran
9376,Berkembang
9377,Berkumpul
9378,Si kuat
9379,Transformasi
9380,Master of taming
9381,Lemari Mewah
9382,Siapa aku?
9383,Login Harian
9384,Pembela Penipuan
9385,Selesaikan Mini Class pada pelajaran anti-penipuan
9386,Bintang Kreativitas
9387,Bintang Video
9388,Bintang Komunitas
9389,Bintang Tahun Ini
9390,Bersemangat
9391,Pencipta Populer Dunia Mini Tahun Ini
9392,Pembuat Video Populer Dunia Mini Tahun Ini
9393,Bintang Komunitas Populer Dunia Mini Tahun Ini
9394,Nominasi Seleksi Tahunan Mini World
9395,Kulit senjata @1 tidak terkunci
9396,Bintang Spesial
9397,Aktifkan Silver Pass apa pun
9398,Warna kulit
9399,Kontestan Aotu
9400,Level Mini World Aotu Contest mencapai @1
9500,Milikku
9501,Fav./Riwayat
9502,Mini Cloud
9503,Sewa cloud
9504,Harap memilih map
9505,Pengaturan
9506,Pengelolaan pemain
9507,Pengelolaan backup
9508,Status Cloud
9509,Reset Cloud
9510,Upgrade
9511,ID Cloud
9512,Riwayat masuk
9513,Dasar
9514,Lanjutan
9515,Plus
9516,Premium
9517,Kapasitas: 6 orang#rCocok untuk map mode normal dan dev.
9518,Kapasitas: 10 orang#rCocok untuk map mode normal dan dev.
9519,Kapasitas: 20 orang#rCocok untuk map mode normal dan dev.
9520,Kapasitas: 30 orang#rCocok untuk map mode normal dan dev.
9521,#L[Privasi & Persyaratan Mini Cloud]#n
9522,Sewa Mini Cloud
9523,Pembaruan otomatis
9524,[Mini Cloud] akan secara otomatis memakai Mini Coin untuk memperpanjang biaya sewa bulan depan pada 1 hari sebelum tanggal expired.
9525,Durasi
9526,@1 hari
9527,Fungsi pembelian belum tersedia
9528,Kamu telah diblacklist. Tidak dapat masuk cloud ini.
9529,Kamu tidak dapat masuk cloud. Harap menghubungi pemilik untuk otorisasi.
9530,Total:
9531,Beli
9532,Non-Renew
9533,Upgrade: #cda5b0a@1#n (Sisa @2 hari)
9534,Perpanjangan: #cda5b0a@1#n (Sisa setelah perpanjangan  @2 hari)
9535,#c0aaa0f @1×@2 #n
9536,Harap membaca dan menyetujui [Privasi & Persyaratan Mini Cloud]
9537,Buat Mini Cloud
9538,Hanya tersedia untuk teman
9539,Hanya tersedia untuk whitelist
9540,Berhasil membeli Mini Cloud. Pilih map untuk membuat cloud.
9541,Upgrade Mini Cloud akan menutup cloud untuk sementara. Cloud akan kembali dibuka setelah upgrade selesai.
9542,Menutup cloud akan kick semua pemain. #cef2d2d@1#n pemain sedang berada di dalam cloud.
9543,Tutup dan upgrade
9544,Tutup nanti
9545,Upgrade berhasil. Cloud telah kembali dibuka.
9546,Cloud tutup
9547,Maintenance cloud
9548,Berhasil membuat Mini Cloud. Yakin ingin membuka Mini Cloud sekarang? Buka untuk bermain di cloud.
9549,Pengaturan Cloud
9550,Status
9551,Whitelist
9552,Bermain di cloud
9553,Admin
9554,Atur sebagai whitelist
9555,Atur sebagai blacklist
9556,Atur sebagai admin (Super)
9557,Atur sebagai admin
9558,Pindahkan
9559,Tambahkan ke blacklist
9560,Impor data
9561,Pindahkan
9562,Tambahkan dari teman
9563,Admin (Super)
9564,Admin
9565,Hapus semua Admin
9566,Hapus semua Admin (Super)
9567,Cari UID
9568,Gagal ditambahkan. Limit @1 habis
9569,Batalkan akses
9570,Admin (Super) memiliki akses berikut:
9571,Admin (Super) memiliki akses berikut:
9572,#c0aaa1a sedang menggunakan
9573,Penyimpanan terpakai: #cfa7a0f@1#n/@2
9574,Beli penyimpanan
9575,#LStatus Cloud
9576,#LMaintenance
9577,Pemberitahuan Cloud
9578,Harap memilih data yang ingin diimport dari cloud berikut
9579,Beli Penyimpanan
9580,Harap memilih jenis penyimpanan
9581,Tambahkan
9582,Blacklist Pribadi
9583,Tempat penyimpanan backup penuh. Harap menghapus terlebih dahulu.
9584,Penyimpanan Mini Cloud tidak cukup. Harap menghapus atau membeli penyimpanan.
9585,"Setelah ditutup, #cfa7a0fcloud akan tidak berfungsi dan pemain tidak dapat masuk#n. Operasi yang dapat dilakukan selama cloud ditutup: Simpan backup, pengembalian backup, upgrade cloud, atau reset cloud."
9586,"Setelah klik [Maintenance], #cfa7a0fcloud akan tetep berfungsi tetapi tidak untuk umum.#n Semua pemain biasa akan dikick dari cloud. Hanya pemilik dan admin yang dapat masuk ke cloud. Pemain dapat masuk ketika diundang."
9587,Maintenance akan kick semua pemain kecuali admin. #cef2d2d@1 pemain ada di cloud.
9588,Ingatkan sekali
9589,Kirim
9590,Mini Cloud expired
9591,Mini Cloud expired. Harap perbarui.
9592,Harap menutup cloud sebelum operasi
9593,Cloud telah ditutup. Pemain tidak dapat masuk.
9594,Mini Cloud sedang maintenance. Pemain tidak dapat masuk.
9595,Buka Mini Cloud sekarang?
9596,Perbarui cloud
9597,Reset Mini Cloud. #cef2d2dHapus semua backup dan informasi pengaturan.#n Harap berhati-hati.
9598,"Kirimkan reduksi (irreversible) #cef2d2d Timpa saat save, #n harap berhati-hati."
9599,"Save di Server Mini ini adalah ilegal, silakan ulang server dan menggunakan lain menghemat untuk membangun."
9600,"pemain yang terhormat: #r kami akan mengurangi @3 Mini Koin di @1. @2 (MM/DD) untuk memperbarui Anda Mini Server (@4). Setelah dikurangi sukses, masa berlaku Mini Server akan diperpanjang 30 hari. Untuk membatalkan fungsi perpanjangan otomatis, silakan masuk ke halaman peningkatan pembaharuan Mini Server untuk membatalkannya.#r (Dari: Mini Kapten)"
9601,"pemain yang terhormat: Anda Mini Server (@1) telah berhasil diperbarui dan masa berlakunya telah diperpanjang untuk @2. @3 (MM/DD). Terima kasih atas dukungan Anda, dan menikmati dengan Mini Dunia.
  #r (Dari: Mini Kapten)"
9602,"pemain yang terhormat: #r saldo rekening Anda tidak cukup dan tidak dapat diperpanjang secara otomatis. Mini Server secara otomatis akan menutup ketika berakhir pada @1. @2 (MM/DD). Jika perlu, silakan memperbaharui Mini Server manual setelah Recharge. #r (Dari: Mini Kapten)"
9603,"pemain yang terhormat: #r penggunaan ruang penyimpanan Anda telah melebihi @1. Ketika penggunaan ruang mencapai 100%, permainan tidak akan bekerja dengan baik. #nYou dapat memilih untuk membeli ruang penyimpanan atau cadangan delete menghemat untuk mengurangi penggunaan ruang penyimpanan. #r (Dari: Mini Kapten)"
9604,"Halo Minivers: #rMini Cloud telah expired dan ditutup. Jika kamu ingin terus menggunakan Mini Cloud, silahkan perbaharui Mini Cloud. #r (Dari: Mini Kapten)"
9605,"Halo Minivers: #r Mini Cloud kamu akan expired pada @2. @3 (MM/DD), dan Mini Cloud akan ditutup setelah expired. #nJika kamu ingin terus menggunakan Mini Cloud, silahkan perbaharui Mini Cloud. #r (Dari: Mini Kapten)"
9606,Pemeliharaan
9607,Silakan membangun server sebelum beroperasi.
9608,kerusakan Blok
9609,tempat Blok
9610,Pick up Barang
9611,serangan Pemain
9612,Gunakan Barang
9613,izin pertandingan
9614,memperbaharui berhasil
9615,Server Backup
9616,Server penuh
9617,Masa berlaku Mini Server adalah lebih dari 180 hari
9618,"Kesalahan, silakan coba lagi."
9619,Pemain di Whitelist
9620,Pemain di Blacklist
9621,Pemain telah dihapus
9622,Limit jumlah Admin (Super) habis
9623,Limit jumlah Admin habis
9624,Data cloud error
9625,Pemain telah keluar dari cloud
9626,Cloud sedang menggunakan waktu. Waktu tersisa @1
9627,Pemain ini adalah Admin cloud. Akses admin akan dibatalkan setelah ditambahkan ke blacklist
9628,Upload map error. Harap reset cloud dan mencoba kembali.
9629,Backup error. Harap mencoba kembali.
9630,Reset room error. Harap menghubungi layanan pelanggan untuk bantuan.
9631,Kamu bukan pemilik cloud ini
9632,Limit jumlah cloud habis
9633,Gagal membeli atau upgrade cloud
9634,Informasi Cloud
9635,Daftar Cloud
9636,Pengaturan Cloud
9637,Kick
9638,Yakin ingin menghapus backup ini?
9639,Izin permainan kamu: @1 telah dibatalkan; silahkan bertanya pemilik atau admin (Super) cloud.
9640,Pemilik atau admin (Super) cloud telah membatalkan izin permainan kamu: @1
9641,Pemilik atau admin (Super) telah mengatur izin permainan kamu: @1
9642,Kamu telah menjadi @1 cloud ini
9643,Izin permainan: @1 (Off)
9644,Izin permainan: @1 (On)
9645,Sedang menggunakan penyimpanan
9646,Mini Cloud hanya tersedia untuk teman pemilik. Harap menambahkan pemilik server sebagai teman untuk bergabung.
9647,Mini Cloud @1
9648,Harap masukkan pemberitahuan
9649,Petunjuk Pengaturan Dasar
9650,"#cfa7a0fNama Cloud:#n
  Nama Mini Cloud akan ditampilkan di lobby Multiplayer.
#cfa7a0fPendahuluan:#n
  Pendahuluan Mini Cloud dapat dilihat Multiplayer lobby-keterangan.
 #cfa7a0fKata Sandi:#n
  Setelah pengaturan kata sandi, pemain harus memasukkan kata sandi untuk masuk ke cloud. Pemilik dan admin (Super) dapat masuk tanpa menggunakan kata sandi.
 #cfa7a0fIzin:#n
  Hanya Teman: Hanya teman pemilik cloud yang dapat masuk ke cloud.
  Hanya Whitelist: Hanya pemain yang terdaftar di Whitelist yang dapat masuk ke cloud.
  Catatan: Jika kedua [Hanya Teman] dan [Hnaya Whitelist] dipilih, maka teman dan pemain yang terdaftar di Whitelist dapat masuk ke cloud. Jika kedua pilihan tidak dipilih, maka semua pemain dapat masuk ke cloud.
 #cfa7a0fSimpan: #n
Harap menyimpan pengaturan yang kamu pilih."
9651,Petunjuk Pengaturan Pemain
9652,"#cfa7a0f Player: #n
Daftar pemain mencatat pemain yang telah memasuki server ini dan menampilkan waktu login terakhir pemain atau status login (Klik tombol untuk set Pengaturan)
#cfa7a0f Whitelist: #n
Hanya pemain dalam daftar putih bisa masuk server ini ketika Anda memilih [Whitelist Tersedia] di server manajemen-dasar pengaturan-perizinan.
Klik [Undang Teman] untuk membuka teman-daftar untuk menambah teman ke daftar putih. Copy data yang digunakan untuk menyinkronkan data daftar beberapa server nyaman. Satu-key kliring akan menghapus semua pemain dalam daftar.
#cfa7a0f Blacklist: #n
Pemain dalam daftar hitam tidak bisa masuk server ini.
Klik [Add Blacklist] untuk membuka daftar hitam pribadi pemilik server dan menambahkan pemain ke daftar hitam dari server.
#cfa7a0f Admin: #n
Pemilik server dapat mengatur pemain sebagai administrator (normal atau Super), dan administrator hanya dapat menggunakan hak akses mereka dalam server (untuk rincian, silahkan cek [Administrator super] [Administrator]).
#cfa7a0f Pencarian: #n
Masukkan UID dan klik pencarian. UID akan ditampilkan dalam daftar."
9653,Petunjuk Pengaturan Backup
9654,"#cfa7a0f Saat Simpan: #n
  Save di tempat pertama adalah saat save digunakan oleh server.
  Klik pengaturan untuk membuat cadangan save (Operasi backup harus ditutup server sebelum beroperasi).
#cfa7a0f Backup Menyimpan: #n
  Ada empat cadangan menghemat slot (Tidak termasuk saat save). Ketika Anda membangun server, peta upload otomatis akan cadangan. Slot tersisa perlu didukung secara manual oleh pemilik.
  Klik pengaturan untuk memulihkan, download, mengubah nama, dan menghapus.
Restore: Timpa cadangan untuk saat save (Operasi ini membutuhkan status server: dekat);
Unduh: Unduh cadangan untuk menyimpan lokal;
Ubah nama: Modify nama cadangan menghemat;
Hapus: menghapus backup ini dan menghapus dari daftar.
#cfa7a0f Ekspansi: #n
  Ruang penyimpanan setiap server terbatas. Ketika penggunaan ruang mencapai 100%, pemain tidak bisa bermain di server. pemilik server dapat memilih untuk membeli penyimpanan rencana ruang atau cadangan delete menghemat untuk mengurangi penggunaan ruang penyimpanan.
#cfa7a0f Unggah: #n
 Anda dapat memilih penyimpanan peta lokal dan mengunggahnya ke cadangan layanan Mini. Setelah unggahan berhasil, Anda dapat mengoperasikan cadangan."
9655,Petunjuk Pengaturan Status
9656,"#cfa7a0fStatus  Server: #n
  Mini Server memiliki dua Status: On /Off (Klik tombol switch untuk beralih negara).
  Pada: Server berjalan normal, dan pemain dapat bergabung (Tidak Termasuk Status pemeliharaan);
  Off: Server berhenti berjalan, dan semua pemain tidak bisa masuk. Ketika status Server tidak aktif, Anda dapat beroperasi pilihan berikut: Back up, Restore, upgrade Server, dan ulang Server.
#Status cf4b225 Pemeliharaan: #n
 Status pemeliharaan dapat mengatur kapan Server sedang berjalan saja.
  Yang normal: Server berjalan normal, dan pemain dapat bergabung sesuai dengan kondisi (Kondisi: Password di pengaturan dasar, teman-teman yang tersedia, whitelist tersedia, dan blacklist tidak tersedia);
  Pemeliharaan: The Server dalam pemeliharaan. pemain lain akan dipindahkan dari Server kecuali untuk pemilik server dan administrator. Pemilik dapat mengundang pemain lain untuk bergabung dengan pemeliharaan server.
#cfa7a0f Server Pemberitahuan: #n
  Pemilik server dan Administrator (Super) dapat mengirim tiga pemberitahuan per hari untuk setiap Server. Setelah yang Diterbitkan, semua pemain dalam Server akan diberitahu segera. (Pilih [Prompt hanya sekali] pengumuman hanya muncul sekali, dan Anda tidak akan menerima lagi ketika Anda memasukkan Server.) Atau pengumuman ini akan muncul setiap kali Anda memasukkan Server."
9657,#L Perizinan petunjuk #n
9658,"#cfa7a0f Peraturan Operasi Izin Game #n
Pemilik room dapat mengatur semua Izin Game (Individu) dan Izin Game (Semua).
Pemain lain hanya dapat melihat Izin Game (Invidu) dan Izin Game (Semua).

#cfa7a0f Izin Game (Individu) dan Izin Game (Semua) #n
Pemain dengan Izin Game (Individu) default (ditandai dengan tombol Izin Game berwarna biru) akan menggunakan Izin Game (Semua).
Pemain dengan Izin Game (Individu) yang diubah (ditandai dengan tombol Izin Game berwarna kuning) akan menggunakan Izin Game (Semua).

#cfa7a0f Cara Reset Izin Game (Individu) #n 
Pemilik room dapat merubah Izin Game (Individu) setiap pemain menjadi default dengan cara klik tombol reset yang ada di sebelah izin game pemain tersebut.. Warna tombol Izin Game akan berubah dari warna biru ke warna kuning dan pemain tersebut akan menggunakan Izin Game (Semua)."
9659,Kembalikan perizinan pemain berhasil. Semua izin ulang sebagai permainan Permissions (semua).
9660,Izin Permainan (Semua)
9661,"Ketika izin permainan pemain tidak berubah (tombol izin permainan pemain biru), pemain akan menggunakan hak akses permainan (Semua).
Ketika izin permainan pemain berubah (tombol izin permainan pemain berubah menjadi kuning), pemain akan menggunakan hak akses permainan individu dan tidak terpengaruh oleh izin pertandingan (Semua)."
9662,Merusak Blok (#c0aaa1aOn #n)
9663,Merusak Blok (#cef2d2dOff #n)
9664,Tempat Block (#c0aaa1aOn #n)
9665,Tempat Block (#cef2d2dOff #n)
9666,Ambil Barang (#c0aaa1aOn #n)
9667,Ambil Barang (#cef2d2dOff #n)
9668,Gunakan Barang (#c0aaa1aOn #n)
9669,Gunakan Barang (#cef2d2dOff #n)
9670,Serangan Player (#c0aaa1aOn #n)
9671,Serangan Player (#cef2d2dOff #n)
9672,Menyerang makhluk (#c0aaa1aOn #n)
9673,Menyerang makhluk (#cef2d2dOff #n)
9674,Menyerang makhluk
9675,Pengaturan telah diubah. Konfirmasi untuk menyimpan?
9676,#cfa7a0f 【@1】 @2 #n tendangan keluar @3 #cfa7a0f ruangan.
9677,Administrator telah melarang item.
9678,#cfa7a0fOwner #n ditutup server. Jaringan terputus.
9679,Server ditutup. Jaringan terputus.
9680,Memperbarui
9681,Total
9682,"Maaf, Server tidak bisa mendegradasi"
9683,Pilih jenis upgrade atau rencana pembaharuan
