ID,名字,描述,追踪
1278,果物の盛り合わせ,スイカ片、木のボウル、サクランボを使って#L#cfa7a0f果物盛り合わせ#nを作る@1,作る#cfa7a0f果物の盛り合わせ
1279,ロイヤルシェフ,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0f食品製造シリーズの成果
1280,強い敵から身を守る,木材と枝を使って#L#cfa7a0f軽い木製ドア#nを作る@1,作る#cfa7a0f軽い木製のドア
1281,窓際の星を数える,木材と枝を使って#L#cfa7a0f木の窓#nを作る@1,作る#cfa7a0f木の窓
1282,ハーキュリアンレッドの顔料,サクランボを使って#L#cfa7a0fハーキュリアンレッドの顔料瓶#nを作る@1,作る#cfa7a0f顔料
1284,鉄道ワーカー,ミスリルと石を使って#L#cfa7a0f鉄道ノード#n@1を作る,作る#cfa7a0f鉄道ノード
1285,ジェットコースター！ 出発！,ミスリル、木材、蛍光結晶を使って#L#cfa7a0fジェットコースターの先頭部#nを作る@1,作る#cfa7a0fジェットコースターの先頭部
1286,風の声,平野で#L#cfa7a0f風鈴草#nを手に入る@1,拾う#cfa7a0f風鈴草
1287,カローラ姫,3種類の異なる花を使って#L#cfa7a0f花冠#nを作る@1,作る#cfa7a0fカローラ
1288,素晴らしい日,前置任務を達成したら自動的にこの任務を達成する,完了する#cfa7a0f制作基本シリーズの成果
1289,中級ルーンマスター,中級ルーンを嵌め込む@1,象眼する#cfa7a0f中級ルーン
1290,高級ルーンマスター,高級ルーンを嵌め込む@1,象眼する#cfa7a0f高級ルーン
1291,ルーンストーンコレクター,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0fルーンストーンシリーズの成果
1292,冒険者,ミスリルと枝を使って#L#cfa7a0f短剣#n@1を作る,完了する＃cfa7a0fインレイシリーズの成果
1293,勇者パイクマン,銅と枝を使って#L#cfa7a0fスピア#n@1を作る,作る#cfa7a0fスピア
1294,魂リーパー,チタンとカヤナイト鉱石と枝を使って#L#cfa7a0f刈取#n@1を作る,作る#cfa7a0f刈取
1295,剣士,タングステン、紫蛍鉱石、銅棒を使って#L#cfa7a0fエネルギーソード#n@1を作る,作る#cfa7a0fエネルギーソード
1296,遊侠,ミスリル鉱石、柔らかい皮、シルク糸を#L#cfa7a0fミスリル短弓#n@1,作る#cfa7a0fミスリル短弓
1297,大法師,杖と平凡な晶核を使って#L#cfa7a0f平凡な杖#n@1を作る,作る#cfa7a0fスタッフ
1298,武器大師,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0f武器制作シリーズの成果
1299,銅のヘルメット,銅と柔らかい皮を使って#L#cfa7a0f銅のヘルメット#n@1を作る,作る#cfa7a0f銅のヘルメット
1300,ミスリルのヘルメット,ミスリル鉱石、銅、柔らかい皮を使って#L#cfa7a0fミスリルのヘルメット#n@1を作る,作る#cfa7a0fミスリルのヘルメット
1301,チタンヘルメット,ミスリル鉱石、チタン、柔らかい皮を使って#L#cfa7a0fチタン合金のヘルメット#n@1を作る,作る#cfa7a0fチタンヘルメット
1302,タングステンのヘルメット,タングステン鉱石、紫蛍石、柔らかい皮を使って#L#cfa7a0fタングステンのヘルメット#n@1を作る,作る#cfa7a0fタングステンのヘルメット
1303,銅の胸当て,銅と柔らかい皮を使って#L#cfa7a0f銅の胸当て#n@1を作る,作る#cfa7a0f銅の胸当て
1304,ミスリルの胸当て,ミスリル、銅、柔らかい皮を使って#L#cfa7a0fミスリルの胸当て#n@1を作る,作る#cfa7a0fミスリルの胸当て
1305,チタン合金の胸当て,ミスリル、チタン合金と柔らかい皮を使って#L#cfa7a0fチタン合金の胸当て#n@1を作る,作る#cfa7a0fチタン合金の胸当て
1306,タングステンの胸当て,タングステン、紫蛍石、柔らかい皮を使って#L#cfa7a0fタングステンの胸当て#n@1を作る,作る#cfa7a0fタングステンの胸当て
1307,銅レギンス,銅、柔らかい皮を使って#L#cfa7a0f銅レギンス#n@1を作る,作る#cfa7a0f銅レギンス
1308,ミスリルのレギンス,ミスリル、銅、柔らかい皮を使って#L#cfa7a0fミスリルのレギンス#n@1を作る,作る#cfa7a0fミスリルのレギンス
1309,チタン合金レギンス,ミスリル、チタン、柔らかい皮を使って##L#cfa7a0fチタン合金のレギンス#n@1を作る,作る#cfa7a0fチタン合金レギンス
1310,タングステンレギンス,タングステン、紫蛍鉱石、柔らかい皮を使って#L#cfa7a0fタングステンのレギンス#n@1を作る,作る#cfa7a0fタングステンレギンス
1311,銅の靴,銅と柔らかい皮を使って#L#cfa7a0f銅の靴#n@1を作る,作る#cfa7a0f銅の靴
1312,ミスリルの靴,ミスリル、銅、柔らかい皮を使って#L#cfa7a0fミスリルの靴#n@1を作る,作る#cfa7a0fミスリルの靴
1313,チタン合金の靴,ミスリル、チタン、柔らかい皮を使って#L#cfa7a0fチタン合金の靴#n@1を作る,作る#cfa7a0fチタン合金の靴
1314,タングステンの靴,タングステン、紫蛍鉱石、柔らかい皮を使って#L#cfa7a0fタングステンの靴#n@1を作る,作る#cfa7a0fタングステンの靴
1315,防衛大師,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0f防衛制作シリーズの成果
1316,ウォーコレクター,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0f武器と防具制作シリーズの成果
1317,溶岩巨人ハンター,炎プラネットのマグマ巨人を破った@1,倒す#cfa7a0f溶岩巨人
1318,硫黄アーチャーハンター,炎プラネットの硫黄射手@1を倒す,倒す#cfa7a0f硫黄アーチャー
1319,炎プラネットターミネーター,前置任務を達成したら自動的にこの任務を達成する,完了する＃cfa7a0f炎プラネットの生き物を倒すシリーズの成果
1320,銅一,10部#L#cfa7a0f銅#n@1を精錬する,精錬する#cfa7a0f銅
1321,銅二,100部#L#cfa7a0f銅#n@1を精錬する,精錬する#cfa7a0f銅
1322,銅三,300部#L#cfa7a0f銅#n@1を精錬する,精錬する#cfa7a0f銅
1323,チタン一,10部#L#cfa7a0fチタン#n@1を溶融する,精錬する#cfa7a0fチタン
1324,チタン二,100部#L#cfa7a0fチタン#n@1を精錬する,精錬する#cfa7a0fチタン
1325,チタン三,300部#L#cfa7a0fチタン#n@1を精錬する,精錬する#cfa7a0fチタン
1326,攻撃のルーン鉱石,銅ツルハシを使って、攻撃のルーン鉱石を破壊して#L#cfa7a0f攻撃のルーンストーン#n@1を得る,集める#cfa7a0f攻撃のルーン鉱石
1327,防御のルーン鉱石,銅のツルハシを使って、防御のルーン鉱石を破壊して#L#cfa7a0f防御のルーン石#n@1を得る,集める#cfa7a0f防御のルーン鉱石
1328,効率ルーン鉱石,ブラスピックを使って、効率のルーン鉱石を破壊して#L#cfa7a0f効率のルーン鉱石#n@1を得る,集める#cfa7a0f効率のルーン鉱石
1329,ドラゴンスレイヤーの主,マグマブラックドラゴンを召喚して破る@1,倒す#cfa7a0f溶岩の黒いドラゴン
1330,ドラゴンスレイヤーのヒーロー,カオスブラックドラゴンを召喚して破る@1,倒す#cfa7a0f混乱黒いドラゴン
1331,古代の石の矛,石と木材を使って#L#cfa7a0f石の矛#n@1を作る,作る#cfa7a0f石の矛
1332,職人大師,#c0aba1d創造結晶#nを持ち、不完全職人台を#L#cfa7a0f完全な職人台#n@1にアップグレードします,レベルアップ#cfa7a0f完全な職人台
1333,建築の専門家,木材を使って木の板を作り、木の板を地面に置く@1,作って置く#cfa7a0f木の板
1334,パチンコ者,柔らかい皮、枝、シルク糸を使って#L#cfa7a0fパチンコ#n@1,作る#cfa7a0fパチンコ
1335,熱帯雨林の冒険！,雨林を見つけ、発光した雨林高木を採集して#L#cfa7a0f雨林の芯のカケラ#n@1を得る,得る#cfa7a0f熱帯雨林のコアフラグメント
1336,雨林の目,銅、雨林の芯のカケラを使って#L#cfa7a0f雨林の目#n@1を合成する,作る#cfa7a0f雨林の目
1337,へびがみ,神殿の中のへびがみを倒す@1#r(欠けた神像に雨林の目を使って熱帯雨林神殿を召喚し、へびがみは神殿の奥にあります),倒す#cfa7a0fへびがみ
1338,聖なる種,神殿で羽蛇神を破って#L#cfa7a0f聖なる種#n@1を獲得する,得る#cfa7a0f聖なる木の種
1339,復活の石,岩石ブロックを使って作り、#L#cfa7a0f石像#nを置いた。@1,放置#cfa7a0f石像
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,トウモロコシの種,トウモロコシを使って、合成#L#cfa7a0fトウモロコシの種#n@1,作成#cfa7a0fトウモロコシの種
