ID,名字,描述
1025001,التحول الكامل لحرس روح المحيط!,بالالا ~ حارس روح المحيط ، تحول!
1026001,أحرقها الينابيع الساخنة,الينبوع الحار حار جدا !!
1027001,مطية فرس البحر,قم بارتداء مطية فرس البحر لتغوص في مياه البحر
1028001,مطية آله البحر,كونك محميًا من قبل إله البحر ، قلل من احتمال تعرض طيور النورس للإزعاج عند الصيد ، وتقليل احتمالية ظهور أسماك القرش
1029001,حار للغاية,في بيئة شديدة الحرارة ، يغلي الدم ، ويزيد استهلاك القدرة على التحمل ، وتزداد القوة بشكل كبير
1030001,حار,في بيئة حارة ، يغلي الدم ، ويزيد استهلاك القدرة على التحمل ، وزيادة القوة
1031001,البرد,الصخور الصلبة في البيئات الباردة ، وزيادة استهلاك القدرة على التحمل ، والحد من الضرر
1032001,البرد الشديد,الصخور الصلبة في البيئات شديدة البرودة ، ويزيد المجهود البدني ، ويتم تقليل الإصابات بشكل كبير
1033001,تجميد,متجمد وغير قادر على الحركة ، أطلق سراحه بعد إصابات معينة
1034001,تجميد عميق,تجمد ولا تستطيع الحركة ، لكنها لن تؤذي ، ستذوب عند تسخينها
1035001,التغير المستمر في درجة الحرارة (اختبار),
1036001,تغير درجة الحرارة المحيطة (اختبار),
1037001,تجميد 2,متجمد وغير قادر على الحركة ، أطلق سراحه بعد إصابات معينة
1037002,تجميد 3,متجمد وغير قادر على الحركة ، أطلق سراحه بعد إصابات معينة
1038001,الجليد بطيئة 1,البرد سوف يجعلك تتحرك ببطء.
1038002,الجليد بطيئة 2,البرد سوف يجعلك تتحرك ببطء.
1038003,الجليد بطيئة 3,البرد سوف يجعلك تتحرك ببطء.
1039001,مقاومة البرد,زيادة مقاومة البرد
1040001,مقاومة الحرارة,زيادة المقاومة للحرارة
1041001,ابعد البرد,
1042001,مقاومة الحرارة,
1043001,زيادة أضرار الجليد (اختبار),زيادة أضرار الجليد (اختبار)
1044001,استمرار الأضرار المجمدة (اختبار),استمرار الأضرار المجمدة (اختبار)
1045001,زيادة الأضرار المجمدة الواردة (اختبار),زيادة الأضرار المجمدة الواردة (اختبار)
1046001,هجوم الجليد المضافة (اختبار),هجوم الجليد المضافة (اختبار)
1047001,زيادة الدفاع الجليد (اختبار),زيادة الدفاع الجليد (اختبار)
1048001,تأخذ الضرر الجليد أثناء تنفيذ الإجراءات (اختبار),تأخذ الضرر الجليد أثناء تنفيذ الإجراءات (اختبار)
1049001,قوة النيزك,
1050001,إصابة الجليد 1,مهاجمة من سمة الجليد ، تشعر بالبرد وتتحرك ببطء
1050002,إصابة الجليد 2,مهاجمة من سمة الجليد ، تشعر بالبرد وتتحرك ببطء
1050003,إصابة الجليد 3,مهاجمة من سمة الجليد ، تشعر بالبرد وتتحرك ببطء
1050004,إصابة الجليد 4,مهاجمة من سمة الجليد ، تشعر بالبرد وتتحرك ببطء
1050005,إصابة الجليد 5,مهاجمة من قبل سمة الجليد ، تشعر بالبرد والتجمد!
1051001,احتراق تلقائي,احترق واستمر في الأذى
1052001,ضعيف,
1060001,كرة الثلج - لا الكرة,مع عملية الكرة
1060002,كرة الثلج - مع الكرة,مع التراص ، الشحن ، عملية فك الارتباط
1061001,السيطرة المناعية,تأثير التحكم في التجميد المناعي
1062001,ليلة الفراغ,تم التلوث بعدوى الفراغ!
1069001,تم كسر المرونة (وحش),تم كسر المرونة، وفقدت القدرة على الحركة مؤقتًا
1070001,تم كسر المرونة.,تم كسر المرونة، وفقدت القدرة على الحركة مؤقتاً
1071001,الدفاع الهجومي (سام),يمكن أن يجعل المهاجم عرضة للتسمم
1072001,لدي شهية كبيرة الآن.,نمت جيدًا الليلة الماضية، وكان لدي شهية جيدة هذا الصباح!
1073001,الوقاية من سم العقرب المتوسط.,ستصبح سمية العقرب أكثر قوة مع تراكمها ، فكن حذرًا!
1073002,الوقاية من السموم العكربية المضادة المستوى الثاني,السم الخاص بالعقرب يصبح أكثر سمية عند الاصطدام ، لذلك يجب اتخاذ الحيطة!
1073003,الوقاية من سم العقرب - المستوى 3,سم العقرب يصبح أشد سمية مع التكرار ، فحذر!
1073004,الوقاية من سم العقرب المضاد للمستوى 4,سم العقرب يصبح أشد فتكًا عند التكديس ، لذا كن حذرًا!
1073005,خمس نجوم للوقاية من سم العقرب.,سم العقرب يزداد قوة بمرور الوقت، يتوجب عليك الحذر!
1074001,اشعل المستوى 1,تسبب 3 نقاط ضرر في كل ثانية.
1074002,أشعل المستوى 2,تسبب 5 نقاط من الضرر كل ثانية.
1074003,أشعل المستوى 3,تسبب 10 نقاط من الضرر كل ثانية.
1075001,التحول المناعي,التحكم بالتجمد المناعي الفعال
2000001,فقاعة النوم مستوى 1,الوقوع في نوم عميق
2001001,مجمدة,البرد سيجعلك تتحرك ببطء.
2002001,مجمدة,البرد سيجعلك تتحرك ببطء.
2002002,العدو السريع,تزيد السرعة الأساسية بنسبة 20%
2003001,مجمدة,البرد سيجعلك تتحرك ببطء.
2004001,,
2005001,حفر مثل مجنون,سرعة الحفر 50%.
2006001,مستوى الهجوم القوي 1,زاد ضرر الاشتباك بنسبة 1 ٪.
2006002,مستوى الهجوم القوي 2,زاد ضرر الاشتباك بنسبة 2 ٪.
2006003,مستوى الهجوم القوي 3,زاد ضرر الاشتباك بنسبة 3 ٪.
2006004,مستوى الهجوم القوي 4,زاد ضرر الاشتباك بنسبة 4 ٪.
2006005,مستوى الهجوم القوي 5,زاد ضرر الاشتباك بنسبة 5 ٪.
2007001,قوة الطلقة المستوى 1,زاد الضرر بعيد المدى بنسبة 1 ٪.
2007002,لقطة قوية المستوى 2,زاد الضرر بعيد المدى بنسبة 2 ٪.
2007003,لقطة قوية المستوى 3,زاد الضرر بعيد المدى بنسبة 3 ٪.
2007004,لقطة قوية المستوى 4,زاد الضرر بعيد المدى بنسبة 4 ٪.
2007005,تسديدة قوية المستوى 5,زاد الضرر بعيد المدى بنسبة 5 ٪.
2008001,الدب الدافئ,زيادة مقاومة البرد
2009001,زهر العسل,الموهبة: إيقاظ الطاقة المختومة ، وتعزيز مقاومة البرد!
2010001,استعادة الصحة بمستوى 1,استعادة 10 نقاط صحة في 10 ثوانٍ.
2010002,استعادة الصحة بمستوى 2.,استعادة 20 نقطة للصحة في 10 ثوانٍ.
2011001,مستوى الدوار هو 1.,تعاني من دوار وفقدت القدرة على الحركة مؤقتا.
2012001,درع,درع بقيمة 20 نقطة حياة
2013001,استعادة الصحة البطيئة بمستوى 1.,كل 3 ثوانٍ يتم استعادة 5 نقاط من الصحة.
2013002,إستعادة الصحة البطيئة بمستوى 2.,كل ثانية يتم استرداد 5 نقاط من الصحة.
2013003,استعادة الصحة البطيئة المستوى 3,كل 3 ثوان يتم استعادة 5 نقاط من الصحة.
2014001,تسمم الطعام - المستوى 1,الأكل غير نظيف، لا يمكنني المشي الآن...
2014002,تسمم بالطعام المستوى 2,الطعام غير نظيف جدًا ، لا يمكن المشي بسهولة ...
2014003,حالة تسمم الغذاء من الدرجة الثالثة,الأكل غير نظيف، لا يمكن المشي على الطريق...
