ID,描述
20141,يتطلب مورد النشر نقله إلى المكتبة الرئيسية وتحميله على الخادم. سنشرع في نقل الموارد إلى المكتبة الرئيسية وتحميلها على الخادم.
20142,#c0aaa1a@1#c657476 المستندات (بما في ذلك التنزيلات)
20143,نافذة ادوات المطور
20200,أيام بقاء الفضائيين
20201,لا يمكن وضع أكياس النوم على هوارس
20202,جهاز استخلاص الأكسجين
20203,بعد إضافة مواد الوقود والأكسجين ، يبدأ استخلاص الأكسجين
20204,بعد امتلاء خزان الأكسجين ، سيستمر في الاستهلاك ويخلق منطقة آمنة
20205,بحاجة الى وقود الصواريخ
20206,مرحبًا بك في نجمة العين اللطيفة
20207,هوراس خطير. كيف تعيش في كوكب يفتقر إلى الأكسجين؟#rCollect أوكسي ، قم بإنشاء منطقة الأكسجين ، وابحث عن المزيد من المخططات ، واصنع حقيبة ظهر أكسجين ...#r#rكن حذرا! سوف تعود إلى السطح!#r#r#cfa7a0fGo خذ مغامرتك!#n
20208,@self يرجى الانتباه إلى استهلاك الأوكسجين
20209,طوطم خشب الخوخ لا يمكنه الوقوف على الحصان!
20210,نصيحة: لا تشارك المعلومات الشخصية الخاصة
20211,عمرك أقل من 13 سنة لا يمكن استخدام هذه الخاصية.
20212,أدخل 6 حروف على الأقل
20213,ورشة ميني ستار
20214,رسوم متحركة
20215,الأنماط
20216,كلاسيكي
20217,مفعم بالطاقة
20218,وضعية الدخول
20219,المشي
20220,الجلوس
20221,اللعب بهدوء
20222,الرقص
20223,حفظ الزينة
20224,الحفظ في الملابس المملوكة
20225,لم يتم حفظ الملابس بعد ، هل أنت متأكد من الخروج؟
20226,قم بالخروج من الحفظ الحالي للدخول إلى مدرج ميني ستار
20227,#cfa7a0f للتحكم بالشخصية عبر تدويرها او التقريب #n نرجو منكم النقر عليها حتى تتفاعل
20228,انقر لفتح متجر الملابس، واستخدم الملحقات في معرض يمكنك صنعه بنفسك #cfa7a0fلارتدائها#n！
20229,انقر وانتقل إلى قائمة الرسوم المتحركة، اجعل شخصيتك#cfa7a0تتحرك#n！
20230,انقر وانتقل إلى قائمة الأنماط ، يمكنك اختيار نمط الملابس المفضلة لديك#cfa7a0f #n！
20231,أخيرًا#cfa7a0 تذكر حفظ#n！ يمكنك مشاركتها مع الأصدقاء！
20232,ملابس نجوم Mini
20233,(يرجى التحميل يدويًا. يمكن استخدامه بعد اجتياز المراجعة)
20234,مدرج نجوم Mini
20235,الصورة الرمزية المخصصة للواقع المعزز ممتلئة ، يرجى حذف بعضها ثم دخول مدرج نجوم Mini
20236,يرجى وضع الحد الأسود للرسم في إطار الكاميرا
20237,لاستخدام ورشة عمل نجوم Mini ، تحتاج إلى تمكين إذن الكاميرا في Mini World
20238,ادخال
20239,فتحة فارغة ×@1
20240,امتنان
20241,موجة
20242,خطوات انشاء مدرج نجوم Mini
20243,اذهب وقم بتنزيل بطاقة الرسم الرسمية #L #cffda0a #n تحقق من البرنامج التعليمي
20244,طباعة بطاقة الرسم على ورق بحجم A4 انقر #L#cffda0a لحفظ بطاقة الرسم في الألبوم#n
20245,استخدم أداتك وارسم تصميمات ملابس
20246,قم بتضمين الحد الأسود لبطاقة الرسم في إطار الكاميرا
20247,لا تقم بتذكيري مجددا
20248,افتح الكاميرا
20249,اعد التقاط الصورة
20250,تفكير
20251,بكاء
20252,غاضب
20253,سعيد
20254,سقط
20255,وضعية
20256,هل أنت متأكد من العودة إلى الكاميرا؟
20257,توضيح
20258,3D
20259,@3أنا @1 وأنت ال@2 الخاص ب
20260,يا الهي
20261,لم اتوقع
20262,لقد جاب لي الاستغراب
20263,مفاجأة
20264,لقد استسلمت
20265,أعميت
20266,الربع
20267,لقد شيب راسي
20268,لا استطيع التحمل فضحكت
20269,مفاجأة  كبرى
20270,يفهم الفنون
20271,@Null@
20272,يخت المواهب
20273,غير مسبوق
20274,مليئ بالمفاجآت
20275,صعبة المنال
20276,إمكانيات غير محدودة
20277,كاملا
20278,محبوب ولطيف
20279,رومانسي ورائع
20280,عبقري
20281,متمرس
20282,رسام صغير
20283,صغير
20284,جوهر المشاغب
20285,ولد الدب
20286,رسام الروح
20287,المشاغب
20288,الصاعد الصغير
20289,الطفل الصغير
20290,غبي
20291,تسجيل نقاط
20292,تفوق على@1% من اللاعبين
20293,تلوين
20294,يتم إنشاء كل محتوى التصوير بحرية بواسطة اللاعبين ولا علاقة له بمشغلي اللعبة
20295,حفظ الصورة
20296,تم الحفظ
20297,الصورة لا تفي بالمتطلبات ، أعد التقاطها
20298,تفاصيل
20299,مجموعة
20300,حفظ بطاقة الرسم في الألبوم
20301,رمز استرداد غير صالح
20302,رمز الاسترداد مستخدم
20303,انتهت صلاحية رمز الاسترداد
20304,لديك هذه الملابس، لا تطالب بشكل متكرر
20305,تهانينا على فتح روبي وأزور كاميليوني. سوف يرسل لك ميني كابتن الحرباء كهدية!
20306,فشل التحميل
20307,تم التحميل بنجاح والحفظ في الألبوم
20308,استبدال الملابس
20309,قيد المراجعة
20310,انتهاك
20311,يُشتبه في أن صورة اللباس تنتهك القواعد ، هل تريد حذفها؟
20312,في الوقت الحالي ، يتم دعم إصدار الهاتف المحمول فقط
20313,غير قادر على المشاركة حتى تنجح المراجعة
20314,ورشة نجوم ميني (تم تصويرها بواسطة بطاقة الرسم)
20315,ورشة نجوم ميني (تصوير خطوة بخطوة)
20316,لا توجد رسومات؟
20317,الوحدة: سم
20318,وفقا لنصائح الحجم، أرسم الجلد الذي يمكنك صنعه بنفسك على أي ورقة بيضاء، وارسم الجلد بأقلام تلوين خشبية، #L#cfa7a0f اعرض البرنامج التعليمي التفصيلي للتصوير خطوة بخطوة#n
20319,رسم #cffda0a راس #n
20320,جسم#cffdaمقدمة#nرسم
20321,جسم#cffda0aخلف#nرسم
20322,استخدم التصوير خطوة بخطوة ، وقم بمحاذاة إطار الكاميرا مع منطقة الرسم المقابلة ، وقم بالتصوير خطوة بخطوة ، وقم بإنشاء نموذج
20323,التقط صورة لبطاقة الرسم
20324,التصوير خطوة بخطوة
20325,قم بتضمين الحد الأسود لمنطقة الرسم داخل الكاميرا
20326,قم بمسح رمز الكود
20327,العودة
20328,لا يوجد معاينة
20329,معاينة الرأس
20330,معاينة الجسم الأمامي
20331,الرأس
20332,الجسم الأمامي
20333,الجسم الخلفي
20334,انهاء المعاينة
20335,ستتم مراجعة الفستان ذو النجمة الصغيرة قريبًا (لا يمكنك استخدامه إلا بعد اكتمال المراجعة ليكون مرئيًا على الإنترنت)
20336,الرجاء وضع رمز الباركود في المربع
20337,رفع الأعمل
20338,تعليمات الرفع
20339,"#cfa7a0fالتحضير قبل التحمية #n
  قم بتنزيل بطاقة الرسم الرسمية وأكمل العمل في منطقة الرسم ببطاقة الرسم.
  
  #cfa7a0f كيفية تحميل المنتجات النهائية#n
  انقر فوق ""تحميل المنتج النهائي"" ، وابحث عن بطاقة الرسم وحددها في نافذة فتح الملف ، ثم انقر فوق فتح.
  #cef2d2dملاحظة: يجب أن يكون حجم بطاقة الرسومات التي تم تحميلها والبطاقة الرسومية الرسمية متماثلين (ورق قياسي a4).#n
  
  #cfa7a0fمعاينة وحفظ#n
  بعد التحميل ، سيتم عرض عملك في واجهة تعديل تلبيس النجمة.
  بعد الحفظ ، يجب تحميله يدويًا ، وسيكون مرئيًا عبر الإنترنت فقط بعد تمرير الموافقة."
20340,اعادة الرفع
20341,ملاحظة: إذا كانت هناك مشكلة في النموذج الذي تم إنشاؤه ، يرجى التأكد من أن حجم واتجاه بطاقة الرسم طبيعي (للحصول على التفاصيل ، يرجى الاطلاع على#L #cfa7a0f تحميل وصف المنتج النهائي#n)
20342,لم تتم مراجعة المحتوى ولا يمكن استخدامه ، يرجى رفعه يدويًا للمراجعة
20343,لم تتم مراجعة المحتوى ولا يمكن استخدامه. الرجاء الرفع للمراجعة
20344,محتوى غير قانوني. لا يمكن الاستخدام والتعديل
20345,رقصة النجوم
20346,رقصة النجوم
20347,ملابس النجوم
20348,ملابس النجوم
20349,ورشة العمل الخاصة بي
20350,ترقبوا المزيد
20351,الاعدادات
20352,التأثيرات الديناميكية
20353,عرض رقصة النجوم
20354,قم باختيار الملابس
20355,اختر حركة
20356,#cffffffمن فضلك اعرض عملك أمام الكاميرا الخلفية#n
20357,#cffffff اعمالك من فضلك #cfa7a0f@1#naسجل#nn
20358,#cffffffالانتقال إلى الإجراء@1#n
20359,#cffffff بدء التسجيل L#n
20360,التسجيل بفاصل زمني (5 ثوانٍ)
20361,إدارة النموذج(@1/3
20362,تعريف رقصة النجوم
20363,"يستخدم رقص النجوم قدرات التعرف على العظام البشرية لمطابقة الحركات البشرية الواقعية مع الشخصيات الملبسة.
 يحتاج اللاعب فقط إلى إظهار الجسم البشري أمام الكاميرا ، ويمكن للشخصية التي تظهر على الشاشة أن تتطابق مع تصرفات اللاعب في الوقت الفعلي.
 يمكن للاعبين أيضًا تسجيل الافعال وحفظها للاستخدام."
20364,"مرحبًا بكم في ورشة نجوم ميني! تستخدم ورشة نجوم ميني العديد من تقنيات الواقع المعزز لربط العالم المصغر بالعالم الحقيقي.
 هنا يمكنك تجربة اللعب الأكثر حداثة وإثارة للاهتمام. يمكنك حتى استخدام ورشة ميني ستار لتفسير كل فكرة وقصة مثيرة للاهتمام!"
20365,【رقصة النجوم】
20366,لقطة واحدة
20367,لقطة مزدوجة
20368,دع الشخصيات التي ترتدي الملابس تتأرجح معك وسجل أفعالك الحصرية!
20369,برنامج تعليمي مفصل
20370,L#لا تستطيع اللعب؟n#
20371,#cef2d2dانتبه: يرجى الانتباه إلى الأشخاص أو الأشياء من حولك أثناء استخدام الوظيفة. كن حذرا!
20372,الهاتف عمودي على الأرض
20373,المسافة 1-2 متر
20374,تطبيق الحركات
20375,تعليمات تطبيق الجركات
20376,"#cfa7a0fما هو تطبيق الحركات؟#n
 استخدم تطبيق الحركات لتغيير افعال النموذج.
 يستخدمه اللاعبون ويدخلون اللعبة. سيتم استبدال الافعال (بما في ذلك: الوقوف ، الركض ، الاستلقاء ، الهجوم ، الهزيمة ،التعرض للهجوم).
 
 #cfa7a0fما الأشكال التي تدعم تطبيق الحركات؟#n
 الصور الرمزية@1 (ستتوفر المزيد من الأشكال للإصدار الأحدث)"
20377,مجموعة الحركات(تطبيق الحركات)
20378,اسم الحركة
20379,#cffffff@1@2#nاضبط كفعل #cfa7a0f@3#n
20380,تم الحفظ بنجاح
20381,حفظ بنجاح. تحقق في مركز الموارد
20382,الحركات الأساسية
20383,الرموز الانفعالية
20384,الحفظ ك
20385,L#cffffff#مورد
20386,يمكن صياغة حركة واحدة على الأقل للحفظ
20387,اسم المورد (مجموعة الحركات)
20388,نموذج بشري قياسي
20389,نموذج بشري عام
20390,يمكن استخدام الحركة التي تقوم بها هذه العظمة في رقص النجوم
20391,سيتم حفظ مجموعة الافعال في مركز الموارد. لن يتم حفظ الفعل الافتراضي في مجموعة الافعال
20392,يمكنك حفظ مجموعة الافعال في مركز الموارد
20393,#L#cfa7a0f حفظ تركيبة الحركة
20394,إنشاء نموذج بشري قياسي
20395,تحميل الحركة
20396,حفظ الحركة
20397,#cfa7a0f@1#nسيتم حفظ الحركة في مركز الموارد
20398,مركز النماذج
20399,مركز الحركات
20400,حركات الخرائط
20401,موارد الحركات: ملف@1/@2
20402,موارد النماذج: ملف 1@/@2
20403,تفاصيل الموارد
20404,الاسم
20405,نوع الموارد
20406,علامة الحركة
20407,UID
20408,حجم الملف
20409,نوع النموذج
20410,نموذج بشري عام
20411,مجموعة
20412,مفرد
20413,كتلة مصغرة
20414,مجموعة مصغرة
20415,منتج مصغر
20416,مخلوق مصغر
20417,نموذج مخصص
20418,سيكلفك #c0aaa1a@1×@2#n لفتح فتحة #cfa7a0f@3#n. الرجاء التأكيد#r
20419,الرأس
20420,الرقبة
20421,الجزء الأعلى من الجسم
20422,البطن
20423,الحوض
20424,عظم الجذر
20425,الأكتاف
20426,الكتف الأيمن
20427,الذراع اليمنى الكبيرة
20428,ذراع الساعد الأيمن
20429,كف اليد اليمنى
20430,الكتف الأيسر
20431,الذراع اليسرى الكبيرة
20432,ذراع الساعد الأيسر
20433,كف اليد اليسرى
20434,الفخذ الأيمن
20435,الساق اليمنى
20436,القدم اليمنى
20437,الفخذ الايسر
20438,الساق اليسرى
20439,القدم اليسرى
20440,لا يمكن عرض #rالمورد الذي لم يتم تنزيله
20441,لا يدعم التعديل
20442,أدر رأسك
20443,ألتف
20444,استخصر
20445,ارفع ساقك
20446,دخولية الرسوم المتحركة
20447,اختر اسما للحركة
20448,الحد الأعلى 100 إطار ، كل إطار 0.1 ثانية
20449,نموذج بشري قياسي
20450,تعديل النموذج البشري القياسي ، لا يمكن تغيير المعامل المتغير للعظام
20451,لا تعديل. فشلت عملية الحفظ
20452,تم التحميل بنجاح
20453,فشل التحميل
20454,شخصية الأزياء التي تستخدمها ، لا تدعم تطبيقات الحركات حاليًا
20455,شامل
20456,الحركة الرسمية
20457,الحركة المخصصة
20458,حركات رقصة النجوم
20459,لا توجد بيانات الحركات. لا يمكن حفظها كمجموعة حركات
20460,لا يوجد سوى الحركات الافتراضية ولا يمكن حفظها كمجموعات حركات
20461,وصل عدد ملفات الحركات إلى الحد الأقصى
20462,هل أنت متأكد من مسح خطة تطبيق الحركات؟
20463,لا يمكنك تعديل الحركة الرسمية
20464,التحكم في الازاحة
20465,يمكن فقط ضبط الإزاحة
20466,هذا العظم لا يدعم تعديل النموذج
20467,هاتفك لا يدعم هذه الوظيفة
20468,تنبيه: يمكنك التحميل 5 مرات يوميًا على الأكثر
20469,لقد قمت بتحميل أكثر من 5 مرات. ارجوك حاول مرة أخرى غدا
20470,اتخذ وضعية أمام الكاميرا ، وانا سوف اتابعك
20471,انقر فوق زر التسجيل. العد التنازلي 3،2،1 انطلق!
20472,سيتم تسجيل جميع حركاتك التالية!
20473,تم التسجيل! لنلقي نظرة!
20474,بعد الحفظ ، يمكنك استخدام الملابس على الشخصية وتعديلها!
20475,@Null@
20476,سيتم مراجعة العمل(سيتم عرضه بعد المراجعة)
20477,رقصة النجوم | ما هــذا؟
20478,رقصة النجوم| كيف يمكن استخدامه؟
20479,رقصة النجوم| ما الذي يمكن أن نفعله؟
20480,الالتفاف
20481,اعجاب
20482,خجول
20483,محرج
20484,مذهول
20485,مرحبًا بك في استخدام وظيفة رقصة النجوم (التقاط الحركة) ، فيما يلي مقدمة وإرشادات الوظيفة.
20486,نهاية البرنامج التعليمي
20487,فشل التحميل ، الملف المحلي مفقود (يرجى تحديد فعل آخر)
20488,(يمكن رؤيته عبر الإنترنت فقط بعد اكتمال المراجعة)
20489,@Null@
20500,فشل التقاط الصور
20501,@Null@
20502,@Null@
20503,@Null@
20508,@Null@
20509,الرجاء الانتظار
20510,منشور
20511,إدراج صورة
20512,إدارة المنشورات
20513,تقديم
20514,حالة الأصدقاء
20515,حالتي
20516,أحدث الردود
20517,تعديل
20518,انشر المشاعر
20519,انقر لإدخال المحتوى ، بما لا يتجاوز 15 كلمة
20520,مساحة شخصية
20521,قنوات العرض ذات الأولوية
20522,السماح للآخرين بالتعليق
20523,مشاعري
20524,الخرائط
20525,الحالة
20526,الألبوم
20527,تم حفظ الاعدادات
20528,إخفاء
20529,الغاء الإخفاء
20530,مثبت
20531,توصيات
20532,لم يتم تعيين اللغة الموصى بها ، يمكنك تعديل الإعدادات في قناة الخريطة
20533,لم يتم تعيين الكلمات المقترحة
20534,قناة الخريطة
20535,الشعبية
20536,مركز العرض
20537,تمّ تحديث الملف الشخصي! #r #r اولا. أضف مركز عرض، يمكنك المطالبة بلعبتك المفضّلة في مساحتك الخاصّة. #r #r ثانيا. أضف الجو الخاص بك لتحديث جوّ الدردشة في وقت #r #r ثالثا. أضف نظام الشعبويّة، قيمة الأشخاص = الأصدقاء * 10 + المشجعين + كمية تنزيل الخرائط + نقاط حالة المشاركة. #r #r رابعا. أضف صورة قفل لاقفال صورة ملفك الشخصي ولا تغيرها وفقا للجلد الذي تستخدمه. #r #r خامسا. أضف نظام تحديث الحالة يمكنك من أن تنشر الحالة المباشرة للأصدقاء والمعجبين لمشاركة قصص مهمّة في اللعبة. #r #r سادسا. نظام ميداليات جديد، يمكنك اكمال انجازاتك في اللعبة للحصول على الميدالية الرائعة.
20538,وظيفة قفل الصورة معطلة
20539,عرض الخريطة فارغ ، انتقل للمشاركة
20540,لا توجد خريطة لعرضها
20541,انقر لإدخال المحتوى ، بما لا يتجاوز 100 كلمة
20542,لا يمكن قفل الصورة الرمزية غير الدائمة
20543,تم حظر حساب هذا اللاعب ، تأكد من عدم توفره
20544,تم تشغيل وظيفة قفل الصورة (مقفل)
20545,لقد نقرت على زر الاعجاب بهذه الصورة اليوم ، يرجى العودة غدًا.
20546,عدد مرات الاعجاب
20547,المزيد
20548,#b#cffda0aأصلي
20549,من حالتي
20550,من حالة اصدقائي
20551,من المتابعة
20552,قيد المراجعة
20553,تمت المراجعة بنجاح
20554,فشلت المراجعة
20555,خاص
20556,تم الحذف
20557,مثبت
20558,اغلق التعليق
20559,اخفاء
20560,حذف
20561,فشل النشر
20562,ادخال المحتوى
20563,فشل التعليق
20564,فشل في الحصول على الحالة
20565,فشل في حذف الحالة
20566,قام بالرد
20567,الغاء المثبت
20568,فتح التعليقات
20569,الغاء الاخفاء
20570,الكل
20571,اصدقاء
20572,متابعون-اصدقاء
20573,غير قابل للرد
20574,خاص
20575,إذن رد الحالة
20576,إذن مخصص للجلد
20577,المثبته
20578,الغاء المثبت
20579,التعليقات مقفلة
20580,تم فتح التعليقات
20581,اخفاء
20582,اخفاء الالغاء
20583,تم الحذف
20584,من فضلك لا تعلق الحالة المخفية
20585,اللاعب قد أغلق التعليق
20586,قام اللاعب بتعيين إذن التعليق
20587,دقائق مضت
20588,ساعات مضت
20589,لا توجد حالة
20590,لا يوجد تعليقات
20591,تم النشر بنجاح! يكون مرئيًا بعد اجتياز المراجعة
20592,لن يظهر بعد 5 دقايق
20593,شارات
20594,نقاط الشارات
20595,ارتداء الملابس
20596,هذا اللاعب لم يفز بالشارة في الوقت الحالي
20597,مبروك على فتح الشارة الجديدة
20598,نقاط الشارة الحالية
20599,@1 علامات التسجيل
20600,1@ يحصل على
20601,ارتداء الشارة @1 بنجاح! تحقق منها الآن!
20602,@1 إلغاء ارتداء شارة
20603,أكمل مهام الشارة واحصل على مكافآت!
20604,مكافآت
20605,غير مكتمل
20606,1@تحقق من ذلك! لقد فتحت شارة جديدة
20607,شروط الفتح
20608,مشاركة الشارة
20609,الرد
20610,مجموعة
20611,مجموعة @1
20612,انطلق مباشرة
20613,حجب الرسائل
20614,حظر الدردشة
20615,طرد من المجموعة
20616,تحويل المجموعة
20617,السماح بتوجيه الدعوات
20618,دعوة الأصدقاء إلى المجموعة
20619,لا يوجد أعضاء في المجموعة، قم بدعوة أصدقائك إليها
20620,معلومات المجموعة
20621,الدردشة مع صديق
20622,"انت مجظور من الدردشة,لايمكن ارسال رسائل"
20623,إلغاء الحظر
20624,لا يوجد اصدقاء لدعوتهم
20625,تمت عملية التحويل بنجاح
20626,فشل في ارتداء الشارة
20627,المضيف لديه هذا التصريح فقط
20628,سيتم رفض الدردشة الجماعية في حال غادر المضيف ، نقل دور المضيف يحافظ على الدردشة. هل أنت متأكد من رفض هذه الدردشة؟
20629,1@ممنوع من الانضمام إلى هذه الدردشة
20630,فشل في الدعوة
20631,السماح بتوجيه دعوات الدردشة الجماعية
20632,عدد أعضاء المجموعة وصل إلى الحد الأقصى ، لا يمكن دعوة المزيد
20633,الدردشة الجماعية وصلت إلى الحد الأقصى، لا يمكن إنشاء مجموعة جديدة
20634,تم إنشاء دردشة جماعية! العضو الحالي:@1
20635,مرحبًا بالاعب @1 ، بدعوة من @2
20636,تمت الدعوة بنجاح
20637,غادر
20638,حل المجموعة
20639,ليس لديك أي سجل دردشة جماعية. أنشئ دردشة جماعية مع أصدقائك الآن!
20640,أنشئ
20641,1@أبلغ العديد من اللاعبين عن تعليقاتك غير اللائقة ، وتم منعك من وظيفة الدردشة الجماعية. يرجى الانتظار حتى والمحاولة مرة أخرى.
20642,1@أبلغ العديد من اللاعبين عن تعليقاتك غير اللائقة ، وتم منعك من وظيفة الدردشة الجماعية. يرجى الانتظار حتى والمحاولة مرة أخرى.
20643,وصل عدد مجموعات هذا اللاعب إلى الحد الأقصى.
20644,انتهت مهلة تحميل الشارة ، يرجى المحاولة لاحقًا
20645,1@اللاعب هو المضيف الآن
20646,عضو مجموعة موجود مسبقا، يرجى عدم الاضافة بشكل متكرر
20647,تم الإبلاغ أكثر من مرة خلال يوم واحد عن @1 ، لا يُسمح بإلغاء الحظر
20648,"لا تنشر أي منشورات تحتوي على محتوى مخالف ، وإلا فإن ""ميني كابتين"" سيقوم بعاقبك"
20649,الترقية إلى المستوى التالي من الميدالية لا تزال سيئة @1
20650,تمت ترقية الشارة إلى الحد الأقصى
20651,من المفضلة
20652,تم صنعة من قبل ماللك الملف الشخصي
20653,الحالة
20654,أعمالي
20655,المفضلة
20656,عمله/ عملها
20657,قائمته المفضلة /قائمتها المفضلة
20658,الرجاء عدم التثبيت على الخرائط المخفية
20659,الرجاء عدم اخفاء الخرائط المثبتة
20660,استعمل رمز الماسح الضوئي لاضافتي كصديق
20661,استعمل رمز الماسح الضوئي وأضفني كصديق لك
20662,رمز الماسح الضوئي
20663,الرموز التي يحتويها الاسم ليست موافقة للقوانين( لا تستخدم الفراغات عند عمل اسمك)
20664,هذا الاسم قيد الاستخدام يرجى إلادخال مرة أخرى
20665,تم التعليق بنجاح. سيصبح مرئيًا بعد تخطي المراجعة
20666,"تمت عملية الاعداد بنجاج, سيصبح مرئيا بعد تخطي المراجعة"
20667,تم النشر بنجاح
20668,الاسم قيد المراجعة. يمكنك التحقق في الملف الشخصي
20669,(الاسم الجديد قيد المراجعة)
20670,لا يمكن إعادة التسمية. الاسم قيد المراجعة
20671,@Null@
20672,حاول مرة أخرى
20673,تواجه شبكتك بعض المشكلات. يرجى التحقق من اتصالك بالإنترنت والنقر على زر إعادة المحاولة.
20674,حار
20675,القريبه
20676,اتبع
20677,يمكنك@ما يصل إلى خمسة أشخاص
20678,الرابط الحالي:
20679,@ أصدقائي
20680,مرئي للأصدقاء والمتابعين فقط
20681,عسكري
20682,انشر في الفريق الرسمي
20683,تعيين إلى مرئي للأصدقاء والمتابعين فقط
20684,تم تحديث ميزة اللحظة. تعال وتحقق من ذلك!
20685,عرض المزيد من الرسائل
20686,@ 1@أنت
20687,@ 1 تعليقات في المجموع
20688,لقد وصلت إلى النهاية!
20689,رسمي
20690,متميز
20691,تعيين إلى مرئي للجميع
20692,هل تريد مسح جميع الإشعارات؟
20693,الصورة في انتهاك
20694,لا يمكنك التعليق على لحظة الشخص الآخر
20695,لا يمكن للألعاب السحابية استخدام الألبوم المحلي ، يرجى استخدام عملية جانب العميل.
20700,@Null@
20994,جائزة مدرسة Mini
20995,"تهانينا, لقد حصلت على درجات رائعة في الاختبار. الرجاء المطالبة بالجوائز التالية في الوقت المناسب"
20996,@Null@
20997,@Null@
20998,@Null@
20999,@Null@
21000,ميلاد مجيد
21001,مبروك الفوز بالمكافآت! تذكر أن تطالب بجوائزك قبل انتهاء صلاحيتها!
21002,@Null@
21003,@Null@
21004,"لم تتم المطالبة بالجوائز المرفقة بالبريد حتى الآن, من فضلك قم باستلامها قبل حذف البريد"
21005,@Null@
21006,"قم بتسجيل الدخول يوميًا وشارك لأول مرة للحصول على وعاء للذكرى السنوية (الفوز بنسبة 100٪)! هناك فرصة للحصول على جلود دائمة ، وملحقات حصرية للعالم المصغر ، ودعائم ضخمة ومكافآت فاصوليا صغيرة!
  تهانينا ، لقد حصلت على المكافآت التالية في الذكرى السنوية الثالثة للدبابات الكاملة ، يرجى المطالبة بها في أقرب وقت ممكن ، وستكون غير صالحة بعد انتهاء الصلاحية!"
21007,@Null@
21008,تهانينا! لقد فزت بالجائزة التالية من بيضة عيد الفصح. يرجى استلام بريد اللعبة قريبًا قبل يوم انتهاء الصلاحية
21009,اخطار الجائزة
21010,"عزيزي ""لاعب Mini"" ، نحن ممتنون لمشاركتك ونهنئك لأدائك المذهل في حدث Mini Garena هذا. يرجى الضغط على زر [الانتقال] للدخول إلى صفحة الحدث والنقر على زر {استلم الجائزة} وذلك لتحصل على الجائزة
  [استلم المكافاة لتحصل على المكافأة."
21011,نتمنى لك هدايا صيف سعيدة
21012,تهانينا! لقد حصلت على حزمة هدايا الصيف ، يرجى المطالبة بها قبل انتهاء صلاحية البريد! تكلفة منخفضة للغاية للحصول على صور رمزية رائعة وحزم هدايا مجانية للمطالبة بها! تخصيص الصورة الرمزية الخاصة بك!
21013,أعزائي اللاعبين، لقد قمت بشراء خادمMini يرجى منكم الذهاب إلى صالة الانترنت، خدمة خادم Mini لإعادة تعيين الإعدادت  المتعلقة بذلك، للمزيد من المعلومات نرجو منكم النقر على الزر ( مباشر إلى)
21030,طلب أذونات
21031,"لاستخدام وظيفة الدردشة الصوتية داخل ""ميني ورلد"" ، يلزم الحصول على إذن للوصول إلى الميكروفون في هاتفك."
21050,@Null@
21051,اللعبة عبارة عن عالم افتراضي ، لا تقلد أي من تصرفات هذه اللعبة
21052,اللعبة عبارة عن عالم افتراضي ، لا تقلد أي من تصرفات هذه اللعبة
21053,اللعبة عبارة عن عالم افتراضي ، لا تقلد أي من تصرفات هذه اللعبة
21054,اللعبة عبارة عن عالم افتراضي ، لا تقلد أي من تصرفات هذه اللعبة
21055,اللعبة عبارة عن عالم افتراضي ، لا تقلد أي من تصرفات هذه اللعبة
21056,ضع في اعتبارك معلومات الاتصال بالوالدين ورقم الشرطة ، واطلب المساعدة في الوقت المناسب في حالة الخطر.
21057,@Null@
21058,@Null@
21059,استخدم فقط الموقع الرسمي المعترف به واحذر من المواقع المزيفة وامتنع عن تسجيل الدخول اليها.
21060,تواصل فقط مع قنوات خدمة العملاء الرسمية المعترف بها ، واحذر من المحتالين وامتنع عن إجراء أي تحويلات مالية.
21061,@Null@
21062,@Null@
21063,@Null@
21064,@Null@
21065,@Null@
21066,@Null@
21067,@Null@
21068,@Null@
21069,@Null@
21070,@Null@
21071,في حالة استخدمت أداة خاطئة، سوف تنفذ القدرة على التحمل، عند نفاذها سوف تفقد القدرة على الحياة
21072,يمكن تكديسها لتغيير السماكة. يمكن تكديس اللوح الثلاثي في أشكال مختلفة
21073,يقال إن أحدهم وجد خريطة كنز في جرة فخارية مدفونة في الرمال الصفراء
21074,أعاد كابتن بلاك هات ثيك الكنوز خلال العاصفة على  #cffda0aa القارب الكبير المصنوع من قبل المكينة #n
21075,جلب البحارة الكنوز الغريبة وبدأوا التجارة #cffda0a تجار الجزيرة #n عصر الشراع العظيم
21076,أشجار جوز الهند المزرعة في #cffda0a حفرة التراب الحمراء #n سوف تتغير #cffda0a يعد المتحول سلاحا ضروريا على متن السفينة الشراعية
21077,يزداد ضغط الماء مع عمق المحيط. وكلما زاد ضغط الماء ، زادت سرعة استهلاك القدرة على التحمل. وحتى كتل التكسير التي ليست صلبة بما يكفي
21078,(وضع المغامرة) الليلة الخاصة متاحة مرة كل 4 أيام. قم بالتجوال وقد تصادف الصدفة.
21079,من خلال البحوث العلمية الواسعة ، لقد حققنا تقدمًا في نمو المحاصيل! الآن ، يمكن لمحاصيلك الازدهار بشكل مستقل دون الحاجة إلى المراقبة المستمرة. سينمون بمعدلهم الطبيعي الخاص.
21080,لن يكون حيواناتك خاملة عندما يتعلق الأمر بالتكاثر! طالما أن لديهم ما يكفي من الطعام ويفي بشروط المعيشة، سينمون مع مرور الوقت!
21081,تحت تأثير طاقة الفراغ ، ستظهر النباتات والمخلوقات سماتًا مستندة إلى الفراغ.
