ID,描述
10063,"Komen beradab, menjelaskan sebab-sebab ketidaksukaan, seperti ""Penetapan tahap tidak masuk akal, saya harap dapat memperbaiki"""
10064,Bagaimana jika ulasan dihapuskan?
10065,Lakukan sekali lagi dan tulis perkara yang sama
10066,"Marah, keluar!"
10067,"Fikirkan sebab penghapusan, dan betulkannya setelah berunding dengan orang lain"
10068,"Antara komen berikut, yang manakah lebih bermakna?"
10069,"""Ini sangat menyeronokkan, semua orang datanglah untuk bermain """
10070,"""Klik butang suka di sebelah kanan jikalau anda rasa komen saya yang betul"""
10071,Berkongsi pengalaman setelah bermain peta
10072,Apa yang harus saya lakukan sekiranya saya menghadapi komen yang tidak beradab?
10073,Hantarkan juga komen yang kurang ajar
10074,Melaknat orang itu
10075,Laporkan dan tulis alasannya
10076,"Antara komen berikut, yang manakah dianggap sebagai penggunaa bahasa kekerasan ?"
10077,"""Hati-hati ketika bermain peta ini, jangan jatuh ke dalam perangkap"""
10078,"""Peta ini sangat menyeronokkan, mari bermain bersama!"""
10079,"""Orang yang tidak bermain peta ini adalah orang bodoh o (> _ <) o"""
10080,@Null@
10081,@Null@
10082,@Null@
10500,@Null@
10501,Padat
10502,Intensif
10503,Sangat banyak
10504,Bentuk
10505,Ketinggian aras laut: 63
10506,Minimum
10507,Maksimum
10508,Sudah wujud
10509,Lalai dipulihkan
10510,Credit
10511,Baik
10512,Sangat baik
10513,Buruk
10514,Kredit Pengarang
10515,Kredit Peribadi
10516,#LMaklumat Kredit
10517,Mengapa anda melaporkan
10518,Penyataan Pelaporan
10519,Sebab Pelaporan
10520,#L#cfa7a0fLangkah sebelum
10521,Menggodam
10522,Pembuat masalah berniat jahat
10523,Album ini menerbitkan gambar haram berkaitan pornografi
10524,Album ini menerbitkan gambar haram berkaitan sensitif secara politik
10525,Avatar menggunakan gambar haram berkaitan pornografi
10526,Avatar menggunakan gambar haram yang sensitif secara politik dan berkaitan
10527,Gunakan teknik menggodam dalam peta
10528,Pelanggaran tangkapan skrin arkib
10529,Tajuk /keterangan peta yang tidak betul
10530,Mencuri simpanan pemain lain
10531,Kandungan pornografi
10532,Kandungan sensitif politik
10533,Kandungan berbayar yang diarkibkan tidak sepadan dengan keterangan
10534,Kandungan berbayar yang diarkibkan tidak sepadan dengan keterangan
10535,Lapor
10536,Siarkan kandungan sensitif politik
10537,Jangan laporkan berulang kali
10538,@Null@
10539,@Null@
10540,@Null@
10541,Emoji
10542,@Null@
10543,@Null@
10544,@Null@
10545,"Mungkin terdapat kandungan yang tidak sihat dalam catatan ini, disembunyikan buat sementara waktu"
10546,"Harap jaga persekitaran kesihatan dalam permainan, sila masukkan lagi."
10547,"Peta ini mempunyai kandungan yang tidak sihat, tidak dapat diunduh sekarang."
10548,"Tolong jaga persekitaran kesihatan dalam permainan, buat ruangan gagal."
10549,"Peta ini mempunyai kandungan yang tidak sihat, tidak dapat bergabung dengan ruangan."
10550,Penghinaan atau gangguan
10551,Termasuk pengiklanan
10552,Kandungan yang tidak bermakna
10553,Lapor peta
10554,Pilih sebab laporan anda
10555,Sila masukkan alasan anda melaporkan (12-200 patah perkataan)
10556,Arkib ini
10557,status ini
10558,komen ini
10559,"Peta telah dilaporkan berkali-kali dalam jangka waktu yang singkat, sedang dalam tinjauan dan tidak dapat dimuat turun"
10560,"Peta ini dilaporkan berkali-kali dalam waktu singkat, yang sedang dalam tinjauan, tidak dapat memasuki ruangan berbilang pemain"
10561,"Peta ini dilaporkan berkali-kali dalam waktu singkat, yang sedang dalam tinjauan, tidak dapat memasukkan peta"
10562,"Peta ini dilaporkan berkali-kali dalam waktu singkat, yang sedang dalam tinjauan, tidak dapat membuka ruangan berbilang pemain"
10563,"Peta ini dilaporkan berkali-kali dalam waktu singkat, yang sedang dalam tinjauan, tidak dapat dicari"
10564,"Peta ini dilaporkan berkali-kali dalam masa yang singkat, yang sedang dalam tinjauan, tidak dapat dikongsi"
10565,"Peta ini dilaporkan berkali-kali dalam waktu singkat, yang sedang dalam tinjauan, tidak dapat memeriksa komen"
10566,@Null@
10567,"Anda telah dilaporkan beberapa kali baru-baru ini, anda tidak dapat membuat ruangan dalam talian dalam waktu singkat"
10568,"Ruangan tersebut telah dilaporkan untuk tuduhan pelanggaran, tidak dapat dicari"
10569,Bilik ini
10570,Tidak dapat mengendalikan peta yang sedang dikaji
10571,Kandungan keganasan
10572,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi membuat bilik dalam talian dilumpuhkan untuk @1"
10573,Tidak dapat beroperasi pada komen yang dikaji
10574,Tidak dapat menjalankan aktiviti yang sedang dikaji
10575,"Pemain mini yang dihormati:
 Dalam""#c0aaa1apedang tajam aksi#n"", menurut beberapa laporan pemain, anda mempunyai#cef2d2d@2#n di#cef2d2d@1#n, yang disahkan oleh sistem. Maaf memaklumkan bahawa anda akan dihukum oleh#cef2d2d@3#n. Saya harap anda dapat mematuhi peraturan dan membantu kami membina persekitaran permainan yang sihat, adil dan baik di Mini World. (Dari: Kapten Mini) """
10576,"Pemain mini yang dihormati:
 Laporan anda mengenai tingkah laku #cef2d2d@3#n di#cef2d2d@2#n di#cef2d2d@1#n telah disahkan oleh sistem sebagai benar. Kini pemain telah dihukum dengan #cef2d2d@5#n, terima kasih anda untuk mengambil bahagian dalam ""#c0aaa1aTindakan pedang#n"" dan menyumbang kepada pembinaan persekitaran permainan yang sihat, adil dan baik untuk Mini World. (Dari: Kapten Mini)"
10577,"Anda telah dilaporkan berkali-kali baru-baru ini, fungsi muat naik peta dilumpuhkan ke@1"
10578,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi muat naik peta dilumpuhkan secara kekal"
10579,Anda telah dilaporkan berkali-kali baru-baru ini dan fungsi muat naik gambar dilumpuhkan ke@1
10580,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi muat naik gambar dilumpuhkan secara kekal"
10581,Anda telah dilaporkan beberapa kali baru-baru ini. Lumpuhkan fungsi bercakap di ruangan ke@1
10582,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi bercakap di dalam bilik dilumpuhkan secara kekal"
10583,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi menghantar komen peta dilumpuhkan ke@1"
10584,"Anda telah dilaporkan beberapa kali baru-baru ini, keupayaan untuk menghantar komen peta dilumpuhkan secara kekal"
10585,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi dinamik siaran dilumpuhkan ke@1"
10586,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi dinamik pos dilumpuhkan secara kekal"
10587,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi menghantar komen dinamik dilumpuhkan ke@1"
10588,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi menghantar komen dinamik dilumpuhkan secara kekal"
10589,"Anda telah disyaki melanggar peraturan beberapa kali baru-baru ini, dilarang menggunakan semua fungsi dalam permainan yang memerlukan jaringan untuk@1"
10590,"Anda telah disyaki melanggar peraturan beberapa kali baru-baru ini, anda dilarang untuk menggunakan semua fungsi dalam permainan yang memerlukan internet"
10591,Anda telah dipaksa di luar talian
10592,"Anda telah dilaporkan beberapa kali baru-baru ini, fungsi membuat bilik dalam talian dinonaktifkan secara kekal"
10593,Pemain dikunci dalam bilik gelap (dilarang) dan tidak boleh %s
10594,Arkib
10595,Profil
10596,Bilik berbilang pemain
10597,Arkib komen
10598,Status
10599,Komen dinamik
10600,Lumpuhkan fungsi muat naik peta ke@1
10601,Lumpuhkan fungsi muat naik peta secara kekal
10602,Lumpuhkan fungsi muat naik gambar ke@1
10603,Lumpuhkan fungsi muat naik gambar secara kekal
10604,Lumpuhkan fungsi membuat bilik dalam talian ke@1
10605,Lumpuhkan fungsi membuat bilik dalam talian secara kekal
10606,Lumpuhkan fungsi bercakap di ruangan ke@1
10607,Lumpuhkan fungsi bercakap di bilik secara kekal
10608,Lumpuhkan fungsi menghantar komen peta ke@1
10609,Lumpuhkan keupayaan untuk menghantar komen peta secara kekal
10610,Lumpuhkan fungsi dinamik siaran ke@1
10611,Lumpuhkan ciri dinamik siaran secara kekal
10612,Lumpuhkan fungsi menghantar komen dinamik ke@1
10613,Lumpuhkan keupayaan untuk menghantar komen dinamik secara kekal
10614,@Null@
10615,@Null@
10616,@Null@
10617,@Null@
10618,@Null@
10619,@Null@
10620,@Null@
10621,@Null@
10622,@Null@
10623,@Null@
10624,@Null@
10625,@Null@
10626,@Null@
10627,@Null@
10628,@Null@
10629,@Null@
10630,Rayuan
10631,"Untuk meningkatkan tahap keberhasilan rayuan, isikan alasan rayuan dengan teliti"
10632,Masukkan alasan untuk membuat rayuan dengan tidak kurang dari 50 patah perkataan
10633,Anda telah mengemukakan rayuan dan kakitangan akan menyemaknya dalam masa 90 hari
10634,Rayuan anda dalam semakan.
10635,"Rayuan anda telah ditinjau. Oleh sebab peta anda mengandungi kandungan yang berisiko tinggi atau berisiko tinggi, maka keputusan tersebut dianggap melanggar. Platform ini melarang pembuatan dan penyebaran kandungan haram, harap patuhi undang-undang dan peraturan nasional, jika tidak, platform tersebut akan dipertanggungjawabkan."
10636,Masukkan alasan untuk membuat rayuan dengan tidak kurang dari 50 patah perkataan
10637,Masukkan alasan untuk membuat rayuan dengan tidak lebih dari 500 patah perkataan
10638,"Peta ini mungkin disyaki melanggar dan tidak lagi tersedia. Sekiranya anda perlu membuat rayuan, klik butang banding di sudut kanan atas"
10639,"Peta sedang dalam tinjauan, tidak tersedia buat sementara waktu, sila tunggu semakan"
10640,Peta tersebut mungkin disyaki pelanggaran dan buat masa ini tidak dapat dalam talian.
10641,"Setelah peta dimuat, peta dapat disambungkan secara normal, jika tidak hanya dapat dimainkan dalam pemain tunggal."
10642,"Peta yang hanya dapat dilihat oleh anda, tidak dapat digunakan untuk membuka bilik dalam talian, hanya permainan pemain tunggal."
10643,"Anda belum mengikat nombor telefon bimbit, anda tidak boleh menggunakan fungsi ini"
10644,Anda memerlukan pengesahan telefon bimbit untuk menggunakan ciri ini
10645,Sila sahkan melalui telefon bimbit terlebih dahulu (pengesahan e-mel tidak disokong)
10646,Klik untuk memasukkan kandungan
10647,"Pengembara yang dihormati: Menyiarkan maklumat pelanggaran, aplikasi sosial, penyebaran maklumat terkemuka akan ditutup di dalam sebuah bilik hitam kecil."
10648,"Peta mungkin mengandungi kandungan berisiko, tidak tersedia buat sementara waktu"
10649,"Peta semasa belum disemak, sila muat turun versi terkini setelah disemak"
10650,"Status peta telah berubah, sila masuk ke permainan sekali lagi"
10651,Batalkan semakan
10652,Berjaya dibatalkan
10653,Gagal dibatalkan. Sila periksa rangkaian anda dan cuba lagi
10654,Adakah anda pasti membatalkan semakan? #cef2d2d(Anda perlu beratur sekali lagi setelah membatalkan semakan)
10655,"Sedang disemak, tidak boleh dicabut"
10656,Sedang disemak
10657,"Peta semasa sedang dalam tinjauan, sementara tidak dapat dihubungkan, sila tunggu"
10658,Peta semasa telah tamat. Tidak dapat menyertai bilik berbilang pemain. Sila kemas kini ke versi terkini.
10659,"Komen berjaya! Oleh sebab kandungan risikonya berisiko, peta tersebut tidak akan dapat dilihat dalam cadangan"
10660,@Null@
10700,Penipuan
10701,Penggodam
10702,pengiklanan haram
10703,Buli /gangguan
10704,Nilai yang tidak betul
10705,Permainan yang tidak adil
10706,Mencuri karya orang lain
10720,@Null@
10721,"Anda telah diberi amaran kerana pelanggaran suara sebelum ini. Jika anda terus mencetuskan pelanggaran suara, anda akan dihukum dengan mematikan ciri suara."
10722,@Null@
10723,@Null@
10724,Anda telah menerima banyak amaran berkaitan suara pada masa lalu dan telah diharamkan. Tamat dalam: @1
10725,@Null@
10726,@Null@
10727,@Null@
10728,Projek Star Kai - Pemberitahuan Keputusan Penilaian Kualiti Peta
10729,Klik untuk menukar penampilan pakaian
10730,Tanda tangan pertandingan
10731,Lumpuhkan penerbitan tandatangan pertandingan ke @1
10732,Lumpuhkan keupayaan untuk menerbitkan tandatangan pertandingan secara kekal
10800,@Null@
10801,Berbual dengan Badak
10802,"Berjalan ke Badak, dia akan memberitahu anda beberapa rahsia"
10803,Ok
10804,Jalanlah
10805,Ok
10806,Ada apa?
10807,Ya
10808,"Hahaha, akhirnya anda sampai di sini."
10809,Sudah lama awak menunggu saya?
10810,Memburu ayam
10811,Tolong saya memburu ayam.
10812,Serahkan kepada saya
10813,Mengapa tidak melakukannya sendiri？
10814,Cari sasaran anda dengan teliti
10815,Ok
10816,Jumpa lagi selepas memburu ayam!
10817,Ok
10818,Bagus!
10819,...
10820,Kumpulkan kayu ceri
10821,Saya mahu 10 kayu ceri
10822,Serahkan kepada saya
10823,Selamat tinggal
10824,Kumpulkan lebih banyak kayu!
10825,Ok
10826,Di manakah kayu?
10827,Beri saya lebih banyak masa
10828,Di manakah kayu?
10829,Di sini
10830,Jalanlah
10831,Ok
10832,Sudahkah anda menyelesaikan tugas?
10833,Belum
10834,Sudahkah anda menyelesaikan tugas?
10835,Ya.
10836,Selamat datang ke Mini World!
11000,@Null@
11001,Catatan pengembaraan
11002,Kemajuan:
11003,Ganjaran
11004,Hantar Objek
11005,Interaksi
11006,Plot
11007,Tetapan plot cerita
11008,Senarai tugas
11009,Tugas Penghantaran
11010,Dialog lalai
11011,Fungsi interaksi
11012,Pilihan Fungsi Pencetus
11013,"Teruskan Dialog: Langkau ke dialog seterusnya
 Dialihkan arahan: Langkau ke dialog tertentu
 Tamatkan dialog: Tutup perbualan
 Terima Tugas: Terima tugas"
11014,Teruskan Dialog
11015,Tukar dialog
11016,Tamatkan dialog
11017,Terima Tugas
11018,Edit jalan cerita asal
11019,Buat jalan cerita
11020,Pilih jalan cerita untuk diedit
11021,Lalai
11022,Kategori 2
11023,Kategori 3
11024,Pilih templat yang sedia ada
11025,Edit Jalan Cerita
11026,Nama jalan cerita
11027,Klik untuk mengedit
11028,Dialog Jalan cerita
11029,Pencetus Sasaran
11030,Pilihan Interaksi dibuat secara automatik dalam sasaran
11031,Prasyarat
11032,Masa mula
11033,Masa tamat
11034,Tugas Prasyarat 1
11035,Tugas Prasyarat 2
11036,Tugas Prasyarat 3
11037,Pilihan alat
11038,Bilangan harta benda
11039,Maklumat Edit Jalan Cerita
11040,"Langkah-langkah untuk menggunakan plugin plot:
 1 Tetapkan nama cerita, ikon, dan dialog.
 2 Pilih sasaran pencetus.
 3 Masukkan pemalam plot ke peta.
 4 Cari sasaran pencetus yang dipilih, klik kanan /klik padanya, dan anda boleh mencetuskan plot.
 
 Berikut adalah penerangan fungsi pilihan:
 Ikon: Hanya digunakan untuk paparan perpustakaan plugin.
 Prasyarat: Tetapkan syarat yang mesti dipenuhi plot sebelum dapat dicetuskan.
 Dialog plot: Klik untuk mengatur dialog plot.
 Target pencetus: Setelah memilih sasaran pemicu, klik kanan /klik pada sasaran pemicu setelah memasukkan peta untuk mencetuskan plot.
 Senarai tugas: Paparkan semua tugas yang ditambahkan dalam cerita.
 
 PS: Tugas hanya dapat ditambahkan dalam fungsi tetapan dialog tetapan pencetus plot.
 #cfa7a0f Pemicu separa: #nBerbeda dari pencetus dalam alat pembangun, pencetus separa mempunyai sepasukan peristiwa yang berbeza dari masa lalu dan hanya dicetuskan untuk plugin ini, yang dapat memberikan lebih banyak kemungkinan untuk plugin!
 #cfa7a0f Skrip separa: #nBerbeda dengan skrip dalam alat pembangun, peristiwa skrip separa hanya dipicu untuk plugin ini.
 PS: Sekiranya plugin ini telah menggunakan pemicu atau skrip plugin versi lama dari plugin, anda boleh mengklik suis versi baru di sudut kanan atas pemicu separa atau bar pilihan skrip separa untuk beralih kembali ke versi lama pemicu dan skrip terbina dalam untuk diedit, tetapi versi lama Harap faham bahawa kandungan baru tidak lagi disokong."
11041,Sila pilih ikon
11042,Makhluk
11043,Alat
11044,Dialog Jalan Cerita hanya muncul apabila memenuhi syarat yang ditetapkan dalam keadaan prasyarat
11045,Tiada
11046,Tugas Prasyarat
11047,Waktu Dunia
11048,Alat peraga dimiliki
11049,Pilih Tugas
11050,Adakah anda pasti mengosongkan semua tetapan jalan cerita ke lalai?
11051,Sahkan
11052,Batal
11053,Tetapan dialog
11054,Kandungan dialog
11055,Jawapan 1
11056,Jawapan 2
11057,Jawapan 3
11058,Jawapan 4
11059,Padamkan
11060,Masukkan
11061,Tetapan jawapan
11062,Kandungan jawapan
11063,Fungsi Pencetus
11064,Pilih dialog
11065,Pilih tugas
11066,Sila pilih perbualan yang ingin anda tukarkan
11067,Sila pilih tugas yang akan diterima.
11068,Buat Tugas
11069,Adakah anda mahu memadamkan perbualan semasa?
11070,Sila tambahkan tugas dalam pilihan jawapan dialog plot.
11071,Tetapan tugas
11072,Nama tugas
11073,Kategori tugas
11074,Ganjaran tugas
11075,Ganjaran Pengalaman
11076,Dialog plot (setelah menerima tugas)
11077,Adakah perlu dihantar
11078,Sasaran penghantaran
11079,Pilihan interaktif telah dihasilkan secara automatik pada sasaran
11080,Hidupkan dialog tugas (belum selesai)
11081,Hidupkan dialog tugas (selesai)
11082,Tunjukkan dalam catatan pengembaraan
11083,Pilih sasaran tugas
11084,"Tidak ada: Selesai secara automatik setelah menerima tugas
 Mengalahkan makhluk: Mengalahkan makhluk
 Penghantaran alat peraga: alat peraga akan diserahkan ketika tugas diserahkan"
11085,Tiada
11086,Menyerang mahkluk
11087,Alat penghantaran
11088,Matlamat tugas
11089,Adakah anda pasti mahu memadamkan tugas ini?
11090,Sila masukkan kandungan perbualan
11091,Berulang
11092,Tunjukkan dalam catatan pengembaraan
11093,Aktifkan antara halaman untuk menerima / menyerahkan tugas
11094,Ikon
11095,Klik untuk memasukkan kandungan perbualan
11096,"Tidak diaktifkan, klik untuk mengedit"
11097,@Null@
11098,Penerangan penetapan dialog
11099,"Peraturan dialog:
 1 Klik kanan / klik pada makhluk untuk mencetuskan plot dan memulakan dialog.
 2 Dialog akan dimainkan mengikut urutan dari atas ke bawah dalam senarai di sebelah kiri.
 3 Sekiranya anda telah menetapkan jawapan, anda mesti memilihnya sebelum meneruskan.
 
 Berikut adalah penerangan fungsional pilihan:
 Kandungan dialog: Apa yang dikatakan oleh NPC.
 Jawapan 1 ~ 4: Pilihan yang dapat dipilih oleh protagonis, dan setiap pilihan dapat diatur dengan fungsi pemicu.
 Butang + di sebelah kiri: Tambahkan dialog baru di bahagian bawah.
 Padam: Padamkan perbualan yang sedang dipilih.
 Masukkan: Tambahkan dialog baru di atas dialog yang sedang dipilih.
 
 PS: Kosongkan isi jawapan, jawapannya tidak akan dipaparkan semasa dialog."
11100,", Ia akan dihantar secara automatik setelah selesai."
11101,Sangat dicadangkan untuk membaca keterangan sebelum mula mengedit ~
11102,Penerangan penetapan tugas
11103,"Penerangan pilihan untuk tetapan tugas:
 
 Dialog plot (setelah menerima tugas): Setelah menerima tugas, ikuti dialog tugas NPC.
 Sama ada tugas perlu diserahkan: Kawal sama ada tugas perlu diserahkan atau tidak, tugas itu akan dihantar secara automatik setelah selesai.
 Sasaran penyampaian: Makhluk mana yang akan melaksanakan tugas.
 Hidupkan dialog tugas (tidak selesai): Apabila tugas tidak selesai, serahkan dialog tugas NPC.
 Hidupkan dialog tugas (selesai): Apabila tugas telah selesai, serahkan dialog tugas NPC.
 Adakah ia dapat diulang: Kendalikan sama ada tugas dapat diselesaikan berulang kali.
 Mengaktifkan antara muka untuk menerima dan menyerahkan tugas: Aktifkan antara muka untuk menerima dan menyerahkan tugas."
11200,@Null@
11201,Sila tambahkan Fungsi Interaksi dalam Tetapan Jalan Cerita
11202,Notis fungsi interaksi
11203,"Di antara halaman ini, plot cerita dan tugas akan menetapkan makhluk sebagai sasaran pencetus secara automatik. 
[Edit] Merancang plot cerita dan tugas.
[Interaksi baru] Edit kedai dan item.
PS: Merancang atau edit plot cerita dan menetapkan sasaran pencetus dalam plot"
11204,Adakah anda pasti menyimpan tetapan semasa dan mengalihkan ke pengeditan Jalan cerita?
11205,Catatan pengembaraan dikemas kini
11206,Adakah anda pasti melepaskan tugas ini?
11207,Tiada catatan pengembaraan
11208,Selesai!
11209,Cari dan bercakap dengan@1
11210,Boleh dihantar
11211,Mengalahkan makhluk
11212,Kumpulkan alat peraga
11213,", Dan laporkan ke@1."
11214,", Dan serahkan kepada@1."
11215,Mengalahkan
11216,Kumpulkan
11217,Penghantaran automatik setelah selesai
11218,Terima tugas
11219,Tugas penghantaran
11220,Klik untuk memilih
11221,Ia selesai secara automatik setelah menerima tugas.
11222,@Null@
11301,@Null@
11500,@Null@
11501,Ciri-ciri fizikal
11502,Serangan fizikal
11503,"Setelah menghidupkan fizik lanjutan:
 1. Objek akan mempunyai kesan fizikal yang lebih realistik, seperti penurunan graviti, pelanggaran tumbukan, dll.
 2. Parameter atribut fizikal yang relevan akan terbuka untuk diedit, dan parameter dapat diubah untuk mendapatkan efek perlanggaran yang berbeza."
11504,#Menghidupkan fizik lanjutan
11505,"Setelah dibuka, anda dapat memperoleh kesan fizikal yang lebih realistik."
11506,#LBahan Fizikal
11507,Tekstur fizikal mempengaruhi daya geseran dan keanjalan.
11508,#LRintangan
11509,"Semakin besar rintangan, semakin cepat hadlaju objek merosot."
11510,#Rintangan sudut
11511,"Semakin besar rintangan sudut, semakin cepat kelajuan putaran objek merosot."
11512,#LKualiti
11513,"Semakin tinggi kualitinya, kemungkinan barang tidak tersingkir atau ditolak."
11514,#LGraviti
11515,"Setelah ditutup, objek tidak akan jatuh di udara."
11516,Pilihan bahan fizikal
11517,"Pilih bahan fizikal, atau anda boleh menambah dan mengubahsuai bahan fizikal tersuai."
11518,Pemilihan templat bahan
11519,"Setelah dipilih, data atribut semasa akan diganti. Kesan bunyi kesan tekstur sebelumnya tidak akan berubah."
11520,#Ltemplat
11521,Ketik untuk memilih templat tekstur
11522,Tekstur kustom
11523,Nama tekstur
11524,@Null@
11525,#LGeseran dinamik
11526,"Semakin besar geseran dinamik, semakin cepat objek merosot ketika meluncur di tanah."
11527,#LGeseran statik
11528,"Semakin besar geseran statik, semakin kurang objek ditolak."
11529,#LKeanjalan
11530,"Semakin besar keanjalannya, semakin jauh objek tersebut akan melambung selepas perlanggaran."
11531,Saiz Item
11532,@Null@
11533,Keanjalan tinggi (pratetap)
11534,Tiada keanjalan (pratetap)
11535,Logam
11540,Bahan baru
11541,Kecil
11542,Sederhana
11543,Besar
11544,Adakah anda mahu memadamkan bahan fizikal?
11545,Lancar (pratetap)
11546,Umum (pratetap)
11547,Kasar (pratetap)
12001,Bengkel mekanikal
12002,"1. Penjanaan jentera
 1. Letakkan bengkel mekanikal dan kawasan pembinaan muncul.
 2. Letakkan tempat duduk pemandu, mesin, roda dan blok badan di kawasan pembinaan dengan #c0aaa1a bersambung secara bersemuka #n.
 3. Klik kanan kedai mesin untuk membuka antara muka dan klik butang menjana untuk menghasilkan mesin.
 
 2. Perkara yang memerlukan perhatian
 1. Arah depan: arah anak panah #n untuk kawasan pembinaan #c0aaa1a.
 2. Batasan komponen: Jumlah maksimum teras mekanikal (tempat duduk pemandu) mestilah satu, bilangan maksimum mesin adalah satu, jumlah maksimum roda adalah 20, jumlah maksimum tempat duduk penumpang adalah 39, dan jumlah maksimum badan blok adalah 1,000.
 3. Lokasi penjanaan: Blok #c0aaa1a di kawasan pembinaan mod pengembaraan akan secara langsung menjadi mesin #n; mesin mod kreatif akan dilahirkan di sebelah kanan bengkel.
 4. Kualiti kereta: ia akan mempengaruhi kesan pemanduan. Contohnya, badan kayu terlalu ringan dan tidak stabil, dan badan besi terlalu berat dan perlahan.
 5. Bentuk badan kereta: Ini akan mempengaruhi kesan pemanduan. Contohnya, kenderaan beroda empat lebih stabil daripada kenderaan roda dua.
 6. Blok badan kereta: Sebilangan besar #c0aaa1a blok padat #n dan #c0aaa1a blok mini #n boleh digunakan. Setelah watak #c0aaa1a memasuki kawasan pembinaan #n, sifat fizikal dapat dilihat pada petua.
 
 Tiga, memuatkan jentera
 1. Pegang #c0aaa1a sepana #n untuk penggunaan mekanikal, anda boleh mengubahnya menjadi kapsul mekanikal. PS: Pastikan bar pintasan #c0aaa1a percuma #n semasa mengambilnya!
 2. Pegang kapsul mekanikal dan gunakan di atas tanah untuk memanggil mesin yang sesuai.
 3. Kapsul mesin boleh dimuat di kedai mesin, dan mesin yang sesuai dapat dibina dalam bentuk kubus di kedai.
 
 Keempat, interaktiviti
 1. Boleh bertembung dengan objek fizikal yang lain.
 2. Ia boleh mencetuskan blok sentuhan fizikal, papan sensitif tekanan sentuh, papan sensitif tekanan normal dan blok bintang berkelip.
 3. Boleh dicengkam oleh sarung tangan graviti dan penyumbat jet.
 
 Lima, berkaitan dengan pertempuran
 1. Pemusnahan komponen: Komponen tersebut mempunyai nilai kesihatan, dan ia akan mengurangkan kesihatannya ketika diserang. Apabila nilai kesihatan turun menjadi 0, komponen tersebut akan hancur.
 2. Kerosakan perlanggaran: Apabila kenderaan mekanikal bertabrakan, ia akan mengalami kerosakan perlanggaran. Semakin kuat perlanggaran, semakin tinggi kerosakannya.
 3. Suis kerosakan: Kerosakan kenderaan dapat dihidupkan atau dimatikan melalui pilihan suis kerosakan kenderaan baru dalam peraturan permainan-pengaturan dunia."
12003,Menjana jentera
12004,Memuatkan jentera
12005,Menjana
12006,Memuatkan
12007,Sila pilih kapsul mekanikal:
12008,Terdapat blok di kawasan itu dan tidak dapat dimuat
12010,Kiri
12011,Kanan
12012,Km/h
12013,"Terdapat penumpang di mesin, tidak dapat menghasilkan kapsul mesin"
12014,Simpan ke stor sumber
12015,Tunjukkan pusat jisim
12016,kg
12017,paling banyak hanya satu teras mekanikal yang boleh diletakkan
12018,bateri yang tidak mencukupi
12019,Blok ini tidak dapat digunakan untuk memasang mesin
12020,Hanya satu enjin yang boleh diletakkan
12021,"Kekurangan teras mekanikal (tempat duduk pemandu), tidak dapat dihasilkan"
12022,Lebih daripada satu teras mekanikal tidak dapat dihasilkan
12023,"Terlalu banyak kenderaan di peta ini, sila kurangkan beberapa kenderaan"
12024,Sila masukkan kapsul mekanikal
12025,Bilangan tersebut telah mencapai had atas
12026,Kuantiti melebihi had atas
12027,sedang dimuatkan
12028,Nilai Nyawa
12029,Kos Elektrik
12030,Kualiti
12031,Nama mesin
12032,Penerangan mekanikal
12033,Tetapan kecederaan
12034,Memusnah kenderaan mekanikal
12051,Bahagian struktur
12081,Bahagian gerak
12082,Roda
12083,Kaki Mekanikal
12084,Baling-baling
12085,Sayap
12086,Mesin Terapung
12111,Jana kuasa
12112,Enjin
12113,Penolak
12114,Tenaga
12115,pendorong skru.
12141,tempat duduk
12142,Tempat duduk pemandu
12143,Tempat duduk penumpang
12144,Kemudi bot.
12171,Senjata
12172,Senjata jarak deat
12173,Mesingan
12174,Meriam
12175,Bom tangan
12176,Peluru berpandu roket
12177,Penyembur Api
12178,Bom api
12179,Meriam elektrik
12180,Anak panah
12201,Bahagian berfungsi
12202,bekalan kuasa
12203,Jentera Litar
12204,Peranti kawalan
12205,sendi
12206,Peranti Sokongan
12231,Peranti Bersama
12300,Penjujukan tindakan
12301,Masa berjalan setiap baris
12302,Pelaksanaan gelung
12303,Tetapkan semula semua
