ID,名字,描述
1033001,Beku,"Tidak dapat bergerak jika dibekukan, ia akan sembuh selepas mengalami kecederaan tertentu."
1034001,Pembekuan Dalam,"Ia tidak boleh bergerak apabila dibekukan, tetapi ia tidak akan menyakitkan, ia akan cair apabila dipanaskan."
1035001,Perubahan suhu berterusan (ujian),
1036001,Perubahan suhu ambien (ujian),
1037001,Beku 2,"Tidak dapat bergerak jika dibekukan, ia akan sembuh selepas mengalami kecederaan tertentu."
1037002,Beku 3,"Tidak dapat bergerak jika dibekukan, ia akan sembuh selepas mengalami kecederaan tertentu."
1038001,Ais sejuk 1,Sejuk boleh membuat anda bergerak perlahan.
1038002,Ais sejuk 2,Sejuk boleh membuat anda bergerak perlahan.
1038003,Ais sejuk 3,Sejuk boleh membuat anda bergerak perlahan.
1039001,Rintangan sejuk,Meningkatkan daya tahan terhadap kesejukan.
1040001,Rintangan haba,Meningkatkan daya tahan terhadap haba.
1041001,mengelakkan kesejukan.,
1042001,Tahan haba.,
1043001,Meningkatkan Kerosakan Ais (Ujian),Meningkatkan Kerosakan Ais (Ujian)
1044001,Kerosakan Pembekuan Berterusan (Ujian),Kerosakan Pembekuan Berterusan (Ujian)
1045001,Meningkatkan Kerosakan Beku (Ujian),Meningkatkan Kerosakan Beku (Ujian)
1046001,Meningkatkan Serangan Ais (Ujian),Meningkatkan Serangan Ais (Ujian)
1047001,Meningkatkan pertahanan ais (ujian),Meningkatkan pertahanan ais (ujian)
1048001,Terkena kerosakan ais semasa melakukan tindakan (ujian),Terkena kerosakan ais semasa melakukan tindakan (ujian)
1049001,Kuasa syaitan,
1050001,Kecederaan Ais 1,"Diserang oleh sifat ais, anda berasa sejuk dan bergerak perlahan."
1050002,Kecederaan Ais 2,"Diserang oleh sifat ais, anda berasa sejuk dan bergerak perlahan."
1050003,Kecederaan Ais 3,"Diserang oleh sifat ais, anda berasa sejuk dan bergerak perlahan."
1050004,Kecederaan Ais 4,"Diserang oleh sifat ais, anda berasa sejuk dan bergerak perlahan."
1050005,Kecederaan Ais 5,"Diserang oleh sifat ais, anda berasa sejuk dan beku!"
1051001,pembakaran spontan.,Terbakar dan terus cedera.
1052001,mudah terluka.,
1060001,Bola salji - tiada bola,Mempunyai operasi bola.
1060002,Bola salji - mempunyai bola,"Mempunyai tindanan, daya penyimpanan, operasi detasmen."
1061001,Kawalan Imuniti,Kesan kawalan pembekuan imun
1062001,Malam Hampa,Dijangkiti oleh Hampa!
1069001,Daya tahan rosak (Raksasa),Daya tahan rosak dan keupayaan untuk bergerak hilang buat sementara waktu.
1070001,Daya tahan rosak,Daya tahan rosak dan keupayaan untuk bergerak hilang buat sementara waktu.
1071001,Serangan balas pertahanan (Racun),Boleh meletakkan penyerang dalam keadaan beracun
1072001,selera makan yang bagus,"Tidur nyenyak malam tadi, mempunyai selera makan pagi ini!"
1073001,Anti Racun Kala Jengking Lv1,"Racun kala jengking akan menjadi lebih kuat, jadi berhati-hati!"
1073002,Anti Racun Kala Jengking Lv2,"Racun kala jengking akan menjadi lebih kuat, jadi berhati-hati!"
1073003,Anti Racun Kala Jengking Lv3,"Racun kala jengking akan menjadi lebih kuat, jadi berhati-hati!"
1073004,Anti Racun Kala Jengking Lv4,"Racun kala jengking akan menjadi lebih kuat, jadi berhati-hati!"
1073005,Anti Racun Kala Jengking Lv5,"Racun kala jengking akan menjadi lebih kuat, jadi berhati-hati!"
1074001,Nyalakan Lv 1,Menyebabkan 3 mata kerosakan setiap 1 saat.
1074002,Nyalakan Lv2,Menyebabkan 5 mata kerosakan setiap 1 saat.
1074003,Nyalakan Lv3,Menyebabkan 10 mata kerosakan setiap 1 saat.
1075001,Transformasi Kebal,Kesan kawalan kebal untuk membekukan
2000001,Bubble Sleep 1,tertidur
2001001,Beku,Kesejukan akan memperlahankan pergerakan anda.
2002001,Beku,Kesejukan akan memperlahankan pergerakan anda.
2002002,Pecut,Kelajuan asas meningkat sebanyak 20%.
2003001,Beku,Kesejukan akan memperlahankan pergerakan anda.
2004001,,
2005001,penggalian gila.,Kelajuan penggalian meningkat 50%.
2006001,Serangan kuat tahap 1,Kerosakan pertempuran jarak dekat meningkat sebanyak 1%.
2006002,Serangan kuat tahap 2.,Kerosakan pertempuran jarak dekat meningkat sebanyak 2%.
2006003,Serangan kuat tahap 3.,Kerosakan pertempuran jarak dekat meningkat sebanyak 3%.
2006004,Serangan kuat tahap 4.,Kerosakan pertempuran jarak dekat meningkat sebanyak 4%.
2006005,Serangan kuat tahap 5.,Kerosakan pertempuran jarak dekat meningkat sebanyak 5%.
2007001,Menembak kuat tahap 1.,Kerosakan jauh meningkat sebanyak 1%.
2007002,Menembak kuat tahap 2.,Kerosakan jauh meningkat sebanyak 2%.
2007003,Menembak kuat tahap 3.,Kerosakan jauh meningkat sebanyak 3%.
2007004,Menembak kuat tahap 4.,Kerosakan jauh meningkat sebanyak 4%.
2007005,Tembak kuat tahap 5.,Kerosakan jauh meningkat sebanyak 5%.
2008001,beruang hangat.,Meningkatkan daya tahan terhadap kesejukan.
2009001,Honeysuckle,"Bakat: Membangkitkan tenaga tertutup, meningkatkan ketahanan terhadap sejuk!"
2010001,Pemulihan HP Lv1,Pulihkan 10 HP dalam 10 saat
2010002,Pemulihan HP Lv2,Pulihkan 20 HP dalam 10 saat
2011001,Pening Lv1,"Terkedu, hilang upaya pergerakan sementara waktu."
2012001,Perisai,Perisai yang bernilai 20 HP
2013001,Pemulihan HP yang perlahan Lv 1,Memulihkan 5 HP setiap 3 saat.
2013002,Pemulihan HP yang perlahan Lv 2,Memulihkan 5 HP setiap saat.
2013003,Pemulihan HP yang perlahan Lv 3,Memulihkan 5 HP setiap 3 saat.
2014001,Keracunan Makanan Lv1,"Makanan yang saya makan tidak begitu bersih, saya tidak boleh berjalan. . ."
2014002,Keracunan Makanan Lv2,"Makanan yang saya makan tidak begitu bersih, saya tidak boleh berjalan. . ."
2014003,Keracunan Makanan Lv3,"Makanan yang saya makan tidak begitu bersih, saya tidak boleh berjalan. . ."
