ID,描述
20457,Ação personalizada
20458,Ação de emote de estrela
20459,Sem dados de ação. Não pode ser salvo como combinação de ação
20460,Apenas ação padrão. Não pode ser salvo como combinação de ação
20461,Número de arquivos de ação atingiu o limite superior
20462,Tem certeza de que deseja limpar o plano de aplicação de ação?
20463,Você não pode editar a ação oficial
20464,Controle de deslocamento
20465,Só pode ajustar o deslocamento
20466,Este osso não suporta edição de modelo
20467,Seu telefone não suporta esta função
20468,Aviso: só pode ser possível e verificado 5 vezes por dia
20469,Enviei a verificação mais de 5 vezes hoje. Reenvie amanhã.
20470,Faça uma pose e eu te seguirei
20471,"Clique no botão Gravar. Contagem regressiva 3,2,1 VAI!"
20472,Todas as suas poses seguintes serão gravadas!
20473,Gravação concluída! Vamos dar uma olhada!
20474,"Depois de salvar, você pode usar a skin no personagem e editar!"
20475,@Null@
20476,A ação será revisada (será exibida após a revisão)
20477,Emote de estrela | O que é isso?
20478,Emote de estrela | Como usar?
20479,Emote de estrela | O que é que isso pode fazer?
20480,Virar
20481,Curtir
20482,Tímido
20483,Desajeitado
20484,Deslumbrado
20485,"Bem-vindo a Dança Estelar (Captura de Movimento), começaremos com o tutorial sobre essa função."
20486,Fim do tutorial
20487,"Falha no carregamento, arquivo local ausente (selecione outra ação)"
20488,(Só pode ser visto online após a conclusão da revisão)
20489,@Null@
20500,Não foi possível tirar fotos
20501,@Null@
20502,@Null@
20503,@Null@
20508,@Null@
20509,"Por favor, espere"
20510,Postar
20511,Inserir Imagem
20512,Gerenciamento de postagens
20513,Enviar
20514,Status do Amigo
20515,Meu status
20516,Última resposta
20517,Editar
20518,Postar sentimentos
20519,"Clique para inserir conteúdo, limite de 15 palavras"
20520,Meu espaço
20521,Prioridade a Canais Exibidos
20522,Permitir que outros comentem
20523,Meus sentimentos
20524,Mapas
20525,Status
20526,Álbum
20527,Configurações salvas
20528,Ocultar
20529,Exibir
20530,Fixado
20531,Recomendações
20532,"Recomendações não definidas, edite no canal do mapa"
20533,Recomendações não definidas
20534,Canal do Mapa
20535,Popularidade
20536,Centro de Exibição
20537,"- A função Perfil Pessoal é atualizada! #r #r 1. Adicione um centro de exibição, você pode recomendar seu conteúdo favorito de jogo em seu próprio espaço. #r #r 2. Adicione um humor pessoal para atualizar seu texto de humor a qualquer momento. #r #r 3. Adicionar sistema de popularidade, valor das pessoas = amigos * 10 + fãs + quantidade de download de mapas + pontos de compromisso de status. #r #r #r 4. Adicione um bloqueio de imagem que você pode bloquear a imagem de seu perfil pessoal e não mudar de acordo com a pele que você usa. #r #r 5. Adicione um sistema de atualização de status que você pode publicar status em tempo real para amigos e torcedores para compartilhar histórias interessantes no jogo. #r #r 6. Novo sistema de medalhas, você pode completar as conquistas do jogo para obter a medalha legal."
20538,Função de imagem desbloqueada
20539,A exibição do mapa está vazia. Vá compartilhar
20540,Nenhum mapa exibido
20541,"Clique para inserir conteúdo, limite de 100 palavras"
20542,Avatar que não é permanente não pode ser bloqueado
20543,"A conta deste jogador foi banida, verifique a indisponibilidade"
20544,Função de Bloqueio da figura Ligado (Bloqueado)
20545,"Você clicou curtir para esta imagem hoje, por favor volte amanhã."
20546,Número de curtir
20547,Mais
20548,#b#cffda0aOriginal
20549,Meu status
20550,Status dos amigos
20551,Meu Status
20552,Verificando
20553,Revisão aprovada
20554,Revisão falhou
20555,Privado
20556,Excluído
20557,Preso
20558,Fechar comentário
20559,Ocultar
20560,Excluir
20561,Postagem falhou
20562,Conteúdo de entrada
20563,Comentário falhou
20564,Não foi possível receber o status
20565,Não foi possível excluir o status
20566,Respondido
20567,Cancelar Fixado
20568,Abrir comentarios
20569,Cancelar Escondido
20570,Todos
20571,Amigos
20572,Seguidores+Amigos
20573,Não é possível responder
20574,Privado
20575,Permissão de resposta de status
20576,Permissão de Skin Personalizado
20577,Fixado
20578,Cancelar Fixado
20579,Comentários Bloqueado
20580,Comentários Desbloqueado
20581,Ocultar
20582,Cancelar Esconder
20583,Excluído
20584,Não fixe o status oculto
20585,Jogador fechou o comentário
20586,Jogador definiu permissão de comentário
20587,Minutos atrás
20588,Horas atrás
20589,Sem status
20590,Sem comentários
20591,Post sucedido! É visível depois de passar na revisão
20592,Nenhum convite pop-up em 5 minutos
20593,Medalhas
20594,Pontos
20595,Vestir
20596,O jogador não recebeu nenhuma medalha ainda!
20597,Parabéns por desbloquear a nova medalha!
20598,Ponto Medalha
20599,@1 Ponto Medalha
20600,@1 Recebido
20601,"Usando o emblema @1 com sucesso! por favor, verifique"
20602,Cancelar emblema @1 usando
20603,Conclua as tarefas da medalha e receba recompensas!
20604,Recompensas
20605,Incompleto
20606,Confira! Eu destravei uma nova @1 Medalha
20607,Condições de Desbloqueio
20608,Compartilhar
20609,Responder
20610,Grupo
20611,@1's Grupo
20612,Direto a
20613,Bloquear Mensagens
20614,Banir Chat
20615,Eliminar do Grupo
20616,Grupo de Transferência
20617,Permitir Convite
20618,Convide amigos para o grupo
20619,"Não há membros no grupo, convide seu amigo agora!"
20620,Informação do Grupo
20621,Chat Amigos
20622,Banido na conversa. Não permitido enviar mensagens
20623,Cancelar banimento
20624,Nenhum amigo para convidar
20625,Transferido c/sucesso
20626,Colocar medalha falhou
20627,Apenas host tem essa permissão
20628,"O bate-papo em grupo será encerrado se o host sair, a função de transferência do host poderá manter esse bate-papo. Você tem certeza de encerrar esta conversa?"
20629,@1 está proibido de participar deste chat
20630,Convite falhou
20631,Permitir convite para bate-papo em grupo
20632,"Max membros grupo, não pode convidar mais"
20633,"Chat do grupo atingiu o limite, nao pode criar mais."
20634,Chat de grupo criado! Membro: @1
20635,"Bem Vindo jogador @1, convidado por @2"
20636,Convite com sucesso
20637,Sair
20638,Dispensar
20639,Você não tem nenhum histórico de bate-papo em grupo. Crie chat em grupo com seus amigos agora!
20640,Criar Grupo
20641,"Muitos jogadores relataram seus comentários inadequados, você foi banido da função de bate-papo em grupo. Entre em contato com o host do grupo para cancelar a proibição."
20642,"Muitos jogadores relataram seus comentários impróprios, você foi banido da função de bate-papo em grupo. Por favor, espere até @1 e tente novamente."
20643,Número do grupo deste jogador atingiu o limite.
20644,"Medalhas não foram carregadas, tente mais tarde."
20645,Jogador @1 é o host agora
20646,"Ja existe, não adicione repetidamente"
20647,"Relatado mais de @1 vez em um dia, cancelar banimento não é permitido"
20648,Não faça posts que contenham conteúdo de violação ou o Mini Capitão fará a punição
20649,@1 de distância para atualizar o emblema
20650,Emblema atualizado p/ o máximo
20651,De Fav.
20652,Feito pelo dono do meu perfil
20653,Status
20654,Meus Trabalhos
20655,Meu Fav.
20656,Seus Trabalhos
20657,Seus Fav.
20658,"Por favor, não fixe os mapas ocultos"
20659,"Por favor, não esconda os mapas fixados"
20660,Recomendado por @1: @2
20661,Escanear código QR para adicionar como Amigo
20662,Código QR
20663,@Null@
20664,Nome usado. Digite novamente
20665,Comentou com sucesso. É visível depois de passar na revisão
20666,Configurou com sucesso. É visível depois de passar na revisão
20667,Publicado!
20668,Nome está sendo revisado. Você pode verificar no Perfil
20669,(Novo nome está sendo revisado)
20670,Não é possível renomear. Nome está em revisão
20671,@Null@
20672,Tentar Novamente
20673,Sua rede está com alguns problemas. Verifique sua conexão com a Internet e toque no botão Tentar Novamente.
20674,Popular
20675,Ao redor
20676,Seguir
20677,Você pode @ até cinco pessoas
20678,Link Atual:
20679,@Meus Amigos
20680,Visível apenas para amigos e seguidores
20681,Sala privada
20682,Postar na equipe oficial
20683,Definido como visível apenas para amigos e seguidores
20684,O recurso Momento foi atualizado. Vem conferir!
20685,Ver mais mensagens
20686,@1 @ você
20687,@1 comentários no total
20688,Você antingiu o fim!
20689,Oficial
20690,Destaque
20691,Definido como visível para todos
20692,Deseja apagar todas as notificações?
20693,Imagem em violação
20694,Você não pode comentar o momento da outra pessoa
20695,"Os jogos na nuvem não podem usar o álbum local, use a operação do lado do cliente."
20700,@Null@
20994,Prêmio Mini Escola
20995,Parabéns! Você conseguiu ótimas notas no Quiz. Por favor adquira os prêmios seguintes a tempo!
20996,@Null@
20997,@Null@
20998,@Null@
20999,@Null@
21000,Feliz Natal
21001,Parabéns por ganhar as recompensas! Lembre-se de reivindicar suas recompensas antes que elas expirem!
21002,@Null@
21003,@Null@
21004,"O bônus de anexo no e-mail não é reivindicado ainda. Por favor, reivindique antes de excluir o e-mail."
21005,@Null@
21006,@Null@
21007,Feliz Pascoa
21008,"Parabéns! Você ganhou o seguinte prêmio para o evento de Ovo de Pascoa. Por favor, adquira o mais rápido possível no email do jogo antes do dia que expirar"
21009,Notificação de Prêmios
21010,"Caro Mini Jogador, estamos sinceramente gratos pela sua participação e congrações pelo seu incrível desempenho neste evento Mini Garena. Por favor, clique no botão[Pular] para entrar na página do evento e clique em
 [Receber Recompensa] para obter."
21011,"Feliz Verão, Presentes da Sorte"
21012,"Parabéns! Você recebeu um pacote de presente de verão, solicite antes que o correio expire! Custo ultrabaixo para avatares lindos e pacotes de presentes grátis! Personalize seu próprio avatar!"
21013,"Prezados jogadores, você comprou com sucesso os servidores mini cloud, vá para [Online Lobby - Meus Servidores Mini Cloud] definir as configurações relevantes. Para obter mais informações sobre a configuração, clique no botão [Direto para]"
21030,Pedido de Acesso
21031,"Para que você possa usar a função de chat de voz do ""Mini World"", Miniwan solicitará a permissão de voz do seu telefone"
21050,@Null@
21051,O jogo é um mundo virtual.
21052,O jogo é um mundo virtual.
21053,O jogo é um mundo virtual.
21054,O jogo é um mundo virtual.
21055,O jogo é um mundo virtual.
21056,@Null@
21057,@Null@
21058,@Null@
21059,"Use apenas o site oficial reconhecido, tome cuidado com sites falsos e evite fazer login."
21060,"Entre em contato apenas com canais oficiais de suporte ao cliente reconhecidos, tenha cuidado com golpistas e evite transferir fundos."
21061,@Null@
21062,@Null@
21063,@Null@
21064,@Null@
21065,@Null@
21066,@Null@
21067,@Null@
21068,@Null@
21069,@Null@
21070,@Null@
21071,"Ao usar a ferramenta errada, mais resistência é usada e quando a resistência é esgotada, a vida é perdida."
21072,"Empilhando, as tábuas finas podem ser feitas mais grossas, permitindo que as tábuas triangulares inclinadas se expandam em mais formas."
21073,Dizem que alguém encontrou um mapa de tesouro em um vaso que foi enterrado com areia amarela.
21074,"O capitão Teach, trouxe de volta tesouros através da tempestade em #cffda0a um enorme navio construído por uma oficina mecânica#n"
21075,Os marinheiros trouxeram de volta tesouros exóticos e despertaram o comércio dos #cffda0amercadores das ilhas#n ao amanhecer da Era da Vela.
21076,As árvores de coco vão se transformar no #cffda0apoço vermelho do solo#n. Dizem que o #cffda0acoco mutante#n é uma arma necessária no navio.
21077,"A pressão da água aumenta com a profundidade do oceano, quanto maior a pressão da água, mais rapidamente a resistência é consumida e até mesmo esmaga quadrados que não são suficientemente duros"
21078,(Modo Aventura) A Noite Especial está disponível uma vez a cada 4 dias. Ande por aí para encontrar surpresas
21079,Nós fizemos avanços nas colheitas através de muita pesquisa científica! Agora suas colheitas vão crescer mesmo sem serem monitoradas o tempo todo. Elas vão crescer em seu ritmo natural
21080,"Seus animais também não ficarão sem fazer nada. Desde que tenham comida o suficiente e atendam certas condições de vida, eles irão crescer com o tempo!"
21081,Plantas e criaturas exibirão característica do Vazio quando sob influência da Energia do Vazio.
21082,"Ao fim da Noite do Vazio, o sol vai brilhar novamente sobre a Terra e sua natureza será recuperada"
21083,"As plantas também têm personalidade própria. A Árvore do Vazio, por exemplo, só dá fruta durante a noite"
21084,"Caso caia de uma altura grande sobre um Cogumelo Luminoso do Vazio, você não sofrerá nenhum dano"
21085,"O capitão notou que o Dango não mudou de gosto, mesmo que tenha adquirido algumas características do Vazio. Ainda gosta de goma de mascar e desbloqueou uma nova habilidade: absorve a energia no entorno e cria um portal capaz de teletransporte a curtas distâncias"
21086,(Modo Aventura) Lumi recebeu informações adicionais de que a missão principal vai guiar você até a Noite Vazia mais rápido
21087,"(Modo Aventura) A Invasão do Vazio começa às [0] da Noite Vazia, quando o seu Campo de Energia e a Estela de Ressurgimento interagirem."
21088,A Invasão do Vazio não acontece caso haja alguma estátua de Dragão Negro Antigo próxima.
21089,"Caso você passe a Noite Vazia dormindo, você acordará extremamente cansado no dia seguinte."
21090,Coloque a [Estela de Ressurgimento] no [Cristal do Vazio] e ative ela para aumentar a dificuldade da Invasão do Vazio
21091,"(Modo Aventura) Caso você considere os monstros e a sobrevivência difíceis demais, você pode reduzir a dificuldade na tela de Configurações do Mapa"
21092,"Cuidado com os Homens Javali carregando picaretas, machados, pás e outras ferramentas! Ele adquiriram habilidades para destruir blocos!"
21093,Os Apóstolos do Vazio normalmente aparecem à noite. Há relatos de encontros com eles em uma caverna subterrânea isolada.
21094,"A espada corta amplamente e a lança fura profundamente, por isso cuidado ao se mover para não machucar seus amigos! Isso é especialmente importante quando houver pets de batalha próximos!"
21095,O Capitão notou que dá para usar a [Bancada de Fusão] para combinar duas armas ou ferramentas para criar armas akimbo com grande potencial!
21096,"O capitão testemunhou os benefícios para a saúde de dormir e acordar cedo.   Ao descansar você recupera Estamina e também fica energizado durante o dia, o que aumenta a eficiência como um todo."
21097,"Um aventureiro sábio sempre fica de olho em sua Estamina. Quando a Estamina passa de 85, você recupera PV"
21098,O Mercador Viajante mostra gratidão por sua hospitalidade oferecendo seus melhores produtos assim que você acorda!
21099,O Mercador Viajante registra o terreno e ecossistemas dos lugares por onde passou durante suas viagens. Você pode escolher qual ecossistema merece mais exploração e trazer de volta especialidades de lá.
21100,O Mapa do Terreno é a criação de que o Mercador Viajante mais tem orgulho. Nele você pode ver informações de terrenos e ecossistemas próximos.
21101,Receptor de sinal azul
21102,Receptor de sinal Verde
21103,Receptor de sinal amarelo
21104,Receptor de sinal laranja
21105,Receptor de sinal roxo
21106,Receptor de sinal vermelho
21107,Receptor de sinal azul
21108,Receptor de sinal verde
21109,Receptor de sinal amarelo
21110,Receptor de sinal laranja
21111,Receptor de sinal roxo
21112,Resolvedor de sinal vermelho
21113,Resolvedor de sinal azul
21114,Resolvedor de sinal verde
21115,Resolvedor de sinal amarelo
21116,Resolvedor de sinal laranja
21117,Resolvedor de sinal roxo
21118,Gerador de sinal
21119,Receptor de sinal
21120,Resolvedor de sinal
21121,Ponto de Respawn público
21122,Equipe 1: Ponto de Ressaca da Equipa Vermelha
21123,Equipe 2: Ponto de Ressaca da Equipa Azul
21124,Equipe 3: Ponto de Respawn da Equipe Verde
21125,Equipe 4: Ponto de Respawn da Equipa Amarela
21126,Equipe 5: Orange Team Respawn Point
21127,Equipe 6: Ponto de Respawn da Equipe Roxa
21128,Ponto inicial público do spawn
21129,Equipe 1: Ponto de Partida Inicial da Equipa Vermelha
21130,Equipe 2: ponto de origem inicial da equipa azul
21131,Equipe 3: Ponto de Partida Inicial da Equipa Verde
21132,Equipe 4: Ponto de Partida Inicial da Equipa Amarela
21133,Equipe 5: Ponto de Partida Inicial da Equipa Laranja
21134,Equipe 6: Ponto Inicial de Geração da Equipa Roxa
21135,Mapa atual não está disponível. Não pode ser usado no armazenamento de mapas.
21136,Armazenamento do mapa está bloqueado. Entre em contato com o autor para atualizar a loja
21137,Os tipos de produtos salvos excedem os limites. Não pode ser salvo.
21138,O preço do produto excedeu o limite. Não pode ser salvo.
21139,Não pode usar até que o nível do jardim atinja @1.
21140,Mapa não foi compartilhado. Não foi possível salvar a loja.
21200,Bloco Generador de Mob
21201,Configuração Numérica
21202,Número generados cada vez
21203,Máx. no alcance
21204,Generar Gama
21205,Generar Altitude
21206,Intervalo
21207,Intervalo de Tempo da Generacao de Mobilidade
21208,Detecção
21209,"Detecção de números iniciada, o Generador de Bloco mob detectará o número de mobs generados dentro do intervalo de configuração."
21210,"Limite o número de mobs no intervalo de configuração. Se o número de mobs exceder o número de configuração, o Generador de Bloco mob não gerará mais mobs."
21211,Reivindicar tudo
21212,Anexos:
21213,Adquirir todos os anexos?
21214,Forragem
21215,Materiais
21216,Mobiliário
21217,Decorações
21218,Especial
21219,Basico
21220,Materiais
21226,Nenhum arquivo. Clique no botão abaixo para criar mapas
21227,Limite de vendas por tempo
21228,Você não adicionou nenhum plugin.
21229,Tem certeza de excluir esses Avatares personalizados?
21230,Avatar personalizado
21231,Sem Nome ainda
21232,Novo
21486,@Null@
21487,"Props proibidas na mochila.【#cff3d2b@1#n】,nao pode transferir."
21488,"Sem props de passagem【#cff3d2b@1#n】@2, nao pode ser transferido."
21489,A equipe não atende ao requisito de transferência. Não pode ser transferido.
21490,O ponto de transferencia【#cff3d2b@1#n】nao foi ativado. Nao pode ser transferido
21491,"Por favor, selecione o destino da transferência"
21492,Você chegou.【#cff3d2b@1#n】
21493,As configurações não foram salvas. Tem certeza de fechá-lo?
21494,Transferência falhou!
21495,Rota de transferência adicionada com sucesso
21496,A adição da rota de transferência falhou
21497,Nenhum destino de transferência disponível
21498,Nenhuma equipe pode passar.
21499,Esse nome já está em uso!
21500,Definir Inicio
21501,#LNotificação
21502,#LMostrar pontos inativos
21503,Passável:
21504,Consumir:
21505,ItemProibido:
21506,EquipePassável:
21507,Status:
21508,Adicione o destino da transferência:
21509,Edite o ponto de transferência
21510,Detalhado
21511,Resumo
21512,Selecione o destino da transferência
21513,Desnecessário
21514,Irrestrito
21515,Regra de Entrega
21516,Verificar a equipe
21517,#LVerificação de equipe
21518,Equipe de passagem
21519,Verificar Item
21520,#LItens de Passagem
21521,#LSem Itens de Passagem
21522,Tem certeza de excluir a linha de transferência?
21523,Ponto de Transf.
21524,Clique para editar as dicas
21525,Seleção de item
21526,Consumir ou não
21527,Transferir
21528,Dicas para alcançar o ponto de transferência
21529,"Após a abertura, selecione o ponto de destino de transferência para exibir o ponto de transferência alcançável, mas não energizado. Fechar não será exibido."
21530,"Depois de abrir a verificação da equipe, somente a equipe definida pode usar o ponto de transferência. Se fechado, toda a equipe pode passar."
21531,"Após a abertura, apenas os itens definidos na mochila podem passar pelo ponto de transferência."
21532,"Após a abertura, os itens proibidos na mochila não podem passar pelo ponto de transferência."
21533,@Null@
21534,@Null@
21535,@Null@
21536,@Null@
21537,@Null@
21538,@Null@
21539,@Null@
21540,@Null@
21541,@Null@
21542,@Null@
21543,@Null@
21544,@Null@
21545,@Null@
21546,@Null@
21547,@Null@
21548,@Null@
21549,@Null@
21550,@Null@
21551,@Null@
21552,@Null@
21553,@Null@
21554,@Null@
21555,@Null@
21556,Nome:
21557,@Null@
21558,Clique para inserir minhas saudações
21559,@Null@
21560,@Null@
21561,Evento Oficial
21562,大山的琴声
21563,"孩子们在烈日下排起了整齐的长队。他们看起来很腼腆，眼睛里闪着喜悦的光。来自各地的爱心礼物纷纷被急切的孩子们打开，很快操场上便此起彼伏地响起了稚嫩的口琴声，空气中伴随着风声传来了欣喜的气息。
  以志愿者的身份来到这片土地之前，我一直想象不到自己与这里的孩子们生活环境如此截然不同。这里的人们凭借着自己的双手努力生活着，孩子们红扑扑的脸上也写满了坚定。
  在一片琴声笑声中，有个光着脑袋的小男孩跑过来对我轻声说了句“谢谢”。他咧着嘴告诉我，他想好好念书，长大后去更远的地方，看看外面的世界。我看着他的双眼，身体的疲惫也烟消云散。像他这样的小孩有很多，我可能无法帮助到他们中的大多数人，但只要能让一个孩子露出笑容，一切努力都值得了。"
21564,彩色的自白
21565,我是一个“魔法师”。我能用自己的身体，涂抹出世界上最鲜艳美丽的色彩。我的出生，伴随着许多人爱心的凝聚。这些互不相识的人们，送来了许许多多像我一样的小伙伴。我们来到这里的使命，就是奉献出他们的一片热忱。  有一天，我和我的小伙伴们都被放进了一个精致的“小房子”里，经历了万里旅途，来到了遥远陌生的山区。在这里，我们被陈列在一群衣着朴素，眼睛里却有着星光的孩子们面前。很快，我有了新朋友，一位扎着马尾辫的、脸上红扑扑的小女孩。她牵着我的手，在白纸上描绘出了我见过最好看的画作。小女孩看着我，再看看自己的作品，开心地笑了起来。  在这个瞬间，我才意识到，她的笑容才是世界上最美的色彩。
21566,小小的异世界旅人
21567,"一年前，我家附近来了位陌生的朋友。它身材小小的，身体深深地扎进砂土里。我每天都会去原野里看他。它告诉我，它来自另一个世界，那里有很多跟它一样的兄弟姐妹们，与它一起旅行到了这里。
  很快，它的兄弟姐妹们也来了，小小的绿色脑袋站满了整片土地。我对它们的世界很好奇，每次过来都会问很多的问题。它们给我讲了好多奇妙生物的传说，我也跟它们讲了很多的故事，关于我、关于朋友、关于我生活的这片土地。它们会留在这里，一起让这里变得更加生机勃勃。
  看着它们一天天地长高，我心里特别高兴。它们说自己很快就能比我还高了。哼，我也在长高，才不会输给它们呢。"
21568,梦境中的华尔兹
21569,今天的梦，是一个开心的梦。在梦中，我跳起了最爱的舞，周围绽放了漫山遍野的粉红色樱花，散发着迷人的香味。我很喜欢这里，因为这儿有我的梦。  我喜欢跳舞，喜欢舞蹈时自由自在的感觉。可我却没有一双属于自己的舞鞋，直到我遇见了一群美丽的大哥哥大姐姐。  哥哥姐姐们来自很遥远的地方，他们给我们带来了希望。看着大家脸上洋溢的笑容，我仿佛也找寻到了希望。  “我想当舞蹈家！”，我坚定地看着哥哥姐姐们。  有一个大哥哥走过来摸了摸我的头。  “哥哥帮你实现这个愿望！”说完，他便递给了我一双红色的舞鞋。  我太开心了。双手捧过鞋子的时候，我感觉离梦境中的自己越来越近了。  我的希望，我的梦想，我的未来，我来了。
21570,星星的笑脸
21571,今天是一个美妙的夜晚，大山寂静地沉睡着，只有树林里传来轻轻的鸟叫声。我抬起头看着天空，看到了天上的点点繁星，它们仿佛在对着我微笑，这让我不禁想起来那群人。  听老师说，有一群从很遥远的地方来的大哥哥大姐姐，给我们带来我们需要的东西。我高兴极了。他们就像天上的星星一样，带着笑脸，给需要帮助的人们带来希望。  一颗星星的力量，是微不足道的，可是漫天的星星，却拥有巨大的能量。  我希望我长大了也能成为像他们一样的人，就像天上的星星一般，带着笑容的力量，一直闪耀下去。
21572,我最喜欢的东西
21573,"奶奶总说我把废纸浪费了
 留着还能擦鼻涕呢
 哼，其实我是要把他们变成我最喜欢的东西
 全都保护起来
 千纸鹤
 大飞机
 长钢琴
 小帆船
 还有两三颗星星
 但它们好久都没再新增成员了
 好像是奶奶把所有的废纸都藏起来了吧"
21574,迷梭梭与安吉洛斯 Ⅰ
21575,"清晰地记得她当时说“在来到阿拉善之前，我从未看过如此湛蓝的天空，也未看过晚上八九点还不下山的太阳，更从未见过一望无际的黄土与荒漠……”然后我好奇地问她外面的世界长什么样的？我听着她将外面世界的美好娓娓道来……
  后来我们一起在这片荒芜中挖坑，种上一株一株梭梭树，并在树林中立了一块标志牌。她一直非常担心，这些梭梭树苗在这么恶劣的环境中，它们能存活下来吗？荒漠能再现生机吗？哈哈哈，最后还是由我来安抚她焦灼不安的心情呢。在离开之前，她拿出相机，拍下这一片黄土和我们满带笑容充满希望的瞬间。
  哦对了，忘了告诉你，她是安吉洛斯，是一名爱心志愿者，嘻嘻。"
21576,迷梭梭与安吉洛斯 Ⅱ
21577,"前几天我翻看日记的时候，翻出那张与迷梭梭在阿拉善合影的照片，背景看上去满目荒凉，再次勾起了我对梭梭树苗的担心。我终于按捺不住内心的冲动，想亲眼去看一看那片土地上的梭梭树苗，它们还在吗？还是绿油油的样子吗？
  又是迷梭梭带我来到阿拉善。哇！眼前的一切我简直不敢相信，这一片曾经的荒漠，现在远远望去已经泛起了绿色，除了当时种下的梭梭树，竟然还有稀疏的野草。我直觉反应是来错了地方，直到看见不远处那块我们亲手安放的标志牌。算起来，距离我们上次来阿拉善才半年多而已，这里的主色调竟然从土黄变成了青黄相接。我无法形容内心的震撼，于是站在同样的位置，我们又拍了一张照片。"
21578,美好的祝福
21579,今天看到了一篇文章《多亏中印，地球比20年前更绿了》里面说“过去20年来地球新增绿化面积相当于整个亚马逊雨林覆盖的面积”，我又想起了我们在阿拉善种下的梭梭林，心中无比骄傲和自豪，阿拉善的梭梭树苗已经长高，它们改善了阿拉善的生态环境。  这一切都要感谢在迷你世界里参加公益的可爱孩子们，真心地祝愿你们永远健康、快乐成长！也感谢那些为了公益而贡献己力的人们，因为有了你们，这个世界才变得更加可爱、美好。
21580,@Null@
21581,@Null@
21582,Pontos de Coloracao
21583,胡胡
21584,牛牛
21585,包包
21586,小白
21587,小茜
21588,小康
21589,迷梭梭
21590,安吉洛斯
21591,A transferência consumiu【#cff3d2b@1#n】@2
21595,Autor não abriu a loja
21596,Tempo de compra atingiu o limite superior.
21597,Compra falhou! Mapa atual não existe.
21598,Compra falhou! Tente novamente.
21599,Compra falhou! Erro no passe dos dados do cartão.
21600,Compra falhou! Exceder a duração máxima do cartão de passe.
21601,Compra falhou! Erro nos dados do mapa.
21602,Compra falhou! Você não pode comprar cartões de passe de sua própria loja
21603,A validade do cartão de passe não pode exceder a duração máxima de propriedade. Reset.
21604,"Falhou ao abrir a sala. Por Favor, compre o passe primeiro"
21605,Parabens! Compra com sucesso!
21606,"Caro jogador, você vai comprar Cartao de Passe com Mini Moedas e obter acesso a este mapa. Entram em vigor imediatamente após a compra! Comprar agora?"
21607,Preço com desconto não pode ser maior que o preço original. Defina novamente
21608,Item
21609,Info. da loja salvo com sucesso
21610,@1 Dia(s)
21611,Nenhum
21612,Por Favor selecione a tag
21613,Por favor selecione um produto
21614,Por favor selecione uma moeda
21615,@1 Dia restante
21616,Suporte apenas no modo de rede
21617,"Caro jogador, você vai comprar #cfa7a0fCartão de Passe#n e obtenha acesso a esse mapa #c0aaa1aassistindo anúncios#n ou #c0aaa1aconsumir Mini Moedas#n. Entram em vigor imediatamente após a compra! Compre agora?"
21618,Vezes de limite diário de compra
21619,Duração Max. de Posse
21620,Janela de diálogo surge após
21621,Duração do Cartão de Passe
21622,Preço
21623,#L Tempo de venda
21624,"Quando a venda terminar, o item que você definir será removido. Mas você pode colocá-lo novamente à venda"
21625,Add. Tag
21626,Tipo Moeda
21627,Preço original
21628,Número de visualizações foi usado
21629,Recomendação
21630,HOT
21631,Limitado
21632,Desconto
21633,#LPreço com Desconto
21634,"Depois de definir o preço com desconto, jogadores compram com preço com desconto"
21635,#LPeríodo de validade
21636,Ele retornará ao preço original após o evento de desconto.
21637,Período de venda
21638,Defina seu período de venda. Jogadores não podem comprar novamente após o término do evento de desconto.
21639,Anúncio
21640,Grátis
21641,#L Modo de anúncios
21642,"Quando você ativa o modo de anúncios, os jogadores podem obter #cfa7a0fitens gratis#n assistindo ads. Voce tambem pode #cfa7a0fobter ganhos#n."
21643,Def idioma exibição【#cff3d2b@1#n】Falhou
21644,Def idioma exibição【#c5aea0a@1#n】sucesso
21645,Def idioma exibição
21646,Sobrescrever traduções existentes?
21647,Idiomas:
21648,"#cfa7a0fQual é a utilidade do suporte a idiomas?#n#rDepois de usar lingua. suporte, um botão de edição de tradução será exibido em todos os lugares que inserem texto no mapa. Clique no botão para traduzir a entrada de idioma para qualquer outro idioma que você deseje online.#rQuando outras pessoas entram no mapa, elas podem optar por jogar em um dos idiomas que o criador de mapas configurou."
21649,Idiomas
21650,Editar Tradução
21651,Tradu. Suportadas
21652,Traduzir Tudo
21653,Texto Original [#cfa7a0f@1#n]
21654,Tradução [#cfa7a0f@1#n]
21655,Exceder Limitação
21656,Vazio
21657,"Detectado que o texto original foi modificado, clique em Confirmar para auto-traduzir todo o texto(#cfa7a0fNota: Tradução anterior será sobrescrita#n"
21658,@1's Loja
21659,Mapa Armazem
21660,1. Os itens comprados na Loja do Criador serão colocados diretamente em sua mochila.
21661,"2. Quando não houver espaço suficiente em sua mochila, os itens adquiridos serão armazenados no Armazém no canto inferior esquerdo."
21662,Capacidade Estante:
21663,Config do produto
21664,Tipo Moeda
21665,Add Tag
21666,Preço
21667,Quantidade p/cada
21668,Escolha a Moeda
21669,Excedeu o Limite
21670,Popular
21671,Novo
21672,Selecione Tag
21673,Versão do Mapa Indisponível
21674,A mochila está cheia. Extrair @1 com sucesso.
